from;to;polyline;weight
Chaiyaphum;Sisaket;LINESTRING(101.950256984 16.1453092103, 104.40982653 14.9516411754);10.0
Chaiyaphum;Sukhothai;LINESTRING(101.950256984 16.1453092103, 99.7963503647 17.3641392291);2.0
Satun;Chaiyaphum;LINESTRING(99.5703559981 6.7318170405, 101.950256984 16.1453092103);0.0
Chaiyaphum;Tak;LINESTRING(101.950256984 16.1453092103, 98.6551659992 16.6465147647);1.0
Trang;Chaiyaphum;LINESTRING(99.3599859433 7.48356217488, 101.950256984 16.1453092103);0.0
Chaiyaphum;Trat;LINESTRING(101.950256984 16.1453092103, 102.503195011 12.1382302437);2.0
Chaiyaphum;Ubon Ratchathani;LINESTRING(101.950256984 16.1453092103, 104.950118622 15.2036640615);15.0
Chaiyaphum;Udon Thani;LINESTRING(101.950256984 16.1453092103, 102.840541098 17.512721051);27.0
Chaiyaphum;Uttaradit;LINESTRING(101.950256984 16.1453092103, 100.431418199 17.7260698659);1.0
Chaiyaphum;Uthai Thani;LINESTRING(101.950256984 16.1453092103, 99.5807809841 15.3329804403);1.0
Yala;Chaiyaphum;LINESTRING(101.188657942 6.16406279095, 101.950256984 16.1453092103);0.0
Chaiyaphum;Yasothon;LINESTRING(101.950256984 16.1453092103, 104.371511185 15.8497001429);2.0
Chumphon;Chumphon;LINESTRING(98.9038728634 10.2984795764, 98.9038728634 10.2984795764);0.0
Chumphon;Chiang Rai;LINESTRING(98.9038728634 10.2984795764, 99.8463306614 19.7614170952);5.0
Chumphon;Chanthaburi;LINESTRING(98.9038728634 10.2984795764, 102.128935757 12.7850531428);4.0
Chumphon;Krabi;LINESTRING(98.9038728634 10.2984795764, 98.8832146297 7.9091448048);14.0
Chumphon;Khon Kaen;LINESTRING(98.9038728634 10.2984795764, 102.47117486 16.4033200124);2.0
Kamphaeng Phet;Chumphon;LINESTRING(99.4840870778 16.3504084467, 98.9038728634 10.2984795764);0.0
Chumphon;Kanchanaburi;LINESTRING(98.9038728634 10.2984795764, 99.0508269362 14.6142660015);1.0
Kalasin;Chumphon;LINESTRING(103.623492533 16.5959516038, 98.9038728634 10.2984795764);0.0
Loei Province;Chumphon;LINESTRING(101.552343004 17.4924428641, 98.9038728634 10.2984795764);0.0
Lampang;Chumphon;LINESTRING(99.5103521938 18.2741029435, 98.9038728634 10.2984795764);0.0
Lamphun;Chumphon;LINESTRING(98.9674006597 18.0768881064, 98.9038728634 10.2984795764);0.0
Lopburi Province;Chumphon;LINESTRING(100.897002401 15.11760038, 98.9038728634 10.2984795764);0.0
Mukdahan;Chumphon;LINESTRING(104.435295454 16.5902346448, 98.9038728634 10.2984795764);0.0
Chumphon;Maha Sarakham;LINESTRING(98.9038728634 10.2984795764, 103.187269825 16.0737469859);2.0
Mae Hong Son;Chumphon;LINESTRING(97.9474324868 18.7273332925, 98.9038728634 10.2984795764);0.0
Nan;Chumphon;LINESTRING(100.817084443 18.8280594829, 98.9038728634 10.2984795764);0.0
Chumphon;Nonthaburi;LINESTRING(98.9038728634 10.2984795764, 100.356517706 13.9498544093);20.0
Chumphon;Nong Bua Lam Phu;LINESTRING(98.9038728634 10.2984795764, 102.244010092 17.1948308266);1.0
Nong Khai;Chumphon;LINESTRING(102.77240708 17.9729280256, 98.9038728634 10.2984795764);0.0
Chumphon;Nakhon Ratchasima;LINESTRING(98.9038728634 10.2984795764, 102.162650043 15.0280360626);6.0
Chumphon;Nakhon Phanom;LINESTRING(98.9038728634 10.2984795764, 104.319004039 17.4294095463);1.0
Chumphon;Nakhon Pathom;LINESTRING(98.9038728634 10.2984795764, 100.068033595 13.8876112057);21.0
Chumphon;Nakhon Si Thammarat;LINESTRING(98.9038728634 10.2984795764, 99.7073199322 8.51358626995);23.0
Chumphon;Nakhon Sawan;LINESTRING(98.9038728634 10.2984795764, 99.9869845225 15.6823145632);2.0
Narathiwat;Chumphon;LINESTRING(101.751727633 6.12680622765, 98.9038728634 10.2984795764);0.0
Chumphon;Nakhon Nayok;LINESTRING(98.9038728634 10.2984795764, 101.218224714 14.262571957);2.0
Chumphon;Phetchaburi;LINESTRING(98.9038728634 10.2984795764, 99.6075392745 12.9986537807);31.0
Chumphon;Phichit;LINESTRING(98.9038728634 10.2984795764, 100.409668319 16.2635958818);2.0
Chumphon;Prachuap Khiri Khan;LINESTRING(98.9038728634 10.2984795764, 99.5777392025 11.8001333794);161.0
Chumphon;Phuket;LINESTRING(98.9038728634 10.2984795764, 98.2727379223 7.86370621154);11.0
Chumphon;Phatthalung;LINESTRING(98.9038728634 10.2984795764, 100.045088379 7.45917876629);5.0
Chumphon;Phitsanulok;LINESTRING(98.9038728634 10.2984795764, 100.518454781 17.0947359704);2.0
Chumphon;Phang Nga;LINESTRING(98.9038728634 10.2984795764, 98.1018967416 8.69774345234);15.0
Chumphon;Phetchabun;LINESTRING(98.9038728634 10.2984795764, 101.242596454 16.3926965851);3.0
Phrae;Chumphon;LINESTRING(100.012937431 18.2139119856, 98.9038728634 10.2984795764);0.0
Chumphon;Prachinburi;LINESTRING(98.9038728634 10.2984795764, 101.618777543 14.0445407759);2.0
Chumphon;Pathum Thani;LINESTRING(98.9038728634 10.2984795764, 100.56915304 14.0830923585);16.0
Chumphon;Pattani;LINESTRING(98.9038728634 10.2984795764, 101.347821677 6.73989916225);7.0
Chumphon;Phayao;LINESTRING(98.9038728634 10.2984795764, 100.225624368 19.2180780435);2.0
Chumphon;Ratchaburi;LINESTRING(98.9038728634 10.2984795764, 99.5857449774 13.5495309307);5.0
Chumphon;Roi Et;LINESTRING(98.9038728634 10.2984795764, 103.828448191 15.9385220182);1.0
Chumphon;Ranong;LINESTRING(98.9038728634 10.2984795764, 98.563678981 9.92248571424);42.0
Chumphon;Rayong;LINESTRING(98.9038728634 10.2984795764, 101.343222133 12.8409659694);2.0
Sing Buri;Chumphon;LINESTRING(100.320977667 14.8716158255, 98.9038728634 10.2984795764);0.0
Chumphon;Songkhla;LINESTRING(98.9038728634 10.2984795764, 100.548759187 6.94884143693);18.0
Chumphon;Samut Songkhram;LINESTRING(98.9038728634 10.2984795764, 99.9367402385 13.3593198916);13.0
Chumphon;Samut Sakhon;LINESTRING(98.9038728634 10.2984795764, 100.177263278 13.5962888145);5.0
Sa Kaeo;Chumphon;LINESTRING(102.332311439 13.6777234283, 98.9038728634 10.2984795764);0.0
Chumphon;Surat Thani;LINESTRING(98.9038728634 10.2984795764, 99.099159387 9.13381321812);126.0
Sakon Nakhon;Chumphon;LINESTRING(103.822703129 17.5131235152, 98.9038728634 10.2984795764);0.0
Chumphon;Suphan Buri;LINESTRING(98.9038728634 10.2984795764, 99.8038953973 14.648468015);1.0
Chumphon;Samut Prakan;LINESTRING(98.9038728634 10.2984795764, 100.622262423 13.5941395905);11.0
Chumphon;Saraburi;LINESTRING(98.9038728634 10.2984795764, 101.026016661 14.6689938567);2.0
Surin;Chumphon;LINESTRING(103.655766949 14.9277736873, 98.9038728634 10.2984795764);0.0
Sisaket;Chumphon;LINESTRING(104.40982653 14.9516411754, 98.9038728634 10.2984795764);0.0
Sukhothai;Chumphon;LINESTRING(99.7963503647 17.3641392291, 98.9038728634 10.2984795764);0.0
Chumphon;Satun;LINESTRING(98.9038728634 10.2984795764, 99.5703559981 6.7318170405);1.0
Chumphon;Tak;LINESTRING(98.9038728634 10.2984795764, 98.6551659992 16.6465147647);1.0
Chumphon;Trang;LINESTRING(98.9038728634 10.2984795764, 99.3599859433 7.48356217488);32.0
Chumphon;Trat;LINESTRING(98.9038728634 10.2984795764, 102.503195011 12.1382302437);3.0
Chumphon;Ubon Ratchathani;LINESTRING(98.9038728634 10.2984795764, 104.950118622 15.2036640615);4.0
Chumphon;Udon Thani;LINESTRING(98.9038728634 10.2984795764, 102.840541098 17.512721051);1.0
Chumphon;Uttaradit;LINESTRING(98.9038728634 10.2984795764, 100.431418199 17.7260698659);1.0
Uthai Thani;Chumphon;LINESTRING(99.5807809841 15.3329804403, 98.9038728634 10.2984795764);0.0
Chumphon;Yala;LINESTRING(98.9038728634 10.2984795764, 101.188657942 6.16406279095);1.0
Yasothon;Chumphon;LINESTRING(104.371511185 15.8497001429, 98.9038728634 10.2984795764);0.0
Chiang Rai;Chiang Rai;LINESTRING(99.8463306614 19.7614170952, 99.8463306614 19.7614170952);0.0
Chiang Rai;Chanthaburi;LINESTRING(99.8463306614 19.7614170952, 102.128935757 12.7850531428);21.0
Chiang Rai;Krabi;LINESTRING(99.8463306614 19.7614170952, 98.8832146297 7.9091448048);29.0
Chiang Rai;Khon Kaen;LINESTRING(99.8463306614 19.7614170952, 102.47117486 16.4033200124);55.0
Chiang Rai;Kamphaeng Phet;LINESTRING(99.8463306614 19.7614170952, 99.4840870778 16.3504084467);17.0
Chiang Rai;Kanchanaburi;LINESTRING(99.8463306614 19.7614170952, 99.0508269362 14.6142660015);21.0
Chiang Rai;Kalasin;LINESTRING(99.8463306614 19.7614170952, 103.623492533 16.5959516038);1.0
Chiang Rai;Loei Province;LINESTRING(99.8463306614 19.7614170952, 101.552343004 17.4924428641);17.0
Chiang Rai;Lampang;LINESTRING(99.8463306614 19.7614170952, 99.5103521938 18.2741029435);367.0
Chiang Rai;Lamphun;LINESTRING(99.8463306614 19.7614170952, 98.9674006597 18.0768881064);74.0
Chiang Rai;Lopburi Province;LINESTRING(99.8463306614 19.7614170952, 100.897002401 15.11760038);11.0
Chiang Rai;Mukdahan;LINESTRING(99.8463306614 19.7614170952, 104.435295454 16.5902346448);1.0
Chiang Rai;Maha Sarakham;LINESTRING(99.8463306614 19.7614170952, 103.187269825 16.0737469859);10.0
Chiang Rai;Mae Hong Son;LINESTRING(99.8463306614 19.7614170952, 97.9474324868 18.7273332925);47.0
Chiang Rai;Nan;LINESTRING(99.8463306614 19.7614170952, 100.817084443 18.8280594829);81.0
Chiang Rai;Nonthaburi;LINESTRING(99.8463306614 19.7614170952, 100.356517706 13.9498544093);128.0
Chiang Rai;Nong Bua Lam Phu;LINESTRING(99.8463306614 19.7614170952, 102.244010092 17.1948308266);2.0
Chiang Rai;Nong Khai;LINESTRING(99.8463306614 19.7614170952, 102.77240708 17.9729280256);16.0
Chiang Rai;Nakhon Ratchasima;LINESTRING(99.8463306614 19.7614170952, 102.162650043 15.0280360626);36.0
Chiang Rai;Nakhon Phanom;LINESTRING(99.8463306614 19.7614170952, 104.319004039 17.4294095463);3.0
Chiang Rai;Nakhon Pathom;LINESTRING(99.8463306614 19.7614170952, 100.068033595 13.8876112057);42.0
Chiang Rai;Nakhon Si Thammarat;LINESTRING(99.8463306614 19.7614170952, 99.7073199322 8.51358626995);9.0
Chiang Rai;Nakhon Sawan;LINESTRING(99.8463306614 19.7614170952, 99.9869845225 15.6823145632);58.0
Chiang Rai;Narathiwat;LINESTRING(99.8463306614 19.7614170952, 101.751727633 6.12680622765);2.0
Chiang Rai;Nakhon Nayok;LINESTRING(99.8463306614 19.7614170952, 101.218224714 14.262571957);15.0
Chiang Rai;Phetchaburi;LINESTRING(99.8463306614 19.7614170952, 99.6075392745 12.9986537807);38.0
Chiang Rai;Phichit;LINESTRING(99.8463306614 19.7614170952, 100.409668319 16.2635958818);20.0
Chiang Rai;Prachuap Khiri Khan;LINESTRING(99.8463306614 19.7614170952, 99.5777392025 11.8001333794);49.0
Chiang Rai;Phuket;LINESTRING(99.8463306614 19.7614170952, 98.2727379223 7.86370621154);33.0
Chiang Rai;Phatthalung;LINESTRING(99.8463306614 19.7614170952, 100.045088379 7.45917876629);2.0
Chiang Rai;Phitsanulok;LINESTRING(99.8463306614 19.7614170952, 100.518454781 17.0947359704);146.0
Chiang Rai;Phang Nga;LINESTRING(99.8463306614 19.7614170952, 98.1018967416 8.69774345234);11.0
Chiang Rai;Phetchabun;LINESTRING(99.8463306614 19.7614170952, 101.242596454 16.3926965851);35.0
Chiang Rai;Phrae;LINESTRING(99.8463306614 19.7614170952, 100.012937431 18.2139119856);198.0
Chiang Rai;Prachinburi;LINESTRING(99.8463306614 19.7614170952, 101.618777543 14.0445407759);6.0
Chiang Rai;Pathum Thani;LINESTRING(99.8463306614 19.7614170952, 100.56915304 14.0830923585);154.0
Chiang Rai;Pattani;LINESTRING(99.8463306614 19.7614170952, 101.347821677 6.73989916225);2.0
Chiang Rai;Phayao;LINESTRING(99.8463306614 19.7614170952, 100.225624368 19.2180780435);1339.0
Chiang Rai;Ratchaburi;LINESTRING(99.8463306614 19.7614170952, 99.5857449774 13.5495309307);28.0
Chiang Rai;Roi Et;LINESTRING(99.8463306614 19.7614170952, 103.828448191 15.9385220182);5.0
Chiang Rai;Ranong;LINESTRING(99.8463306614 19.7614170952, 98.563678981 9.92248571424);1.0
Chiang Rai;Rayong;LINESTRING(99.8463306614 19.7614170952, 101.343222133 12.8409659694);39.0
Chiang Rai;Sing Buri;LINESTRING(99.8463306614 19.7614170952, 100.320977667 14.8716158255);9.0
Chiang Rai;Songkhla;LINESTRING(99.8463306614 19.7614170952, 100.548759187 6.94884143693);21.0
Chiang Rai;Samut Songkhram;LINESTRING(99.8463306614 19.7614170952, 99.9367402385 13.3593198916);9.0
Chiang Rai;Samut Sakhon;LINESTRING(99.8463306614 19.7614170952, 100.177263278 13.5962888145);10.0
Chiang Rai;Sa Kaeo;LINESTRING(99.8463306614 19.7614170952, 102.332311439 13.6777234283);3.0
Chiang Rai;Surat Thani;LINESTRING(99.8463306614 19.7614170952, 99.099159387 9.13381321812);22.0
Chiang Rai;Sakon Nakhon;LINESTRING(99.8463306614 19.7614170952, 103.822703129 17.5131235152);3.0
Chiang Rai;Suphan Buri;LINESTRING(99.8463306614 19.7614170952, 99.8038953973 14.648468015);23.0
Chiang Rai;Samut Prakan;LINESTRING(99.8463306614 19.7614170952, 100.622262423 13.5941395905);339.0
Chiang Rai;Saraburi;LINESTRING(99.8463306614 19.7614170952, 101.026016661 14.6689938567);9.0
Chiang Rai;Surin;LINESTRING(99.8463306614 19.7614170952, 103.655766949 14.9277736873);16.0
Chiang Rai;Sisaket;LINESTRING(99.8463306614 19.7614170952, 104.40982653 14.9516411754);2.0
Chiang Rai;Sukhothai;LINESTRING(99.8463306614 19.7614170952, 99.7963503647 17.3641392291);37.0
Chiang Rai;Satun;LINESTRING(99.8463306614 19.7614170952, 99.5703559981 6.7318170405);2.0
Chiang Rai;Tak;LINESTRING(99.8463306614 19.7614170952, 98.6551659992 16.6465147647);14.0
Chiang Rai;Trang;LINESTRING(99.8463306614 19.7614170952, 99.3599859433 7.48356217488);6.0
Chiang Rai;Trat;LINESTRING(99.8463306614 19.7614170952, 102.503195011 12.1382302437);16.0
Chiang Rai;Ubon Ratchathani;LINESTRING(99.8463306614 19.7614170952, 104.950118622 15.2036640615);13.0
Chiang Rai;Udon Thani;LINESTRING(99.8463306614 19.7614170952, 102.840541098 17.512721051);28.0
Chiang Rai;Uttaradit;LINESTRING(99.8463306614 19.7614170952, 100.431418199 17.7260698659);50.0
Chiang Rai;Uthai Thani;LINESTRING(99.8463306614 19.7614170952, 99.5807809841 15.3329804403);1.0
Chiang Rai;Yala;LINESTRING(99.8463306614 19.7614170952, 101.188657942 6.16406279095);2.0
Yasothon;Chiang Rai;LINESTRING(104.371511185 15.8497001429, 99.8463306614 19.7614170952);0.0
Chanthaburi;Chanthaburi;LINESTRING(102.128935757 12.7850531428, 102.128935757 12.7850531428);0.0
Chanthaburi;Krabi;LINESTRING(102.128935757 12.7850531428, 98.8832146297 7.9091448048);6.0
Chanthaburi;Khon Kaen;LINESTRING(102.128935757 12.7850531428, 102.47117486 16.4033200124);36.0
Chanthaburi;Kamphaeng Phet;LINESTRING(102.128935757 12.7850531428, 99.4840870778 16.3504084467);8.0
Chanthaburi;Kanchanaburi;LINESTRING(102.128935757 12.7850531428, 99.0508269362 14.6142660015);25.0
Chanthaburi;Kalasin;LINESTRING(102.128935757 12.7850531428, 103.623492533 16.5959516038);3.0
Chanthaburi;Loei Province;LINESTRING(102.128935757 12.7850531428, 101.552343004 17.4924428641);7.0
Chanthaburi;Lampang;LINESTRING(102.128935757 12.7850531428, 99.5103521938 18.2741029435);8.0
Chanthaburi;Lamphun;LINESTRING(102.128935757 12.7850531428, 98.9674006597 18.0768881064);4.0
Chanthaburi;Lopburi Province;LINESTRING(102.128935757 12.7850531428, 100.897002401 15.11760038);17.0
Chanthaburi;Mukdahan;LINESTRING(102.128935757 12.7850531428, 104.435295454 16.5902346448);2.0
Chanthaburi;Maha Sarakham;LINESTRING(102.128935757 12.7850531428, 103.187269825 16.0737469859);31.0
Chanthaburi;Mae Hong Son;LINESTRING(102.128935757 12.7850531428, 97.9474324868 18.7273332925);2.0
Chanthaburi;Nan;LINESTRING(102.128935757 12.7850531428, 100.817084443 18.8280594829);4.0
Chanthaburi;Nonthaburi;LINESTRING(102.128935757 12.7850531428, 100.356517706 13.9498544093);149.0
Nong Bua Lam Phu;Chanthaburi;LINESTRING(102.244010092 17.1948308266, 102.128935757 12.7850531428);0.0
Chanthaburi;Nong Khai;LINESTRING(102.128935757 12.7850531428, 102.77240708 17.9729280256);1.0
Chanthaburi;Nakhon Ratchasima;LINESTRING(102.128935757 12.7850531428, 102.162650043 15.0280360626);123.0
Chanthaburi;Nakhon Phanom;LINESTRING(102.128935757 12.7850531428, 104.319004039 17.4294095463);5.0
Chanthaburi;Nakhon Pathom;LINESTRING(102.128935757 12.7850531428, 100.068033595 13.8876112057);99.0
Chanthaburi;Nakhon Si Thammarat;LINESTRING(102.128935757 12.7850531428, 99.7073199322 8.51358626995);2.0
Chanthaburi;Nakhon Sawan;LINESTRING(102.128935757 12.7850531428, 99.9869845225 15.6823145632);12.0
Narathiwat;Chanthaburi;LINESTRING(101.751727633 6.12680622765, 102.128935757 12.7850531428);0.0
Chanthaburi;Nakhon Nayok;LINESTRING(102.128935757 12.7850531428, 101.218224714 14.262571957);23.0
Chanthaburi;Phetchaburi;LINESTRING(102.128935757 12.7850531428, 99.6075392745 12.9986537807);54.0
Phichit;Chanthaburi;LINESTRING(100.409668319 16.2635958818, 102.128935757 12.7850531428);0.0
Chanthaburi;Prachuap Khiri Khan;LINESTRING(102.128935757 12.7850531428, 99.5777392025 11.8001333794);22.0
Chanthaburi;Phuket;LINESTRING(102.128935757 12.7850531428, 98.2727379223 7.86370621154);6.0
Phatthalung;Chanthaburi;LINESTRING(100.045088379 7.45917876629, 102.128935757 12.7850531428);0.0
Chanthaburi;Phitsanulok;LINESTRING(102.128935757 12.7850531428, 100.518454781 17.0947359704);12.0
Chanthaburi;Phang Nga;LINESTRING(102.128935757 12.7850531428, 98.1018967416 8.69774345234);2.0
Chanthaburi;Phetchabun;LINESTRING(102.128935757 12.7850531428, 101.242596454 16.3926965851);17.0
Chanthaburi;Phrae;LINESTRING(102.128935757 12.7850531428, 100.012937431 18.2139119856);2.0
Chanthaburi;Prachinburi;LINESTRING(102.128935757 12.7850531428, 101.618777543 14.0445407759);49.0
Chanthaburi;Pathum Thani;LINESTRING(102.128935757 12.7850531428, 100.56915304 14.0830923585);173.0
Pattani;Chanthaburi;LINESTRING(101.347821677 6.73989916225, 102.128935757 12.7850531428);0.0
Chanthaburi;Phayao;LINESTRING(102.128935757 12.7850531428, 100.225624368 19.2180780435);2.0
Chanthaburi;Ratchaburi;LINESTRING(102.128935757 12.7850531428, 99.5857449774 13.5495309307);53.0
Chanthaburi;Roi Et;LINESTRING(102.128935757 12.7850531428, 103.828448191 15.9385220182);9.0
Chanthaburi;Ranong;LINESTRING(102.128935757 12.7850531428, 98.563678981 9.92248571424);1.0
Chanthaburi;Rayong;LINESTRING(102.128935757 12.7850531428, 101.343222133 12.8409659694);880.0
Chanthaburi;Sing Buri;LINESTRING(102.128935757 12.7850531428, 100.320977667 14.8716158255);5.0
Chanthaburi;Songkhla;LINESTRING(102.128935757 12.7850531428, 100.548759187 6.94884143693);8.0
Chanthaburi;Samut Songkhram;LINESTRING(102.128935757 12.7850531428, 99.9367402385 13.3593198916);12.0
Chanthaburi;Samut Sakhon;LINESTRING(102.128935757 12.7850531428, 100.177263278 13.5962888145);21.0
Chanthaburi;Sa Kaeo;LINESTRING(102.128935757 12.7850531428, 102.332311439 13.6777234283);101.0
Chanthaburi;Surat Thani;LINESTRING(102.128935757 12.7850531428, 99.099159387 9.13381321812);7.0
Chanthaburi;Sakon Nakhon;LINESTRING(102.128935757 12.7850531428, 103.822703129 17.5131235152);4.0
Chanthaburi;Suphan Buri;LINESTRING(102.128935757 12.7850531428, 99.8038953973 14.648468015);16.0
Chanthaburi;Samut Prakan;LINESTRING(102.128935757 12.7850531428, 100.622262423 13.5941395905);213.0
Chanthaburi;Saraburi;LINESTRING(102.128935757 12.7850531428, 101.026016661 14.6689938567);36.0
Chanthaburi;Surin;LINESTRING(102.128935757 12.7850531428, 103.655766949 14.9277736873);10.0
Chanthaburi;Sisaket;LINESTRING(102.128935757 12.7850531428, 104.40982653 14.9516411754);10.0
Chanthaburi;Sukhothai;LINESTRING(102.128935757 12.7850531428, 99.7963503647 17.3641392291);4.0
Chanthaburi;Satun;LINESTRING(102.128935757 12.7850531428, 99.5703559981 6.7318170405);1.0
Chanthaburi;Tak;LINESTRING(102.128935757 12.7850531428, 98.6551659992 16.6465147647);8.0
Chanthaburi;Trang;LINESTRING(102.128935757 12.7850531428, 99.3599859433 7.48356217488);2.0
Chanthaburi;Trat;LINESTRING(102.128935757 12.7850531428, 102.503195011 12.1382302437);395.0
Chanthaburi;Ubon Ratchathani;LINESTRING(102.128935757 12.7850531428, 104.950118622 15.2036640615);32.0
Chanthaburi;Udon Thani;LINESTRING(102.128935757 12.7850531428, 102.840541098 17.512721051);16.0
Chanthaburi;Uttaradit;LINESTRING(102.128935757 12.7850531428, 100.431418199 17.7260698659);3.0
Chanthaburi;Uthai Thani;LINESTRING(102.128935757 12.7850531428, 99.5807809841 15.3329804403);4.0
Yala;Chanthaburi;LINESTRING(101.188657942 6.16406279095, 102.128935757 12.7850531428);0.0
Chanthaburi;Yasothon;LINESTRING(102.128935757 12.7850531428, 104.371511185 15.8497001429);2.0
Krabi;Krabi;LINESTRING(98.8832146297 7.9091448048, 98.8832146297 7.9091448048);0.0
Krabi;Khon Kaen;LINESTRING(98.8832146297 7.9091448048, 102.47117486 16.4033200124);10.0
Krabi;Kamphaeng Phet;LINESTRING(98.8832146297 7.9091448048, 99.4840870778 16.3504084467);1.0
Krabi;Kanchanaburi;LINESTRING(98.8832146297 7.9091448048, 99.0508269362 14.6142660015);13.0
Krabi;Kalasin;LINESTRING(98.8832146297 7.9091448048, 103.623492533 16.5959516038);1.0
Krabi;Loei Province;LINESTRING(98.8832146297 7.9091448048, 101.552343004 17.4924428641);1.0
Krabi;Lampang;LINESTRING(98.8832146297 7.9091448048, 99.5103521938 18.2741029435);3.0
Krabi;Lamphun;LINESTRING(98.8832146297 7.9091448048, 98.9674006597 18.0768881064);2.0
Krabi;Lopburi Province;LINESTRING(98.8832146297 7.9091448048, 100.897002401 15.11760038);6.0
Mukdahan;Krabi;LINESTRING(104.435295454 16.5902346448, 98.8832146297 7.9091448048);0.0
Krabi;Maha Sarakham;LINESTRING(98.8832146297 7.9091448048, 103.187269825 16.0737469859);2.0
Krabi;Mae Hong Son;LINESTRING(98.8832146297 7.9091448048, 97.9474324868 18.7273332925);15.0
Krabi;Nan;LINESTRING(98.8832146297 7.9091448048, 100.817084443 18.8280594829);1.0
Krabi;Nonthaburi;LINESTRING(98.8832146297 7.9091448048, 100.356517706 13.9498544093);24.0
Nong Bua Lam Phu;Krabi;LINESTRING(102.244010092 17.1948308266, 98.8832146297 7.9091448048);0.0
Krabi;Nong Khai;LINESTRING(98.8832146297 7.9091448048, 102.77240708 17.9729280256);2.0
Krabi;Nakhon Ratchasima;LINESTRING(98.8832146297 7.9091448048, 102.162650043 15.0280360626);9.0
Krabi;Nakhon Phanom;LINESTRING(98.8832146297 7.9091448048, 104.319004039 17.4294095463);1.0
Krabi;Nakhon Pathom;LINESTRING(98.8832146297 7.9091448048, 100.068033595 13.8876112057);27.0
Krabi;Nakhon Si Thammarat;LINESTRING(98.8832146297 7.9091448048, 99.7073199322 8.51358626995);53.0
Krabi;Nakhon Sawan;LINESTRING(98.8832146297 7.9091448048, 99.9869845225 15.6823145632);7.0
Krabi;Narathiwat;LINESTRING(98.8832146297 7.9091448048, 101.751727633 6.12680622765);13.0
Krabi;Nakhon Nayok;LINESTRING(98.8832146297 7.9091448048, 101.218224714 14.262571957);2.0
Krabi;Phetchaburi;LINESTRING(98.8832146297 7.9091448048, 99.6075392745 12.9986537807);13.0
Krabi;Phichit;LINESTRING(98.8832146297 7.9091448048, 100.409668319 16.2635958818);1.0
Krabi;Prachuap Khiri Khan;LINESTRING(98.8832146297 7.9091448048, 99.5777392025 11.8001333794);19.0
Krabi;Phuket;LINESTRING(98.8832146297 7.9091448048, 98.2727379223 7.86370621154);1253.0
Krabi;Phatthalung;LINESTRING(98.8832146297 7.9091448048, 100.045088379 7.45917876629);43.0
Krabi;Phitsanulok;LINESTRING(98.8832146297 7.9091448048, 100.518454781 17.0947359704);5.0
Krabi;Phang Nga;LINESTRING(98.8832146297 7.9091448048, 98.1018967416 8.69774345234);299.0
Krabi;Phetchabun;LINESTRING(98.8832146297 7.9091448048, 101.242596454 16.3926965851);46.0
Krabi;Phrae;LINESTRING(98.8832146297 7.9091448048, 100.012937431 18.2139119856);4.0
Prachinburi;Krabi;LINESTRING(101.618777543 14.0445407759, 98.8832146297 7.9091448048);0.0
Krabi;Pathum Thani;LINESTRING(98.8832146297 7.9091448048, 100.56915304 14.0830923585);22.0
Krabi;Pattani;LINESTRING(98.8832146297 7.9091448048, 101.347821677 6.73989916225);9.0
Krabi;Phayao;LINESTRING(98.8832146297 7.9091448048, 100.225624368 19.2180780435);1.0
Krabi;Ratchaburi;LINESTRING(98.8832146297 7.9091448048, 99.5857449774 13.5495309307);19.0
Krabi;Roi Et;LINESTRING(98.8832146297 7.9091448048, 103.828448191 15.9385220182);1.0
Krabi;Ranong;LINESTRING(98.8832146297 7.9091448048, 98.563678981 9.92248571424);9.0
Krabi;Rayong;LINESTRING(98.8832146297 7.9091448048, 101.343222133 12.8409659694);7.0
Krabi;Sing Buri;LINESTRING(98.8832146297 7.9091448048, 100.320977667 14.8716158255);1.0
Krabi;Songkhla;LINESTRING(98.8832146297 7.9091448048, 100.548759187 6.94884143693);341.0
Krabi;Samut Songkhram;LINESTRING(98.8832146297 7.9091448048, 99.9367402385 13.3593198916);7.0
Krabi;Samut Sakhon;LINESTRING(98.8832146297 7.9091448048, 100.177263278 13.5962888145);2.0
Krabi;Sa Kaeo;LINESTRING(98.8832146297 7.9091448048, 102.332311439 13.6777234283);1.0
Krabi;Surat Thani;LINESTRING(98.8832146297 7.9091448048, 99.099159387 9.13381321812);308.0
Krabi;Sakon Nakhon;LINESTRING(98.8832146297 7.9091448048, 103.822703129 17.5131235152);1.0
Krabi;Suphan Buri;LINESTRING(98.8832146297 7.9091448048, 99.8038953973 14.648468015);3.0
Krabi;Samut Prakan;LINESTRING(98.8832146297 7.9091448048, 100.622262423 13.5941395905);81.0
Krabi;Saraburi;LINESTRING(98.8832146297 7.9091448048, 101.026016661 14.6689938567);2.0
Surin;Krabi;LINESTRING(103.655766949 14.9277736873, 98.8832146297 7.9091448048);0.0
Krabi;Sisaket;LINESTRING(98.8832146297 7.9091448048, 104.40982653 14.9516411754);1.0
Krabi;Sukhothai;LINESTRING(98.8832146297 7.9091448048, 99.7963503647 17.3641392291);1.0
Krabi;Satun;LINESTRING(98.8832146297 7.9091448048, 99.5703559981 6.7318170405);60.0
Krabi;Tak;LINESTRING(98.8832146297 7.9091448048, 98.6551659992 16.6465147647);1.0
Krabi;Trang;LINESTRING(98.8832146297 7.9091448048, 99.3599859433 7.48356217488);200.0
