from;to;polyline;weight
Lampang;Phitsanulok;LINESTRING(99.5103521938 18.2741029435, 100.518454781 17.0947359704);85.0
Lampang;Phang Nga;LINESTRING(99.5103521938 18.2741029435, 98.1018967416 8.69774345234);2.0
Lampang;Phetchabun;LINESTRING(99.5103521938 18.2741029435, 101.242596454 16.3926965851);21.0
Lampang;Phrae;LINESTRING(99.5103521938 18.2741029435, 100.012937431 18.2139119856);350.0
Lampang;Prachinburi;LINESTRING(99.5103521938 18.2741029435, 101.618777543 14.0445407759);9.0
Lampang;Pathum Thani;LINESTRING(99.5103521938 18.2741029435, 100.56915304 14.0830923585);110.0
Pattani;Lampang;LINESTRING(101.347821677 6.73989916225, 99.5103521938 18.2741029435);0.0
Lampang;Phayao;LINESTRING(99.5103521938 18.2741029435, 100.225624368 19.2180780435);287.0
Lampang;Ratchaburi;LINESTRING(99.5103521938 18.2741029435, 99.5857449774 13.5495309307);13.0
Roi Et;Lampang;LINESTRING(103.828448191 15.9385220182, 99.5103521938 18.2741029435);0.0
Ranong;Lampang;LINESTRING(98.563678981 9.92248571424, 99.5103521938 18.2741029435);0.0
Lampang;Rayong;LINESTRING(99.5103521938 18.2741029435, 101.343222133 12.8409659694);21.0
Lampang;Sing Buri;LINESTRING(99.5103521938 18.2741029435, 100.320977667 14.8716158255);18.0
Lampang;Songkhla;LINESTRING(99.5103521938 18.2741029435, 100.548759187 6.94884143693);4.0
Lampang;Samut Songkhram;LINESTRING(99.5103521938 18.2741029435, 99.9367402385 13.3593198916);7.0
Lampang;Samut Sakhon;LINESTRING(99.5103521938 18.2741029435, 100.177263278 13.5962888145);3.0
Lampang;Sa Kaeo;LINESTRING(99.5103521938 18.2741029435, 102.332311439 13.6777234283);1.0
Lampang;Surat Thani;LINESTRING(99.5103521938 18.2741029435, 99.099159387 9.13381321812);5.0
Lampang;Sakon Nakhon;LINESTRING(99.5103521938 18.2741029435, 103.822703129 17.5131235152);5.0
Lampang;Suphan Buri;LINESTRING(99.5103521938 18.2741029435, 99.8038953973 14.648468015);20.0
Lampang;Samut Prakan;LINESTRING(99.5103521938 18.2741029435, 100.622262423 13.5941395905);103.0
Lampang;Saraburi;LINESTRING(99.5103521938 18.2741029435, 101.026016661 14.6689938567);11.0
Surin;Lampang;LINESTRING(103.655766949 14.9277736873, 99.5103521938 18.2741029435);0.0
Lampang;Sisaket;LINESTRING(99.5103521938 18.2741029435, 104.40982653 14.9516411754);3.0
Lampang;Sukhothai;LINESTRING(99.5103521938 18.2741029435, 99.7963503647 17.3641392291);91.0
Satun;Lampang;LINESTRING(99.5703559981 6.7318170405, 99.5103521938 18.2741029435);0.0
Lampang;Tak;LINESTRING(99.5103521938 18.2741029435, 98.6551659992 16.6465147647);245.0
Lampang;Trang;LINESTRING(99.5103521938 18.2741029435, 99.3599859433 7.48356217488);1.0
Lampang;Trat;LINESTRING(99.5103521938 18.2741029435, 102.503195011 12.1382302437);2.0
Lampang;Ubon Ratchathani;LINESTRING(99.5103521938 18.2741029435, 104.950118622 15.2036640615);9.0
Lampang;Udon Thani;LINESTRING(99.5103521938 18.2741029435, 102.840541098 17.512721051);14.0
Lampang;Uttaradit;LINESTRING(99.5103521938 18.2741029435, 100.431418199 17.7260698659);61.0
Lampang;Uthai Thani;LINESTRING(99.5103521938 18.2741029435, 99.5807809841 15.3329804403);2.0
Lampang;Yala;LINESTRING(99.5103521938 18.2741029435, 101.188657942 6.16406279095);3.0
Yasothon;Lampang;LINESTRING(104.371511185 15.8497001429, 99.5103521938 18.2741029435);0.0
Lamphun;Lamphun;LINESTRING(98.9674006597 18.0768881064, 98.9674006597 18.0768881064);0.0
Lamphun;Lopburi Province;LINESTRING(98.9674006597 18.0768881064, 100.897002401 15.11760038);1.0
Lamphun;Mukdahan;LINESTRING(98.9674006597 18.0768881064, 104.435295454 16.5902346448);1.0
Lamphun;Maha Sarakham;LINESTRING(98.9674006597 18.0768881064, 103.187269825 16.0737469859);3.0
Lamphun;Mae Hong Son;LINESTRING(98.9674006597 18.0768881064, 97.9474324868 18.7273332925);9.0
Lamphun;Nan;LINESTRING(98.9674006597 18.0768881064, 100.817084443 18.8280594829);4.0
Lamphun;Nonthaburi;LINESTRING(98.9674006597 18.0768881064, 100.356517706 13.9498544093);7.0
Nong Bua Lam Phu;Lamphun;LINESTRING(102.244010092 17.1948308266, 98.9674006597 18.0768881064);0.0
Lamphun;Nong Khai;LINESTRING(98.9674006597 18.0768881064, 102.77240708 17.9729280256);1.0
Lamphun;Nakhon Ratchasima;LINESTRING(98.9674006597 18.0768881064, 102.162650043 15.0280360626);2.0
Nakhon Phanom;Lamphun;LINESTRING(104.319004039 17.4294095463, 98.9674006597 18.0768881064);0.0
Lamphun;Nakhon Pathom;LINESTRING(98.9674006597 18.0768881064, 100.068033595 13.8876112057);8.0
Lamphun;Nakhon Si Thammarat;LINESTRING(98.9674006597 18.0768881064, 99.7073199322 8.51358626995);2.0
Lamphun;Nakhon Sawan;LINESTRING(98.9674006597 18.0768881064, 99.9869845225 15.6823145632);13.0
Narathiwat;Lamphun;LINESTRING(101.751727633 6.12680622765, 98.9674006597 18.0768881064);0.0
Lamphun;Nakhon Nayok;LINESTRING(98.9674006597 18.0768881064, 101.218224714 14.262571957);1.0
Lamphun;Phetchaburi;LINESTRING(98.9674006597 18.0768881064, 99.6075392745 12.9986537807);2.0
Phichit;Lamphun;LINESTRING(100.409668319 16.2635958818, 98.9674006597 18.0768881064);0.0
Lamphun;Prachuap Khiri Khan;LINESTRING(98.9674006597 18.0768881064, 99.5777392025 11.8001333794);3.0
Lamphun;Phuket;LINESTRING(98.9674006597 18.0768881064, 98.2727379223 7.86370621154);2.0
Phatthalung;Lamphun;LINESTRING(100.045088379 7.45917876629, 98.9674006597 18.0768881064);0.0
Lamphun;Phitsanulok;LINESTRING(98.9674006597 18.0768881064, 100.518454781 17.0947359704);21.0
Phang Nga;Lamphun;LINESTRING(98.1018967416 8.69774345234, 98.9674006597 18.0768881064);0.0
Lamphun;Phetchabun;LINESTRING(98.9674006597 18.0768881064, 101.242596454 16.3926965851);3.0
Lamphun;Phrae;LINESTRING(98.9674006597 18.0768881064, 100.012937431 18.2139119856);31.0
Lamphun;Prachinburi;LINESTRING(98.9674006597 18.0768881064, 101.618777543 14.0445407759);1.0
Lamphun;Pathum Thani;LINESTRING(98.9674006597 18.0768881064, 100.56915304 14.0830923585);5.0
Pattani;Lamphun;LINESTRING(101.347821677 6.73989916225, 98.9674006597 18.0768881064);0.0
Lamphun;Phayao;LINESTRING(98.9674006597 18.0768881064, 100.225624368 19.2180780435);14.0
Lamphun;Ratchaburi;LINESTRING(98.9674006597 18.0768881064, 99.5857449774 13.5495309307);4.0
Roi Et;Lamphun;LINESTRING(103.828448191 15.9385220182, 98.9674006597 18.0768881064);0.0
Ranong;Lamphun;LINESTRING(98.563678981 9.92248571424, 98.9674006597 18.0768881064);0.0
Lamphun;Rayong;LINESTRING(98.9674006597 18.0768881064, 101.343222133 12.8409659694);3.0
Sing Buri;Lamphun;LINESTRING(100.320977667 14.8716158255, 98.9674006597 18.0768881064);0.0
Lamphun;Songkhla;LINESTRING(98.9674006597 18.0768881064, 100.548759187 6.94884143693);2.0
Lamphun;Samut Songkhram;LINESTRING(98.9674006597 18.0768881064, 99.9367402385 13.3593198916);2.0
Lamphun;Samut Sakhon;LINESTRING(98.9674006597 18.0768881064, 100.177263278 13.5962888145);1.0
Sa Kaeo;Lamphun;LINESTRING(102.332311439 13.6777234283, 98.9674006597 18.0768881064);0.0
Lamphun;Surat Thani;LINESTRING(98.9674006597 18.0768881064, 99.099159387 9.13381321812);4.0
Lamphun;Sakon Nakhon;LINESTRING(98.9674006597 18.0768881064, 103.822703129 17.5131235152);1.0
Lamphun;Suphan Buri;LINESTRING(98.9674006597 18.0768881064, 99.8038953973 14.648468015);1.0
Lamphun;Samut Prakan;LINESTRING(98.9674006597 18.0768881064, 100.622262423 13.5941395905);4.0
Lamphun;Saraburi;LINESTRING(98.9674006597 18.0768881064, 101.026016661 14.6689938567);1.0
Surin;Lamphun;LINESTRING(103.655766949 14.9277736873, 98.9674006597 18.0768881064);0.0
Sisaket;Lamphun;LINESTRING(104.40982653 14.9516411754, 98.9674006597 18.0768881064);0.0
Lamphun;Sukhothai;LINESTRING(98.9674006597 18.0768881064, 99.7963503647 17.3641392291);6.0
Lamphun;Satun;LINESTRING(98.9674006597 18.0768881064, 99.5703559981 6.7318170405);2.0
Lamphun;Tak;LINESTRING(98.9674006597 18.0768881064, 98.6551659992 16.6465147647);29.0
Lamphun;Trang;LINESTRING(98.9674006597 18.0768881064, 99.3599859433 7.48356217488);1.0
Lamphun;Trat;LINESTRING(98.9674006597 18.0768881064, 102.503195011 12.1382302437);3.0
Lamphun;Ubon Ratchathani;LINESTRING(98.9674006597 18.0768881064, 104.950118622 15.2036640615);3.0
Lamphun;Udon Thani;LINESTRING(98.9674006597 18.0768881064, 102.840541098 17.512721051);6.0
Lamphun;Uttaradit;LINESTRING(98.9674006597 18.0768881064, 100.431418199 17.7260698659);14.0
Lamphun;Uthai Thani;LINESTRING(98.9674006597 18.0768881064, 99.5807809841 15.3329804403);4.0
Yala;Lamphun;LINESTRING(101.188657942 6.16406279095, 98.9674006597 18.0768881064);0.0
Yasothon;Lamphun;LINESTRING(104.371511185 15.8497001429, 98.9674006597 18.0768881064);0.0
Lopburi Province;Lopburi Province;LINESTRING(100.897002401 15.11760038, 100.897002401 15.11760038);0.0
Lopburi Province;Mukdahan;LINESTRING(100.897002401 15.11760038, 104.435295454 16.5902346448);1.0
Lopburi Province;Maha Sarakham;LINESTRING(100.897002401 15.11760038, 103.187269825 16.0737469859);11.0
Lopburi Province;Mae Hong Son;LINESTRING(100.897002401 15.11760038, 97.9474324868 18.7273332925);2.0
Lopburi Province;Nan;LINESTRING(100.897002401 15.11760038, 100.817084443 18.8280594829);3.0
Lopburi Province;Nonthaburi;LINESTRING(100.897002401 15.11760038, 100.356517706 13.9498544093);143.0
Lopburi Province;Nong Bua Lam Phu;LINESTRING(100.897002401 15.11760038, 102.244010092 17.1948308266);2.0
Lopburi Province;Nong Khai;LINESTRING(100.897002401 15.11760038, 102.77240708 17.9729280256);2.0
Lopburi Province;Nakhon Ratchasima;LINESTRING(100.897002401 15.11760038, 102.162650043 15.0280360626);116.0
Lopburi Province;Nakhon Phanom;LINESTRING(100.897002401 15.11760038, 104.319004039 17.4294095463);1.0
Lopburi Province;Nakhon Pathom;LINESTRING(100.897002401 15.11760038, 100.068033595 13.8876112057);52.0
Lopburi Province;Nakhon Si Thammarat;LINESTRING(100.897002401 15.11760038, 99.7073199322 8.51358626995);2.0
Lopburi Province;Nakhon Sawan;LINESTRING(100.897002401 15.11760038, 99.9869845225 15.6823145632);66.0
Narathiwat;Lopburi Province;LINESTRING(101.751727633 6.12680622765, 100.897002401 15.11760038);0.0
Lopburi Province;Nakhon Nayok;LINESTRING(100.897002401 15.11760038, 101.218224714 14.262571957);32.0
Lopburi Province;Phetchaburi;LINESTRING(100.897002401 15.11760038, 99.6075392745 12.9986537807);24.0
Lopburi Province;Phichit;LINESTRING(100.897002401 15.11760038, 100.409668319 16.2635958818);15.0
Lopburi Province;Prachuap Khiri Khan;LINESTRING(100.897002401 15.11760038, 99.5777392025 11.8001333794);13.0
Lopburi Province;Phuket;LINESTRING(100.897002401 15.11760038, 98.2727379223 7.86370621154);1.0
Phatthalung;Lopburi Province;LINESTRING(100.045088379 7.45917876629, 100.897002401 15.11760038);0.0
Lopburi Province;Phitsanulok;LINESTRING(100.897002401 15.11760038, 100.518454781 17.0947359704);22.0
Phang Nga;Lopburi Province;LINESTRING(98.1018967416 8.69774345234, 100.897002401 15.11760038);0.0
Lopburi Province;Phetchabun;LINESTRING(100.897002401 15.11760038, 101.242596454 16.3926965851);86.0
Lopburi Province;Phrae;LINESTRING(100.897002401 15.11760038, 100.012937431 18.2139119856);2.0
Lopburi Province;Prachinburi;LINESTRING(100.897002401 15.11760038, 101.618777543 14.0445407759);4.0
Lopburi Province;Pathum Thani;LINESTRING(100.897002401 15.11760038, 100.56915304 14.0830923585);251.0
Pattani;Lopburi Province;LINESTRING(101.347821677 6.73989916225, 100.897002401 15.11760038);0.0
Lopburi Province;Phayao;LINESTRING(100.897002401 15.11760038, 100.225624368 19.2180780435);2.0
Lopburi Province;Ratchaburi;LINESTRING(100.897002401 15.11760038, 99.5857449774 13.5495309307);8.0
Lopburi Province;Roi Et;LINESTRING(100.897002401 15.11760038, 103.828448191 15.9385220182);4.0
Ranong;Lopburi Province;LINESTRING(98.563678981 9.92248571424, 100.897002401 15.11760038);0.0
Lopburi Province;Rayong;LINESTRING(100.897002401 15.11760038, 101.343222133 12.8409659694);16.0
Lopburi Province;Sing Buri;LINESTRING(100.897002401 15.11760038, 100.320977667 14.8716158255);148.0
Lopburi Province;Songkhla;LINESTRING(100.897002401 15.11760038, 100.548759187 6.94884143693);4.0
Lopburi Province;Samut Songkhram;LINESTRING(100.897002401 15.11760038, 99.9367402385 13.3593198916);10.0
Lopburi Province;Samut Sakhon;LINESTRING(100.897002401 15.11760038, 100.177263278 13.5962888145);10.0
Lopburi Province;Sa Kaeo;LINESTRING(100.897002401 15.11760038, 102.332311439 13.6777234283);5.0
Lopburi Province;Surat Thani;LINESTRING(100.897002401 15.11760038, 99.099159387 9.13381321812);8.0
Sakon Nakhon;Lopburi Province;LINESTRING(103.822703129 17.5131235152, 100.897002401 15.11760038);0.0
Lopburi Province;Suphan Buri;LINESTRING(100.897002401 15.11760038, 99.8038953973 14.648468015);32.0
Lopburi Province;Samut Prakan;LINESTRING(100.897002401 15.11760038, 100.622262423 13.5941395905);83.0
Lopburi Province;Saraburi;LINESTRING(100.897002401 15.11760038, 101.026016661 14.6689938567);433.0
Lopburi Province;Surin;LINESTRING(100.897002401 15.11760038, 103.655766949 14.9277736873);1.0
Lopburi Province;Sisaket;LINESTRING(100.897002401 15.11760038, 104.40982653 14.9516411754);4.0
Lopburi Province;Sukhothai;LINESTRING(100.897002401 15.11760038, 99.7963503647 17.3641392291);11.0
Satun;Lopburi Province;LINESTRING(99.5703559981 6.7318170405, 100.897002401 15.11760038);0.0
Lopburi Province;Tak;LINESTRING(100.897002401 15.11760038, 98.6551659992 16.6465147647);7.0
Lopburi Province;Trang;LINESTRING(100.897002401 15.11760038, 99.3599859433 7.48356217488);1.0
Lopburi Province;Trat;LINESTRING(100.897002401 15.11760038, 102.503195011 12.1382302437);5.0
Lopburi Province;Ubon Ratchathani;LINESTRING(100.897002401 15.11760038, 104.950118622 15.2036640615);5.0
Lopburi Province;Udon Thani;LINESTRING(100.897002401 15.11760038, 102.840541098 17.512721051);5.0
Lopburi Province;Uttaradit;LINESTRING(100.897002401 15.11760038, 100.431418199 17.7260698659);7.0
Lopburi Province;Uthai Thani;LINESTRING(100.897002401 15.11760038, 99.5807809841 15.3329804403);9.0
Yala;Lopburi Province;LINESTRING(101.188657942 6.16406279095, 100.897002401 15.11760038);0.0
Yasothon;Lopburi Province;LINESTRING(104.371511185 15.8497001429, 100.897002401 15.11760038);0.0
Mukdahan;Mukdahan;LINESTRING(104.435295454 16.5902346448, 104.435295454 16.5902346448);0.0
Mukdahan;Maha Sarakham;LINESTRING(104.435295454 16.5902346448, 103.187269825 16.0737469859);67.0
Mukdahan;Mae Hong Son;LINESTRING(104.435295454 16.5902346448, 97.9474324868 18.7273332925);1.0
Nan;Mukdahan;LINESTRING(100.817084443 18.8280594829, 104.435295454 16.5902346448);0.0
Mukdahan;Nonthaburi;LINESTRING(104.435295454 16.5902346448, 100.356517706 13.9498544093);7.0
Nong Bua Lam Phu;Mukdahan;LINESTRING(102.244010092 17.1948308266, 104.435295454 16.5902346448);0.0
Mukdahan;Nong Khai;LINESTRING(104.435295454 16.5902346448, 102.77240708 17.9729280256);8.0
Mukdahan;Nakhon Ratchasima;LINESTRING(104.435295454 16.5902346448, 102.162650043 15.0280360626);27.0
Mukdahan;Nakhon Phanom;LINESTRING(104.435295454 16.5902346448, 104.319004039 17.4294095463);137.0
Mukdahan;Nakhon Pathom;LINESTRING(104.435295454 16.5902346448, 100.068033595 13.8876112057);4.0
Nakhon Si Thammarat;Mukdahan;LINESTRING(99.7073199322 8.51358626995, 104.435295454 16.5902346448);0.0
Nakhon Sawan;Mukdahan;LINESTRING(99.9869845225 15.6823145632, 104.435295454 16.5902346448);0.0
Narathiwat;Mukdahan;LINESTRING(101.751727633 6.12680622765, 104.435295454 16.5902346448);0.0
Nakhon Nayok;Mukdahan;LINESTRING(101.218224714 14.262571957, 104.435295454 16.5902346448);0.0
Mukdahan;Phetchaburi;LINESTRING(104.435295454 16.5902346448, 99.6075392745 12.9986537807);3.0
Phichit;Mukdahan;LINESTRING(100.409668319 16.2635958818, 104.435295454 16.5902346448);0.0
Mukdahan;Prachuap Khiri Khan;LINESTRING(104.435295454 16.5902346448, 99.5777392025 11.8001333794);1.0
Phuket;Mukdahan;LINESTRING(98.2727379223 7.86370621154, 104.435295454 16.5902346448);0.0
Phatthalung;Mukdahan;LINESTRING(100.045088379 7.45917876629, 104.435295454 16.5902346448);0.0
Mukdahan;Phitsanulok;LINESTRING(104.435295454 16.5902346448, 100.518454781 17.0947359704);2.0
Phang Nga;Mukdahan;LINESTRING(98.1018967416 8.69774345234, 104.435295454 16.5902346448);0.0
Mukdahan;Phetchabun;LINESTRING(104.435295454 16.5902346448, 101.242596454 16.3926965851);2.0
Phrae;Mukdahan;LINESTRING(100.012937431 18.2139119856, 104.435295454 16.5902346448);0.0
Mukdahan;Prachinburi;LINESTRING(104.435295454 16.5902346448, 101.618777543 14.0445407759);2.0
Mukdahan;Pathum Thani;LINESTRING(104.435295454 16.5902346448, 100.56915304 14.0830923585);11.0
Pattani;Mukdahan;LINESTRING(101.347821677 6.73989916225, 104.435295454 16.5902346448);0.0
Phayao;Mukdahan;LINESTRING(100.225624368 19.2180780435, 104.435295454 16.5902346448);0.0
Ratchaburi;Mukdahan;LINESTRING(99.5857449774 13.5495309307, 104.435295454 16.5902346448);0.0
Mukdahan;Roi Et;LINESTRING(104.435295454 16.5902346448, 103.828448191 15.9385220182);34.0
Ranong;Mukdahan;LINESTRING(98.563678981 9.92248571424, 104.435295454 16.5902346448);0.0
Mukdahan;Rayong;LINESTRING(104.435295454 16.5902346448, 101.343222133 12.8409659694);2.0
Sing Buri;Mukdahan;LINESTRING(100.320977667 14.8716158255, 104.435295454 16.5902346448);0.0
Mukdahan;Songkhla;LINESTRING(104.435295454 16.5902346448, 100.548759187 6.94884143693);1.0
Samut Songkhram;Mukdahan;LINESTRING(99.9367402385 13.3593198916, 104.435295454 16.5902346448);0.0
Mukdahan;Samut Sakhon;LINESTRING(104.435295454 16.5902346448, 100.177263278 13.5962888145);2.0
Sa Kaeo;Mukdahan;LINESTRING(102.332311439 13.6777234283, 104.435295454 16.5902346448);0.0
Surat Thani;Mukdahan;LINESTRING(99.099159387 9.13381321812, 104.435295454 16.5902346448);0.0
Mukdahan;Sakon Nakhon;LINESTRING(104.435295454 16.5902346448, 103.822703129 17.5131235152);40.0
Suphan Buri;Mukdahan;LINESTRING(99.8038953973 14.648468015, 104.435295454 16.5902346448);0.0
Mukdahan;Samut Prakan;LINESTRING(104.435295454 16.5902346448, 100.622262423 13.5941395905);6.0
Mukdahan;Saraburi;LINESTRING(104.435295454 16.5902346448, 101.026016661 14.6689938567);1.0
Mukdahan;Surin;LINESTRING(104.435295454 16.5902346448, 103.655766949 14.9277736873);2.0
Mukdahan;Sisaket;LINESTRING(104.435295454 16.5902346448, 104.40982653 14.9516411754);11.0
Sukhothai;Mukdahan;LINESTRING(99.7963503647 17.3641392291, 104.435295454 16.5902346448);0.0
Satun;Mukdahan;LINESTRING(99.5703559981 6.7318170405, 104.435295454 16.5902346448);0.0
Mukdahan;Tak;LINESTRING(104.435295454 16.5902346448, 98.6551659992 16.6465147647);1.0
Trang;Mukdahan;LINESTRING(99.3599859433 7.48356217488, 104.435295454 16.5902346448);0.0
Mukdahan;Trat;LINESTRING(104.435295454 16.5902346448, 102.503195011 12.1382302437);2.0
Mukdahan;Ubon Ratchathani;LINESTRING(104.435295454 16.5902346448, 104.950118622 15.2036640615);117.0
Mukdahan;Udon Thani;LINESTRING(104.435295454 16.5902346448, 102.840541098 17.512721051);5.0
Uttaradit;Mukdahan;LINESTRING(100.431418199 17.7260698659, 104.435295454 16.5902346448);0.0
Uthai Thani;Mukdahan;LINESTRING(99.5807809841 15.3329804403, 104.435295454 16.5902346448);0.0
Yala;Mukdahan;LINESTRING(101.188657942 6.16406279095, 104.435295454 16.5902346448);0.0
Mukdahan;Yasothon;LINESTRING(104.435295454 16.5902346448, 104.371511185 15.8497001429);35.0
Maha Sarakham;Maha Sarakham;LINESTRING(103.187269825 16.0737469859, 103.187269825 16.0737469859);0.0
Maha Sarakham;Mae Hong Son;LINESTRING(103.187269825 16.0737469859, 97.9474324868 18.7273332925);4.0
Maha Sarakham;Nan;LINESTRING(103.187269825 16.0737469859, 100.817084443 18.8280594829);5.0
Maha Sarakham;Nonthaburi;LINESTRING(103.187269825 16.0737469859, 100.356517706 13.9498544093);37.0
Maha Sarakham;Nong Bua Lam Phu;LINESTRING(103.187269825 16.0737469859, 102.244010092 17.1948308266);27.0
Maha Sarakham;Nong Khai;LINESTRING(103.187269825 16.0737469859, 102.77240708 17.9729280256);130.0
Maha Sarakham;Nakhon Ratchasima;LINESTRING(103.187269825 16.0737469859, 102.162650043 15.0280360626);445.0
Maha Sarakham;Nakhon Phanom;LINESTRING(103.187269825 16.0737469859, 104.319004039 17.4294095463);72.0
Maha Sarakham;Nakhon Pathom;LINESTRING(103.187269825 16.0737469859, 100.068033595 13.8876112057);14.0
Maha Sarakham;Nakhon Si Thammarat;LINESTRING(103.187269825 16.0737469859, 99.7073199322 8.51358626995);2.0
Maha Sarakham;Nakhon Sawan;LINESTRING(103.187269825 16.0737469859, 99.9869845225 15.6823145632);4.0
Narathiwat;Maha Sarakham;LINESTRING(101.751727633 6.12680622765, 103.187269825 16.0737469859);0.0
Maha Sarakham;Nakhon Nayok;LINESTRING(103.187269825 16.0737469859, 101.218224714 14.262571957);6.0
Maha Sarakham;Phetchaburi;LINESTRING(103.187269825 16.0737469859, 99.6075392745 12.9986537807);54.0
Maha Sarakham;Phichit;LINESTRING(103.187269825 16.0737469859, 100.409668319 16.2635958818);4.0
Maha Sarakham;Prachuap Khiri Khan;LINESTRING(103.187269825 16.0737469859, 99.5777392025 11.8001333794);35.0
Maha Sarakham;Phuket;LINESTRING(103.187269825 16.0737469859, 98.2727379223 7.86370621154);4.0
Maha Sarakham;Phatthalung;LINESTRING(103.187269825 16.0737469859, 100.045088379 7.45917876629);3.0
Maha Sarakham;Phitsanulok;LINESTRING(103.187269825 16.0737469859, 100.518454781 17.0947359704);12.0
Maha Sarakham;Phang Nga;LINESTRING(103.187269825 16.0737469859, 98.1018967416 8.69774345234);2.0
Maha Sarakham;Phetchabun;LINESTRING(103.187269825 16.0737469859, 101.242596454 16.3926965851);51.0
Maha Sarakham;Phrae;LINESTRING(103.187269825 16.0737469859, 100.012937431 18.2139119856);2.0
Maha Sarakham;Prachinburi;LINESTRING(103.187269825 16.0737469859, 101.618777543 14.0445407759);18.0
Maha Sarakham;Pathum Thani;LINESTRING(103.187269825 16.0737469859, 100.56915304 14.0830923585);82.0
Pattani;Maha Sarakham;LINESTRING(101.347821677 6.73989916225, 103.187269825 16.0737469859);0.0
Maha Sarakham;Phayao;LINESTRING(103.187269825 16.0737469859, 100.225624368 19.2180780435);3.0
Maha Sarakham;Ratchaburi;LINESTRING(103.187269825 16.0737469859, 99.5857449774 13.5495309307);4.0
Maha Sarakham;Roi Et;LINESTRING(103.187269825 16.0737469859, 103.828448191 15.9385220182);1209.0
Ranong;Maha Sarakham;LINESTRING(98.563678981 9.92248571424, 103.187269825 16.0737469859);0.0
Maha Sarakham;Rayong;LINESTRING(103.187269825 16.0737469859, 101.343222133 12.8409659694);55.0
Maha Sarakham;Sing Buri;LINESTRING(103.187269825 16.0737469859, 100.320977667 14.8716158255);4.0
Maha Sarakham;Songkhla;LINESTRING(103.187269825 16.0737469859, 100.548759187 6.94884143693);8.0
Maha Sarakham;Samut Songkhram;LINESTRING(103.187269825 16.0737469859, 99.9367402385 13.3593198916);10.0
Maha Sarakham;Samut Sakhon;LINESTRING(103.187269825 16.0737469859, 100.177263278 13.5962888145);6.0
Maha Sarakham;Sa Kaeo;LINESTRING(103.187269825 16.0737469859, 102.332311439 13.6777234283);10.0
Maha Sarakham;Surat Thani;LINESTRING(103.187269825 16.0737469859, 99.099159387 9.13381321812);3.0
Maha Sarakham;Sakon Nakhon;LINESTRING(103.187269825 16.0737469859, 103.822703129 17.5131235152);68.0
Maha Sarakham;Suphan Buri;LINESTRING(103.187269825 16.0737469859, 99.8038953973 14.648468015);13.0
Maha Sarakham;Samut Prakan;LINESTRING(103.187269825 16.0737469859, 100.622262423 13.5941395905);56.0
Maha Sarakham;Saraburi;LINESTRING(103.187269825 16.0737469859, 101.026016661 14.6689938567);32.0
Maha Sarakham;Surin;LINESTRING(103.187269825 16.0737469859, 103.655766949 14.9277736873);54.0
Maha Sarakham;Sisaket;LINESTRING(103.187269825 16.0737469859, 104.40982653 14.9516411754);56.0
Maha Sarakham;Sukhothai;LINESTRING(103.187269825 16.0737469859, 99.7963503647 17.3641392291);11.0
Satun;Maha Sarakham;LINESTRING(99.5703559981 6.7318170405, 103.187269825 16.0737469859);0.0
Tak;Maha Sarakham;LINESTRING(98.6551659992 16.6465147647, 103.187269825 16.0737469859);0.0
Trang;Maha Sarakham;LINESTRING(99.3599859433 7.48356217488, 103.187269825 16.0737469859);0.0
Maha Sarakham;Trat;LINESTRING(103.187269825 16.0737469859, 102.503195011 12.1382302437);1.0
Maha Sarakham;Ubon Ratchathani;LINESTRING(103.187269825 16.0737469859, 104.950118622 15.2036640615);203.0
Maha Sarakham;Udon Thani;LINESTRING(103.187269825 16.0737469859, 102.840541098 17.512721051);236.0
Maha Sarakham;Uttaradit;LINESTRING(103.187269825 16.0737469859, 100.431418199 17.7260698659);5.0
Uthai Thani;Maha Sarakham;LINESTRING(99.5807809841 15.3329804403, 103.187269825 16.0737469859);0.0
Maha Sarakham;Yala;LINESTRING(103.187269825 16.0737469859, 101.188657942 6.16406279095);1.0
Maha Sarakham;Yasothon;LINESTRING(103.187269825 16.0737469859, 104.371511185 15.8497001429);103.0
Mae Hong Son;Mae Hong Son;LINESTRING(97.9474324868 18.7273332925, 97.9474324868 18.7273332925);0.0
Mae Hong Son;Nan;LINESTRING(97.9474324868 18.7273332925, 100.817084443 18.8280594829);3.0
Mae Hong Son;Nonthaburi;LINESTRING(97.9474324868 18.7273332925, 100.356517706 13.9498544093);4.0
Nong Bua Lam Phu;Mae Hong Son;LINESTRING(102.244010092 17.1948308266, 97.9474324868 18.7273332925);0.0
Nong Khai;Mae Hong Son;LINESTRING(102.77240708 17.9729280256, 97.9474324868 18.7273332925);0.0
Mae Hong Son;Nakhon Ratchasima;LINESTRING(97.9474324868 18.7273332925, 102.162650043 15.0280360626);3.0
Mae Hong Son;Nakhon Phanom;LINESTRING(97.9474324868 18.7273332925, 104.319004039 17.4294095463);2.0
Mae Hong Son;Nakhon Pathom;LINESTRING(97.9474324868 18.7273332925, 100.068033595 13.8876112057);10.0
Nakhon Si Thammarat;Mae Hong Son;LINESTRING(99.7073199322 8.51358626995, 97.9474324868 18.7273332925);0.0
Nakhon Sawan;Mae Hong Son;LINESTRING(99.9869845225 15.6823145632, 97.9474324868 18.7273332925);0.0
Narathiwat;Mae Hong Son;LINESTRING(101.751727633 6.12680622765, 97.9474324868 18.7273332925);0.0
