from;to;polyline;weight
Amnat Charoen;Amnat Charoen;LINESTRING(104.718850441 15.8144125645, 104.739452739 15.9103839643);0.0
Amnat Charoen;Ang Thong;LINESTRING(104.718850441 15.8144125645, 100.353471697 14.6204191956);0.0
Amnat Charoen;Phra Nakhon Si Ayutthaya;LINESTRING(104.718850441 15.8144125645, 100.524265612 14.3917545816);1.0
Amnat Charoen;Bangkok;LINESTRING(104.718850441 15.8144125645, 100.631523202 13.7203931414);16.0
Amnat Charoen;Bueng Kan;LINESTRING(104.718850441 15.8144125645, 103.716800416 18.1099174483);0.0
Amnat Charoen;Buriram;LINESTRING(104.718850441 15.8144125645, 102.968096472 14.9633847038);2.0
Amnat Charoen;Chonburi;LINESTRING(104.718850441 15.8144125645, 101.241576765 13.0487736735);2.0
Amnat Charoen;Chachoengsao;LINESTRING(104.718850441 15.8144125645, 101.419030609 13.5774729299);0.0
Amnat Charoen;Chiang Mai;LINESTRING(104.718850441 15.8144125645, 98.8090260466 18.6949245582);0.0
Amnat Charoen;Chai Nat;LINESTRING(104.718850441 15.8144125645, 100.036696168 15.1596223071);0.0
Amnat Charoen;Chaiyaphum;LINESTRING(104.718850441 15.8144125645, 101.888264107 16.0310191135);0.0
Amnat Charoen;Chumphon;LINESTRING(104.718850441 15.8144125645, 99.0825327206 10.3170952438);0.0
Amnat Charoen;Chiang Rai;LINESTRING(104.718850441 15.8144125645, 99.9181046538 19.7324384098);1.0
Amnat Charoen;Chanthaburi;LINESTRING(104.718850441 15.8144125645, 102.110829598 12.8108425642);1.0
Amnat Charoen;Krabi;LINESTRING(104.718850441 15.8144125645, 99.0096418766 7.93530464171);0.0
Amnat Charoen;Khon Kaen;LINESTRING(104.718850441 15.8144125645, 102.467091341 16.3601979214);5.0
Amnat Charoen;Kamphaeng Phet;LINESTRING(104.718850441 15.8144125645, 99.5310912899 16.3858334519);0.0
Amnat Charoen;Kanchanaburi;LINESTRING(104.718850441 15.8144125645, 99.0310011373 14.6930709783);0.0
Amnat Charoen;Kalasin;LINESTRING(104.718850441 15.8144125645, 103.668833895 16.6419437368);0.0
Amnat Charoen;Loei Province;LINESTRING(104.718850441 15.8144125645, 101.493432007 17.4865304276);0.0
Amnat Charoen;Lampang;LINESTRING(104.718850441 15.8144125645, 99.5028873139 18.3121197955);0.0
Amnat Charoen;Lamphun;LINESTRING(104.718850441 15.8144125645, 98.9955101259 18.0669476692);0.0
Amnat Charoen;Lopburi Province;LINESTRING(104.718850441 15.8144125645, 100.91279061 15.1983428634);0.0
Amnat Charoen;Mukdahan;LINESTRING(104.718850441 15.8144125645, 104.52536682 16.5399707206);7.0
Amnat Charoen;Maha Sarakham;LINESTRING(104.718850441 15.8144125645, 103.168807401 16.0246261741);3.0
Amnat Charoen;Mae Hong Son;LINESTRING(104.718850441 15.8144125645, 97.9976963379 18.7255459313);0.0
Amnat Charoen;Nan;LINESTRING(104.718850441 15.8144125645, 100.846655279 18.8238026323);0.0
Amnat Charoen;Nonthaburi;LINESTRING(104.718850441 15.8144125645, 100.41502107 13.9645550618);2.0
Amnat Charoen;Nong Bua Lam Phu;LINESTRING(104.718850441 15.8144125645, 102.332866504 17.2250302587);0.0
Amnat Charoen;Nong Khai;LINESTRING(104.718850441 15.8144125645, 102.734380415 17.948159045);1.0
Amnat Charoen;Nakhon Ratchasima;LINESTRING(104.718850441 15.8144125645, 102.096875357 14.9640117158);7.0
Amnat Charoen;Nakhon Phanom;LINESTRING(104.718850441 15.8144125645, 104.394182963 17.4055094748);6.0
Amnat Charoen;Nakhon Pathom;LINESTRING(104.718850441 15.8144125645, 100.077784332 13.9133999426);0.0
Amnat Charoen;Nakhon Si Thammarat;LINESTRING(104.718850441 15.8144125645, 99.7855482953 8.58172325877);0.0
Amnat Charoen;Nakhon Sawan;LINESTRING(104.718850441 15.8144125645, 99.9598221992 15.6222488032);0.0
Amnat Charoen;Narathiwat;LINESTRING(104.718850441 15.8144125645, 101.731935286 6.18417848751);0.0
Amnat Charoen;Nakhon Nayok;LINESTRING(104.718850441 15.8144125645, 101.209031012 14.236825414);0.0
Amnat Charoen;Phetchaburi;LINESTRING(104.718850441 15.8144125645, 99.6008495417 12.9525452933);2.0
Amnat Charoen;Phichit;LINESTRING(104.718850441 15.8144125645, 100.391252836 16.2857421333);0.0
Amnat Charoen;Prachuap Khiri Khan;LINESTRING(104.718850441 15.8144125645, 99.5834170434 11.8004315212);0.0
Amnat Charoen;Phuket;LINESTRING(104.718850441 15.8144125645, 98.3649123943 7.83944014805);0.0
Amnat Charoen;Phatthalung;LINESTRING(104.718850441 15.8144125645, 100.080049986 7.49394151891);0.0
Amnat Charoen;Phitsanulok;LINESTRING(104.718850441 15.8144125645, 100.481753364 17.0317225438);0.0
Amnat Charoen;Phang Nga;LINESTRING(104.718850441 15.8144125645, 98.1635603331 8.62009579339);0.0
Amnat Charoen;Phetchabun;LINESTRING(104.718850441 15.8144125645, 101.21354207 16.2488798096);0.0
Amnat Charoen;Phrae;LINESTRING(104.718850441 15.8144125645, 99.9592168824 18.2599980793);0.0
Amnat Charoen;Prachinburi;LINESTRING(104.718850441 15.8144125645, 101.62185847 14.0225097824);0.0
Amnat Charoen;Pathum Thani;LINESTRING(104.718850441 15.8144125645, 100.641810015 14.0961850445);2.0
Amnat Charoen;Pattani;LINESTRING(104.718850441 15.8144125645, 101.371757998 6.7514836781);0.0
Amnat Charoen;Phayao;LINESTRING(104.718850441 15.8144125645, 100.155875063 19.2707159874);0.0
Amnat Charoen;Ratchaburi;LINESTRING(104.718850441 15.8144125645, 99.6163033708 13.555468881);1.0
Amnat Charoen;Roi Et;LINESTRING(104.718850441 15.8144125645, 103.811856618 15.9390589157);7.0
Amnat Charoen;Ranong;LINESTRING(104.718850441 15.8144125645, 98.6451537598 10.0467430034);0.0
Amnat Charoen;Rayong;LINESTRING(104.718850441 15.8144125645, 101.407515377 12.8424417412);0.0
Amnat Charoen;Sing Buri;LINESTRING(104.718850441 15.8144125645, 100.334808171 14.9189979398);1.0
Amnat Charoen;Songkhla;LINESTRING(104.718850441 15.8144125645, 100.581375177 7.1139766215);0.0
Amnat Charoen;Samut Songkhram;LINESTRING(104.718850441 15.8144125645, 99.9656093523 13.3785736422);0.0
Amnat Charoen;Samut Sakhon;LINESTRING(104.718850441 15.8144125645, 100.223684072 13.5726593856);0.0
Amnat Charoen;Sa Kaeo;LINESTRING(104.718850441 15.8144125645, 102.407393634 13.7164658559);0.0
Amnat Charoen;Surat Thani;LINESTRING(104.718850441 15.8144125645, 99.2665140024 9.05257838779);0.0
Amnat Charoen;Sakon Nakhon;LINESTRING(104.718850441 15.8144125645, 103.843548596 17.4307460922);4.0
Amnat Charoen;Suphan Buri;LINESTRING(104.718850441 15.8144125645, 99.7811297192 14.5713696695);0.0
Amnat Charoen;Samut Prakan;LINESTRING(104.718850441 15.8144125645, 100.703595707 13.5986713964);3.0
Amnat Charoen;Saraburi;LINESTRING(104.718850441 15.8144125645, 101.014713278 14.6589645496);0.0
Amnat Charoen;Surin;LINESTRING(104.718850441 15.8144125645, 103.590719782 14.9050181448);1.0
Amnat Charoen;Sisaket;LINESTRING(104.718850441 15.8144125645, 104.405359638 14.9554371622);4.0
Amnat Charoen;Sukhothai;LINESTRING(104.718850441 15.8144125645, 99.7117887232 17.2522506862);0.0
Amnat Charoen;Satun;LINESTRING(104.718850441 15.8144125645, 99.6865649143 6.81033585588);0.0
Amnat Charoen;Tak;LINESTRING(104.718850441 15.8144125645, 98.6056341986 16.5242227967);0.0
Amnat Charoen;Trang;LINESTRING(104.718850441 15.8144125645, 99.5959127698 7.49267273863);0.0
Amnat Charoen;Trat;LINESTRING(104.718850441 15.8144125645, 102.579564521 12.1595379843);0.0
Amnat Charoen;Ubon Ratchathani;LINESTRING(104.718850441 15.8144125645, 105.004600489 15.1535356093);90.0
Amnat Charoen;Udon Thani;LINESTRING(104.718850441 15.8144125645, 102.842158571 17.4438714944);3.0
Amnat Charoen;Uttaradit;LINESTRING(104.718850441 15.8144125645, 100.54362506 17.7594847218);0.0
Amnat Charoen;Uthai Thani;LINESTRING(104.718850441 15.8144125645, 99.5453924199 15.3679825856);0.0
Amnat Charoen;Yala;LINESTRING(104.718850441 15.8144125645, 101.221688429 6.14828307483);0.0
Amnat Charoen;Yasothon;LINESTRING(104.718850441 15.8144125645, 104.410400659 15.8181173078);14.0
Ang Thong;Amnat Charoen;LINESTRING(100.329440763 14.6557086992, 104.739452739 15.9103839643);0.0
Ang Thong;Ang Thong;LINESTRING(100.329440763 14.6557086992, 100.353471697 14.6204191956);0.0
Ang Thong;Phra Nakhon Si Ayutthaya;LINESTRING(100.329440763 14.6557086992, 100.524265612 14.3917545816);312.0
Ang Thong;Bangkok;LINESTRING(100.329440763 14.6557086992, 100.631523202 13.7203931414);281.0
Ang Thong;Bueng Kan;LINESTRING(100.329440763 14.6557086992, 103.716800416 18.1099174483);0.0
Ang Thong;Buriram;LINESTRING(100.329440763 14.6557086992, 102.968096472 14.9633847038);1.0
Ang Thong;Chonburi;LINESTRING(100.329440763 14.6557086992, 101.241576765 13.0487736735);23.0
Ang Thong;Chachoengsao;LINESTRING(100.329440763 14.6557086992, 101.419030609 13.5774729299);3.0
Ang Thong;Chiang Mai;LINESTRING(100.329440763 14.6557086992, 98.8090260466 18.6949245582);5.0
Ang Thong;Chai Nat;LINESTRING(100.329440763 14.6557086992, 100.036696168 15.1596223071);11.0
Ang Thong;Chaiyaphum;LINESTRING(100.329440763 14.6557086992, 101.888264107 16.0310191135);0.0
Ang Thong;Chumphon;LINESTRING(100.329440763 14.6557086992, 99.0825327206 10.3170952438);1.0
Ang Thong;Chiang Rai;LINESTRING(100.329440763 14.6557086992, 99.9181046538 19.7324384098);2.0
Ang Thong;Chanthaburi;LINESTRING(100.329440763 14.6557086992, 102.110829598 12.8108425642);1.0
Ang Thong;Krabi;LINESTRING(100.329440763 14.6557086992, 99.0096418766 7.93530464171);0.0
Ang Thong;Khon Kaen;LINESTRING(100.329440763 14.6557086992, 102.467091341 16.3601979214);1.0
Ang Thong;Kamphaeng Phet;LINESTRING(100.329440763 14.6557086992, 99.5310912899 16.3858334519);3.0
Ang Thong;Kanchanaburi;LINESTRING(100.329440763 14.6557086992, 99.0310011373 14.6930709783);3.0
Ang Thong;Kalasin;LINESTRING(100.329440763 14.6557086992, 103.668833895 16.6419437368);1.0
Ang Thong;Loei Province;LINESTRING(100.329440763 14.6557086992, 101.493432007 17.4865304276);0.0
Ang Thong;Lampang;LINESTRING(100.329440763 14.6557086992, 99.5028873139 18.3121197955);4.0
Ang Thong;Lamphun;LINESTRING(100.329440763 14.6557086992, 98.9955101259 18.0669476692);0.0
Ang Thong;Lopburi Province;LINESTRING(100.329440763 14.6557086992, 100.91279061 15.1983428634);16.0
Ang Thong;Mukdahan;LINESTRING(100.329440763 14.6557086992, 104.52536682 16.5399707206);1.0
Ang Thong;Maha Sarakham;LINESTRING(100.329440763 14.6557086992, 103.168807401 16.0246261741);0.0
Ang Thong;Mae Hong Son;LINESTRING(100.329440763 14.6557086992, 97.9976963379 18.7255459313);0.0
Ang Thong;Nan;LINESTRING(100.329440763 14.6557086992, 100.846655279 18.8238026323);0.0
Ang Thong;Nonthaburi;LINESTRING(100.329440763 14.6557086992, 100.41502107 13.9645550618);51.0
Ang Thong;Nong Bua Lam Phu;LINESTRING(100.329440763 14.6557086992, 102.332866504 17.2250302587);0.0
Ang Thong;Nong Khai;LINESTRING(100.329440763 14.6557086992, 102.734380415 17.948159045);1.0
Ang Thong;Nakhon Ratchasima;LINESTRING(100.329440763 14.6557086992, 102.096875357 14.9640117158);7.0
Ang Thong;Nakhon Phanom;LINESTRING(100.329440763 14.6557086992, 104.394182963 17.4055094748);1.0
Ang Thong;Nakhon Pathom;LINESTRING(100.329440763 14.6557086992, 100.077784332 13.9133999426);20.0
Ang Thong;Nakhon Si Thammarat;LINESTRING(100.329440763 14.6557086992, 99.7855482953 8.58172325877);0.0
Ang Thong;Nakhon Sawan;LINESTRING(100.329440763 14.6557086992, 99.9598221992 15.6222488032);15.0
Ang Thong;Narathiwat;LINESTRING(100.329440763 14.6557086992, 101.731935286 6.18417848751);0.0
Ang Thong;Nakhon Nayok;LINESTRING(100.329440763 14.6557086992, 101.209031012 14.236825414);5.0
Ang Thong;Phetchaburi;LINESTRING(100.329440763 14.6557086992, 99.6008495417 12.9525452933);7.0
Ang Thong;Phichit;LINESTRING(100.329440763 14.6557086992, 100.391252836 16.2857421333);2.0
Ang Thong;Prachuap Khiri Khan;LINESTRING(100.329440763 14.6557086992, 99.5834170434 11.8004315212);2.0
Ang Thong;Phuket;LINESTRING(100.329440763 14.6557086992, 98.3649123943 7.83944014805);0.0
Ang Thong;Phatthalung;LINESTRING(100.329440763 14.6557086992, 100.080049986 7.49394151891);0.0
Ang Thong;Phitsanulok;LINESTRING(100.329440763 14.6557086992, 100.481753364 17.0317225438);6.0
Ang Thong;Phang Nga;LINESTRING(100.329440763 14.6557086992, 98.1635603331 8.62009579339);0.0
Ang Thong;Phetchabun;LINESTRING(100.329440763 14.6557086992, 101.21354207 16.2488798096);0.0
Ang Thong;Phrae;LINESTRING(100.329440763 14.6557086992, 99.9592168824 18.2599980793);2.0
Ang Thong;Prachinburi;LINESTRING(100.329440763 14.6557086992, 101.62185847 14.0225097824);2.0
Ang Thong;Pathum Thani;LINESTRING(100.329440763 14.6557086992, 100.641810015 14.0961850445);87.0
Ang Thong;Pattani;LINESTRING(100.329440763 14.6557086992, 101.371757998 6.7514836781);0.0
Ang Thong;Phayao;LINESTRING(100.329440763 14.6557086992, 100.155875063 19.2707159874);3.0
Ang Thong;Ratchaburi;LINESTRING(100.329440763 14.6557086992, 99.6163033708 13.555468881);5.0
Ang Thong;Roi Et;LINESTRING(100.329440763 14.6557086992, 103.811856618 15.9390589157);0.0
Ang Thong;Ranong;LINESTRING(100.329440763 14.6557086992, 98.6451537598 10.0467430034);0.0
Ang Thong;Rayong;LINESTRING(100.329440763 14.6557086992, 101.407515377 12.8424417412);3.0
Ang Thong;Sing Buri;LINESTRING(100.329440763 14.6557086992, 100.334808171 14.9189979398);67.0
Ang Thong;Songkhla;LINESTRING(100.329440763 14.6557086992, 100.581375177 7.1139766215);0.0
Ang Thong;Samut Songkhram;LINESTRING(100.329440763 14.6557086992, 99.9656093523 13.3785736422);7.0
Ang Thong;Samut Sakhon;LINESTRING(100.329440763 14.6557086992, 100.223684072 13.5726593856);6.0
Ang Thong;Sa Kaeo;LINESTRING(100.329440763 14.6557086992, 102.407393634 13.7164658559);0.0
Ang Thong;Surat Thani;LINESTRING(100.329440763 14.6557086992, 99.2665140024 9.05257838779);1.0
Ang Thong;Sakon Nakhon;LINESTRING(100.329440763 14.6557086992, 103.843548596 17.4307460922);0.0
Ang Thong;Suphan Buri;LINESTRING(100.329440763 14.6557086992, 99.7811297192 14.5713696695);78.0
Ang Thong;Samut Prakan;LINESTRING(100.329440763 14.6557086992, 100.703595707 13.5986713964);15.0
Ang Thong;Saraburi;LINESTRING(100.329440763 14.6557086992, 101.014713278 14.6589645496);11.0
Ang Thong;Surin;LINESTRING(100.329440763 14.6557086992, 103.590719782 14.9050181448);0.0
Ang Thong;Sisaket;LINESTRING(100.329440763 14.6557086992, 104.405359638 14.9554371622);0.0
Ang Thong;Sukhothai;LINESTRING(100.329440763 14.6557086992, 99.7117887232 17.2522506862);3.0
Ang Thong;Satun;LINESTRING(100.329440763 14.6557086992, 99.6865649143 6.81033585588);0.0
Ang Thong;Tak;LINESTRING(100.329440763 14.6557086992, 98.6056341986 16.5242227967);3.0
Ang Thong;Trang;LINESTRING(100.329440763 14.6557086992, 99.5959127698 7.49267273863);0.0
Ang Thong;Trat;LINESTRING(100.329440763 14.6557086992, 102.579564521 12.1595379843);1.0
Ang Thong;Ubon Ratchathani;LINESTRING(100.329440763 14.6557086992, 105.004600489 15.1535356093);0.0
Ang Thong;Udon Thani;LINESTRING(100.329440763 14.6557086992, 102.842158571 17.4438714944);1.0
Ang Thong;Uttaradit;LINESTRING(100.329440763 14.6557086992, 100.54362506 17.7594847218);2.0
Ang Thong;Uthai Thani;LINESTRING(100.329440763 14.6557086992, 99.5453924199 15.3679825856);7.0
Ang Thong;Yala;LINESTRING(100.329440763 14.6557086992, 101.221688429 6.14828307483);0.0
Ang Thong;Yasothon;LINESTRING(100.329440763 14.6557086992, 104.410400659 15.8181173078);0.0
Phra Nakhon Si Ayutthaya;Amnat Charoen;LINESTRING(100.504075836 14.4498057683, 104.739452739 15.9103839643);0.0
Phra Nakhon Si Ayutthaya;Ang Thong;LINESTRING(100.504075836 14.4498057683, 100.353471697 14.6204191956);354.0
Phra Nakhon Si Ayutthaya;Phra Nakhon Si Ayutthaya;LINESTRING(100.504075836 14.4498057683, 100.524265612 14.3917545816);0.0
Phra Nakhon Si Ayutthaya;Bangkok;LINESTRING(100.504075836 14.4498057683, 100.631523202 13.7203931414);3914.0
Phra Nakhon Si Ayutthaya;Bueng Kan;LINESTRING(100.504075836 14.4498057683, 103.716800416 18.1099174483);1.0
Phra Nakhon Si Ayutthaya;Buriram;LINESTRING(100.504075836 14.4498057683, 102.968096472 14.9633847038);19.0
Phra Nakhon Si Ayutthaya;Chonburi;LINESTRING(100.504075836 14.4498057683, 101.241576765 13.0487736735);347.0
Phra Nakhon Si Ayutthaya;Chachoengsao;LINESTRING(100.504075836 14.4498057683, 101.419030609 13.5774729299);78.0
Phra Nakhon Si Ayutthaya;Chiang Mai;LINESTRING(100.504075836 14.4498057683, 98.8090260466 18.6949245582);104.0
Phra Nakhon Si Ayutthaya;Chai Nat;LINESTRING(100.504075836 14.4498057683, 100.036696168 15.1596223071);47.0
Phra Nakhon Si Ayutthaya;Chaiyaphum;LINESTRING(100.504075836 14.4498057683, 101.888264107 16.0310191135);12.0
Phra Nakhon Si Ayutthaya;Chumphon;LINESTRING(100.504075836 14.4498057683, 99.0825327206 10.3170952438);12.0
Phra Nakhon Si Ayutthaya;Chiang Rai;LINESTRING(100.504075836 14.4498057683, 99.9181046538 19.7324384098);25.0
Phra Nakhon Si Ayutthaya;Chanthaburi;LINESTRING(100.504075836 14.4498057683, 102.110829598 12.8108425642);43.0
Phra Nakhon Si Ayutthaya;Krabi;LINESTRING(100.504075836 14.4498057683, 99.0096418766 7.93530464171);30.0
Phra Nakhon Si Ayutthaya;Khon Kaen;LINESTRING(100.504075836 14.4498057683, 102.467091341 16.3601979214);45.0
Phra Nakhon Si Ayutthaya;Kamphaeng Phet;LINESTRING(100.504075836 14.4498057683, 99.5310912899 16.3858334519);26.0
Phra Nakhon Si Ayutthaya;Kanchanaburi;LINESTRING(100.504075836 14.4498057683, 99.0310011373 14.6930709783);64.0
Phra Nakhon Si Ayutthaya;Kalasin;LINESTRING(100.504075836 14.4498057683, 103.668833895 16.6419437368);4.0
Phra Nakhon Si Ayutthaya;Loei Province;LINESTRING(100.504075836 14.4498057683, 101.493432007 17.4865304276);4.0
Phra Nakhon Si Ayutthaya;Lampang;LINESTRING(100.504075836 14.4498057683, 99.5028873139 18.3121197955);17.0
Phra Nakhon Si Ayutthaya;Lamphun;LINESTRING(100.504075836 14.4498057683, 98.9955101259 18.0669476692);4.0
Phra Nakhon Si Ayutthaya;Lopburi Province;LINESTRING(100.504075836 14.4498057683, 100.91279061 15.1983428634);175.0
Phra Nakhon Si Ayutthaya;Mukdahan;LINESTRING(100.504075836 14.4498057683, 104.52536682 16.5399707206);5.0
Phra Nakhon Si Ayutthaya;Maha Sarakham;LINESTRING(100.504075836 14.4498057683, 103.168807401 16.0246261741);28.0
Phra Nakhon Si Ayutthaya;Mae Hong Son;LINESTRING(100.504075836 14.4498057683, 97.9976963379 18.7255459313);2.0
Phra Nakhon Si Ayutthaya;Nan;LINESTRING(100.504075836 14.4498057683, 100.846655279 18.8238026323);5.0
Phra Nakhon Si Ayutthaya;Nonthaburi;LINESTRING(100.504075836 14.4498057683, 100.41502107 13.9645550618);464.0
Phra Nakhon Si Ayutthaya;Nong Bua Lam Phu;LINESTRING(100.504075836 14.4498057683, 102.332866504 17.2250302587);1.0
Phra Nakhon Si Ayutthaya;Nong Khai;LINESTRING(100.504075836 14.4498057683, 102.734380415 17.948159045);10.0
Phra Nakhon Si Ayutthaya;Nakhon Ratchasima;LINESTRING(100.504075836 14.4498057683, 102.096875357 14.9640117158);350.0
Phra Nakhon Si Ayutthaya;Nakhon Phanom;LINESTRING(100.504075836 14.4498057683, 104.394182963 17.4055094748);3.0
Phra Nakhon Si Ayutthaya;Nakhon Pathom;LINESTRING(100.504075836 14.4498057683, 100.077784332 13.9133999426);180.0
Phra Nakhon Si Ayutthaya;Nakhon Si Thammarat;LINESTRING(100.504075836 14.4498057683, 99.7855482953 8.58172325877);6.0
Phra Nakhon Si Ayutthaya;Nakhon Sawan;LINESTRING(100.504075836 14.4498057683, 99.9598221992 15.6222488032);126.0
Phra Nakhon Si Ayutthaya;Narathiwat;LINESTRING(100.504075836 14.4498057683, 101.731935286 6.18417848751);0.0
Phra Nakhon Si Ayutthaya;Nakhon Nayok;LINESTRING(100.504075836 14.4498057683, 101.209031012 14.236825414);78.0
Phra Nakhon Si Ayutthaya;Phetchaburi;LINESTRING(100.504075836 14.4498057683, 99.6008495417 12.9525452933);68.0
Phra Nakhon Si Ayutthaya;Phichit;LINESTRING(100.504075836 14.4498057683, 100.391252836 16.2857421333);17.0
Phra Nakhon Si Ayutthaya;Prachuap Khiri Khan;LINESTRING(100.504075836 14.4498057683, 99.5834170434 11.8004315212);66.0
Phra Nakhon Si Ayutthaya;Phuket;LINESTRING(100.504075836 14.4498057683, 98.3649123943 7.83944014805);20.0
Phra Nakhon Si Ayutthaya;Phatthalung;LINESTRING(100.504075836 14.4498057683, 100.080049986 7.49394151891);6.0
Phra Nakhon Si Ayutthaya;Phitsanulok;LINESTRING(100.504075836 14.4498057683, 100.481753364 17.0317225438);52.0
Phra Nakhon Si Ayutthaya;Phang Nga;LINESTRING(100.504075836 14.4498057683, 98.1635603331 8.62009579339);7.0
Phra Nakhon Si Ayutthaya;Phetchabun;LINESTRING(100.504075836 14.4498057683, 101.21354207 16.2488798096);37.0
Phra Nakhon Si Ayutthaya;Phrae;LINESTRING(100.504075836 14.4498057683, 99.9592168824 18.2599980793);10.0
Phra Nakhon Si Ayutthaya;Prachinburi;LINESTRING(100.504075836 14.4498057683, 101.62185847 14.0225097824);23.0
Phra Nakhon Si Ayutthaya;Pathum Thani;LINESTRING(100.504075836 14.4498057683, 100.641810015 14.0961850445);1926.0
Phra Nakhon Si Ayutthaya;Pattani;LINESTRING(100.504075836 14.4498057683, 101.371757998 6.7514836781);0.0
Phra Nakhon Si Ayutthaya;Phayao;LINESTRING(100.504075836 14.4498057683, 100.155875063 19.2707159874);9.0
Phra Nakhon Si Ayutthaya;Ratchaburi;LINESTRING(100.504075836 14.4498057683, 99.6163033708 13.555468881);51.0
Phra Nakhon Si Ayutthaya;Roi Et;LINESTRING(100.504075836 14.4498057683, 103.811856618 15.9390589157);5.0
Phra Nakhon Si Ayutthaya;Ranong;LINESTRING(100.504075836 14.4498057683, 98.6451537598 10.0467430034);2.0
Phra Nakhon Si Ayutthaya;Rayong;LINESTRING(100.504075836 14.4498057683, 101.407515377 12.8424417412);49.0
Phra Nakhon Si Ayutthaya;Sing Buri;LINESTRING(100.504075836 14.4498057683, 100.334808171 14.9189979398);152.0
Phra Nakhon Si Ayutthaya;Songkhla;LINESTRING(100.504075836 14.4498057683, 100.581375177 7.1139766215);2.0
Phra Nakhon Si Ayutthaya;Samut Songkhram;LINESTRING(100.504075836 14.4498057683, 99.9656093523 13.3785736422);17.0
Phra Nakhon Si Ayutthaya;Samut Sakhon;LINESTRING(100.504075836 14.4498057683, 100.223684072 13.5726593856);43.0
Phra Nakhon Si Ayutthaya;Sa Kaeo;LINESTRING(100.504075836 14.4498057683, 102.407393634 13.7164658559);11.0
Phra Nakhon Si Ayutthaya;Surat Thani;LINESTRING(100.504075836 14.4498057683, 99.2665140024 9.05257838779);11.0
Phra Nakhon Si Ayutthaya;Sakon Nakhon;LINESTRING(100.504075836 14.4498057683, 103.843548596 17.4307460922);2.0
Phra Nakhon Si Ayutthaya;Suphan Buri;LINESTRING(100.504075836 14.4498057683, 99.7811297192 14.5713696695);167.0
Phra Nakhon Si Ayutthaya;Samut Prakan;LINESTRING(100.504075836 14.4498057683, 100.703595707 13.5986713964);240.0
Phra Nakhon Si Ayutthaya;Saraburi;LINESTRING(100.504075836 14.4498057683, 101.014713278 14.6589645496);418.0
Phra Nakhon Si Ayutthaya;Surin;LINESTRING(100.504075836 14.4498057683, 103.590719782 14.9050181448);11.0
Phra Nakhon Si Ayutthaya;Sisaket;LINESTRING(100.504075836 14.4498057683, 104.405359638 14.9554371622);7.0
Phra Nakhon Si Ayutthaya;Sukhothai;LINESTRING(100.504075836 14.4498057683, 99.7117887232 17.2522506862);12.0
Phra Nakhon Si Ayutthaya;Satun;LINESTRING(100.504075836 14.4498057683, 99.6865649143 6.81033585588);3.0
Phra Nakhon Si Ayutthaya;Tak;LINESTRING(100.504075836 14.4498057683, 98.6056341986 16.5242227967);12.0
Phra Nakhon Si Ayutthaya;Trang;LINESTRING(100.504075836 14.4498057683, 99.5959127698 7.49267273863);25.0
Phra Nakhon Si Ayutthaya;Trat;LINESTRING(100.504075836 14.4498057683, 102.579564521 12.1595379843);8.0
Phra Nakhon Si Ayutthaya;Ubon Ratchathani;LINESTRING(100.504075836 14.4498057683, 105.004600489 15.1535356093);23.0
Phra Nakhon Si Ayutthaya;Udon Thani;LINESTRING(100.504075836 14.4498057683, 102.842158571 17.4438714944);6.0
Phra Nakhon Si Ayutthaya;Uttaradit;LINESTRING(100.504075836 14.4498057683, 100.54362506 17.7594847218);13.0
Phra Nakhon Si Ayutthaya;Uthai Thani;LINESTRING(100.504075836 14.4498057683, 99.5453924199 15.3679825856);24.0
Phra Nakhon Si Ayutthaya;Yala;LINESTRING(100.504075836 14.4498057683, 101.221688429 6.14828307483);1.0
Phra Nakhon Si Ayutthaya;Yasothon;LINESTRING(100.504075836 14.4498057683, 104.410400659 15.8181173078);2.0
Bangkok;Amnat Charoen;LINESTRING(100.483122744 13.7148019988, 104.739452739 15.9103839643);31.0
Bangkok;Ang Thong;LINESTRING(100.483122744 13.7148019988, 100.353471697 14.6204191956);279.0
Bangkok;Phra Nakhon Si Ayutthaya;LINESTRING(100.483122744 13.7148019988, 100.524265612 14.3917545816);4142.0
Bangkok;Bangkok;LINESTRING(100.483122744 13.7148019988, 100.631523202 13.7203931414);0.0
Bangkok;Bueng Kan;LINESTRING(100.483122744 13.7148019988, 103.716800416 18.1099174483);25.0
Bangkok;Buriram;LINESTRING(100.483122744 13.7148019988, 102.968096472 14.9633847038);292.0
Bangkok;Chonburi;LINESTRING(100.483122744 13.7148019988, 101.241576765 13.0487736735);10042.0
Bangkok;Chachoengsao;LINESTRING(100.483122744 13.7148019988, 101.419030609 13.5774729299);2489.0
Bangkok;Chiang Mai;LINESTRING(100.483122744 13.7148019988, 98.8090260466 18.6949245582);3077.0
Bangkok;Chai Nat;LINESTRING(100.483122744 13.7148019988, 100.036696168 15.1596223071);179.0
Bangkok;Chaiyaphum;LINESTRING(100.483122744 13.7148019988, 101.888264107 16.0310191135);180.0
Bangkok;Chumphon;LINESTRING(100.483122744 13.7148019988, 99.0825327206 10.3170952438);151.0
Bangkok;Chiang Rai;LINESTRING(100.483122744 13.7148019988, 99.9181046538 19.7324384098);1175.0
Bangkok;Chanthaburi;LINESTRING(100.483122744 13.7148019988, 102.110829598 12.8108425642);1104.0
Bangkok;Krabi;LINESTRING(100.483122744 13.7148019988, 99.0096418766 7.93530464171);503.0
