lon,lat
100.39125283608323,16.285742133250164
99.58341704336613,11.800431521236533
104.52536681995309,16.539970720600174
103.71680041649387,18.109917448290474
105.00460048890837,15.153535609292936
98.99551012592863,18.066947669189357
102.96809647172847,14.963384703790556
102.84215857088802,17.443871494389924
98.64515375975171,10.046743003395385
102.11082959753571,12.810842564189711
98.60563419859717,16.524222796661746
101.62185847012272,14.022509782405788
101.41903060885507,13.577472929942829
100.0800499861054,7.493941518913092
101.3717579978399,6.751483678102662
103.84354859555125,17.430746092150034
100.54362506045857,17.759484721772978
102.0968753574211,14.964011715773218
99.53109128989752,16.38583345190102
100.52426561183877,14.39175458160953
103.6688338954124,16.64194373683837
104.73945273885738,15.910383964313626
100.48175336436628,17.031722543786405
101.49343200741671,17.486530427645544
97.99769633787874,18.725545931259596
102.46709134139535,16.360197921355688
104.40535963750023,14.95543716224443
99.68656491434571,6.810335855877705
99.91810465376949,19.732438409843887
103.59071978165383,14.905018144826279
100.35347169667287,14.620419195599112
100.7035957073092,13.598671396397194
100.63152320186956,13.720393141398311
99.9598221991998,15.622248803170411
103.81185661785187,15.939058915736359
99.26651400243871,9.052578387788369
102.33286650420719,17.225030258743534
104.41040065875904,15.818117307816726
103.16880740109812,16.02462617410515
98.36491239425115,7.839440148047533
100.84665527909598,18.82380263231748
100.91279060989356,15.198342863363406
99.00964187657152,7.935304641713955
99.95921688243868,18.259998079318493
99.5959127698157,7.492672738628258
99.78112971920785,14.571369669509005
102.57956452076354,12.15953798432946
99.61630337082553,13.555468881014935
101.22168842859637,6.148283074829394
100.41502106953597,13.96455506184535
99.78554829528883,8.581723258768529
100.33480817135793,14.918997939803756
99.96560935232975,13.378573642194734
104.39418296336598,17.405509474819695
100.58137517748017,7.113976621500626
100.1558750626655,19.270715987355544
101.73193528643989,6.184178487514851
101.20903101183306,14.236825414040457
101.88826410717431,16.03101911353362
99.54539241993382,15.367982585581363
99.60084954171708,12.952545293334627
98.1635603330555,8.62009579338908
101.21354206992507,16.24887980962204
102.40739363412253,13.716465855893514
99.08253272062605,10.317095243778557
100.03669616837956,15.15962230710935
101.01471327780651,14.658964549642388
100.64181001483547,14.096185044532248
101.40751537735291,12.842441741159742
101.24157676520872,13.048773673478752
99.50288731387263,18.31211979545654
99.71178872316331,17.252250686206732
98.80902604658993,18.694924558161432
100.22368407202312,13.572659385602352
102.73438041517196,17.948159044952746
100.07778433224748,13.913399942588907
99.03100113728786,14.69307097832726
