uid;polyline;isLeafNode;value
48;LINESTRING(103.858554804 17.9250492848, 103.762481424 17.9250492848, 103.762481424 17.8350481879, 103.858554804 17.8350481879, 103.858554804 17.9250492848);True;Bueng Kan
49;LINESTRING(103.762481424 17.9250492848, 103.666408045 17.9250492848, 103.666408045 17.8350481879, 103.762481424 17.8350481879, 103.762481424 17.9250492848);True;Sakon Nakhon
50;LINESTRING(103.762481424 17.8350481879, 103.666408045 17.8350481879, 103.666408045 17.7450470909, 103.762481424 17.7450470909, 103.762481424 17.8350481879);True;Sakon Nakhon
51;LINESTRING(103.858554804 17.8350481879, 103.762481424 17.8350481879, 103.762481424 17.7450470909, 103.858554804 17.7450470909, 103.858554804 17.8350481879);True;Sakon Nakhon
52;LINESTRING(103.666408045 17.9250492848, 103.474261286 17.9250492848, 103.474261286 17.7450470909, 103.666408045 17.7450470909, 103.666408045 17.9250492848);True;Sakon Nakhon
53;LINESTRING(103.666408045 17.7450470909, 103.474261286 17.7450470909, 103.474261286 17.565044897, 103.666408045 17.565044897, 103.666408045 17.7450470909);True;Sakon Nakhon
54;LINESTRING(103.858554804 17.7450470909, 103.666408045 17.7450470909, 103.666408045 17.565044897, 103.858554804 17.565044897, 103.858554804 17.7450470909);True;Sakon Nakhon
57;LINESTRING(104.242848322 17.9250492848, 104.146774942 17.9250492848, 104.146774942 17.8350481879, 104.242848322 17.8350481879, 104.242848322 17.9250492848);True;Nakhon Phanom
58;LINESTRING(104.146774942 17.9250492848, 104.050701563 17.9250492848, 104.050701563 17.8350481879, 104.146774942 17.8350481879, 104.146774942 17.9250492848);True;Bueng Kan
59;LINESTRING(104.146774942 17.8350481879, 104.050701563 17.8350481879, 104.050701563 17.7450470909, 104.146774942 17.7450470909, 104.146774942 17.8350481879);True;Nakhon Phanom
60;LINESTRING(104.242848322 17.8350481879, 104.146774942 17.8350481879, 104.146774942 17.7450470909, 104.242848322 17.7450470909, 104.242848322 17.8350481879);True;Nakhon Phanom
62;LINESTRING(104.050701563 17.9250492848, 103.954628183 17.9250492848, 103.954628183 17.8350481879, 104.050701563 17.8350481879, 104.050701563 17.9250492848);True;Nakhon Phanom
63;LINESTRING(103.954628183 17.9250492848, 103.858554804 17.9250492848, 103.858554804 17.8350481879, 103.954628183 17.8350481879, 103.954628183 17.9250492848);True;Bueng Kan
64;LINESTRING(103.954628183 17.8350481879, 103.858554804 17.8350481879, 103.858554804 17.7450470909, 103.954628183 17.7450470909, 103.954628183 17.8350481879);True;Sakon Nakhon
65;LINESTRING(104.050701563 17.8350481879, 103.954628183 17.8350481879, 103.954628183 17.7450470909, 104.050701563 17.7450470909, 104.050701563 17.8350481879);True;Sakon Nakhon
66;LINESTRING(104.050701563 17.7450470909, 103.858554804 17.7450470909, 103.858554804 17.565044897, 104.050701563 17.565044897, 104.050701563 17.7450470909);True;Sakon Nakhon
67;LINESTRING(104.242848322 17.7450470909, 104.050701563 17.7450470909, 104.050701563 17.565044897, 104.242848322 17.565044897, 104.242848322 17.7450470909);True;Nakhon Phanom
69;LINESTRING(105.011435358 18.2850536727, 104.62714184 18.2850536727, 104.62714184 17.9250492848, 105.011435358 17.9250492848, 105.011435358 18.2850536727);True;NULL
70;LINESTRING(104.62714184 18.2850536727, 104.242848322 18.2850536727, 104.242848322 17.9250492848, 104.62714184 17.9250492848, 104.62714184 18.2850536727);True;NULL
72;LINESTRING(104.62714184 17.9250492848, 104.434995081 17.9250492848, 104.434995081 17.7450470909, 104.62714184 17.7450470909, 104.62714184 17.9250492848);True;NULL
74;LINESTRING(104.434995081 17.9250492848, 104.338921701 17.9250492848, 104.338921701 17.8350481879, 104.434995081 17.8350481879, 104.434995081 17.9250492848);True;NULL
75;LINESTRING(104.338921701 17.9250492848, 104.242848322 17.9250492848, 104.242848322 17.8350481879, 104.338921701 17.8350481879, 104.338921701 17.9250492848);True;NULL
76;LINESTRING(104.338921701 17.8350481879, 104.242848322 17.8350481879, 104.242848322 17.7450470909, 104.338921701 17.7450470909, 104.338921701 17.8350481879);True;Nakhon Phanom
77;LINESTRING(104.434995081 17.8350481879, 104.338921701 17.8350481879, 104.338921701 17.7450470909, 104.434995081 17.7450470909, 104.434995081 17.8350481879);True;NULL
78;LINESTRING(104.434995081 17.7450470909, 104.242848322 17.7450470909, 104.242848322 17.565044897, 104.434995081 17.565044897, 104.434995081 17.7450470909);True;Nakhon Phanom
80;LINESTRING(104.62714184 17.7450470909, 104.53106846 17.7450470909, 104.53106846 17.6550459939, 104.62714184 17.6550459939, 104.62714184 17.7450470909);True;NULL
81;LINESTRING(104.53106846 17.7450470909, 104.434995081 17.7450470909, 104.434995081 17.6550459939, 104.53106846 17.6550459939, 104.53106846 17.7450470909);True;NULL
82;LINESTRING(104.53106846 17.6550459939, 104.434995081 17.6550459939, 104.434995081 17.565044897, 104.53106846 17.565044897, 104.53106846 17.6550459939);True;Nakhon Phanom
83;LINESTRING(104.62714184 17.6550459939, 104.53106846 17.6550459939, 104.53106846 17.565044897, 104.62714184 17.565044897, 104.62714184 17.6550459939);True;NULL
84;LINESTRING(105.011435358 17.9250492848, 104.62714184 17.9250492848, 104.62714184 17.565044897, 105.011435358 17.565044897, 105.011435358 17.9250492848);True;NULL
85;LINESTRING(106.548609429 19.0050624485, 105.011435358 19.0050624485, 105.011435358 17.565044897, 106.548609429 17.565044897, 106.548609429 19.0050624485);True;NULL
87;LINESTRING(106.548609429 17.565044897, 105.011435358 17.565044897, 105.011435358 16.1250273455, 106.548609429 16.1250273455, 106.548609429 17.565044897);True;NULL
91;LINESTRING(105.011435358 17.565044897, 104.819288599 17.565044897, 104.819288599 17.385042703, 105.011435358 17.385042703, 105.011435358 17.565044897);True;NULL
93;LINESTRING(104.819288599 17.565044897, 104.723215219 17.565044897, 104.723215219 17.4750438, 104.819288599 17.4750438, 104.819288599 17.565044897);True;NULL
94;LINESTRING(104.723215219 17.565044897, 104.62714184 17.565044897, 104.62714184 17.4750438, 104.723215219 17.4750438, 104.723215219 17.565044897);True;Nakhon Phanom
95;LINESTRING(104.723215219 17.4750438, 104.62714184 17.4750438, 104.62714184 17.385042703, 104.723215219 17.385042703, 104.723215219 17.4750438);True;Nakhon Phanom
96;LINESTRING(104.819288599 17.4750438, 104.723215219 17.4750438, 104.723215219 17.385042703, 104.819288599 17.385042703, 104.819288599 17.4750438);True;Nakhon Phanom
97;LINESTRING(104.819288599 17.385042703, 104.62714184 17.385042703, 104.62714184 17.2050405091, 104.819288599 17.2050405091, 104.819288599 17.385042703);True;Nakhon Phanom
98;LINESTRING(105.011435358 17.385042703, 104.819288599 17.385042703, 104.819288599 17.2050405091, 105.011435358 17.2050405091, 105.011435358 17.385042703);True;NULL
100;LINESTRING(104.62714184 17.565044897, 104.434995081 17.565044897, 104.434995081 17.385042703, 104.62714184 17.385042703, 104.62714184 17.565044897);True;Nakhon Phanom
101;LINESTRING(104.434995081 17.565044897, 104.242848322 17.565044897, 104.242848322 17.385042703, 104.434995081 17.385042703, 104.434995081 17.565044897);True;Nakhon Phanom
102;LINESTRING(104.434995081 17.385042703, 104.242848322 17.385042703, 104.242848322 17.2050405091, 104.434995081 17.2050405091, 104.434995081 17.385042703);True;Sakon Nakhon
103;LINESTRING(104.62714184 17.385042703, 104.434995081 17.385042703, 104.434995081 17.2050405091, 104.62714184 17.2050405091, 104.62714184 17.385042703);True;Nakhon Phanom
105;LINESTRING(104.62714184 17.2050405091, 104.434995081 17.2050405091, 104.434995081 17.0250383152, 104.62714184 17.0250383152, 104.62714184 17.2050405091);True;Nakhon Phanom
107;LINESTRING(104.434995081 17.2050405091, 104.338921701 17.2050405091, 104.338921701 17.1150394121, 104.434995081 17.1150394121, 104.434995081 17.2050405091);True;Sakon Nakhon
108;LINESTRING(104.338921701 17.2050405091, 104.242848322 17.2050405091, 104.242848322 17.1150394121, 104.338921701 17.1150394121, 104.338921701 17.2050405091);True;Sakon Nakhon
109;LINESTRING(104.338921701 17.1150394121, 104.242848322 17.1150394121, 104.242848322 17.0250383152, 104.338921701 17.0250383152, 104.338921701 17.1150394121);True;Sakon Nakhon
110;LINESTRING(104.434995081 17.1150394121, 104.338921701 17.1150394121, 104.338921701 17.0250383152, 104.434995081 17.0250383152, 104.434995081 17.1150394121);True;Nakhon Phanom
112;LINESTRING(104.434995081 17.0250383152, 104.338921701 17.0250383152, 104.338921701 16.9350372182, 104.434995081 16.9350372182, 104.434995081 17.0250383152);True;Nakhon Phanom
113;LINESTRING(104.338921701 17.0250383152, 104.242848322 17.0250383152, 104.242848322 16.9350372182, 104.338921701 16.9350372182, 104.338921701 17.0250383152);True;Sakon Nakhon
114;LINESTRING(104.338921701 16.9350372182, 104.242848322 16.9350372182, 104.242848322 16.8450361212, 104.338921701 16.8450361212, 104.338921701 16.9350372182);True;Nakhon Phanom
115;LINESTRING(104.434995081 16.9350372182, 104.338921701 16.9350372182, 104.338921701 16.8450361212, 104.434995081 16.8450361212, 104.434995081 16.9350372182);True;Nakhon Phanom
116;LINESTRING(104.62714184 17.0250383152, 104.434995081 17.0250383152, 104.434995081 16.8450361212, 104.62714184 16.8450361212, 104.62714184 17.0250383152);True;Nakhon Phanom
118;LINESTRING(105.011435358 17.2050405091, 104.819288599 17.2050405091, 104.819288599 17.0250383152, 105.011435358 17.0250383152, 105.011435358 17.2050405091);True;NULL
120;LINESTRING(104.819288599 17.2050405091, 104.723215219 17.2050405091, 104.723215219 17.1150394121, 104.819288599 17.1150394121, 104.819288599 17.2050405091);True;Nakhon Phanom
121;LINESTRING(104.723215219 17.2050405091, 104.62714184 17.2050405091, 104.62714184 17.1150394121, 104.723215219 17.1150394121, 104.723215219 17.2050405091);True;Nakhon Phanom
122;LINESTRING(104.723215219 17.1150394121, 104.62714184 17.1150394121, 104.62714184 17.0250383152, 104.723215219 17.0250383152, 104.723215219 17.1150394121);True;Nakhon Phanom
123;LINESTRING(104.819288599 17.1150394121, 104.723215219 17.1150394121, 104.723215219 17.0250383152, 104.819288599 17.0250383152, 104.819288599 17.1150394121);True;NULL
125;LINESTRING(104.819288599 17.0250383152, 104.723215219 17.0250383152, 104.723215219 16.9350372182, 104.819288599 16.9350372182, 104.819288599 17.0250383152);True;NULL
126;LINESTRING(104.723215219 17.0250383152, 104.62714184 17.0250383152, 104.62714184 16.9350372182, 104.723215219 16.9350372182, 104.723215219 17.0250383152);True;Nakhon Phanom
127;LINESTRING(104.723215219 16.9350372182, 104.62714184 16.9350372182, 104.62714184 16.8450361212, 104.723215219 16.8450361212, 104.723215219 16.9350372182);True;Nakhon Phanom
128;LINESTRING(104.819288599 16.9350372182, 104.723215219 16.9350372182, 104.723215219 16.8450361212, 104.819288599 16.8450361212, 104.819288599 16.9350372182);True;NULL
129;LINESTRING(105.011435358 17.0250383152, 104.819288599 17.0250383152, 104.819288599 16.8450361212, 105.011435358 16.8450361212, 105.011435358 17.0250383152);True;NULL
132;LINESTRING(104.242848322 17.565044897, 104.050701563 17.565044897, 104.050701563 17.385042703, 104.242848322 17.385042703, 104.242848322 17.565044897);True;Nakhon Phanom
133;LINESTRING(104.050701563 17.565044897, 103.858554804 17.565044897, 103.858554804 17.385042703, 104.050701563 17.385042703, 104.050701563 17.565044897);True;Sakon Nakhon
134;LINESTRING(104.050701563 17.385042703, 103.858554804 17.385042703, 103.858554804 17.2050405091, 104.050701563 17.2050405091, 104.050701563 17.385042703);True;Sakon Nakhon
135;LINESTRING(104.242848322 17.385042703, 104.050701563 17.385042703, 104.050701563 17.2050405091, 104.242848322 17.2050405091, 104.242848322 17.385042703);True;Sakon Nakhon
136;LINESTRING(103.858554804 17.565044897, 103.474261286 17.565044897, 103.474261286 17.2050405091, 103.858554804 17.2050405091, 103.858554804 17.565044897);True;Sakon Nakhon
138;LINESTRING(103.858554804 17.2050405091, 103.666408045 17.2050405091, 103.666408045 17.0250383152, 103.858554804 17.0250383152, 103.858554804 17.2050405091);True;Sakon Nakhon
140;LINESTRING(103.666408045 17.2050405091, 103.570334666 17.2050405091, 103.570334666 17.1150394121, 103.666408045 17.1150394121, 103.666408045 17.2050405091);True;Sakon Nakhon
141;LINESTRING(103.570334666 17.2050405091, 103.474261286 17.2050405091, 103.474261286 17.1150394121, 103.570334666 17.1150394121, 103.570334666 17.2050405091);True;Udon Thani
142;LINESTRING(103.570334666 17.1150394121, 103.474261286 17.1150394121, 103.474261286 17.0250383152, 103.570334666 17.0250383152, 103.570334666 17.1150394121);True;Udon Thani
143;LINESTRING(103.666408045 17.1150394121, 103.570334666 17.1150394121, 103.570334666 17.0250383152, 103.666408045 17.0250383152, 103.666408045 17.1150394121);True;Kalasin
144;LINESTRING(103.666408045 17.0250383152, 103.474261286 17.0250383152, 103.474261286 16.8450361212, 103.666408045 16.8450361212, 103.666408045 17.0250383152);True;Kalasin
146;LINESTRING(103.858554804 17.0250383152, 103.762481424 17.0250383152, 103.762481424 16.9350372182, 103.858554804 16.9350372182, 103.858554804 17.0250383152);True;Sakon Nakhon
147;LINESTRING(103.762481424 17.0250383152, 103.666408045 17.0250383152, 103.666408045 16.9350372182, 103.762481424 16.9350372182, 103.762481424 17.0250383152);True;Kalasin
148;LINESTRING(103.762481424 16.9350372182, 103.666408045 16.9350372182, 103.666408045 16.8450361212, 103.762481424 16.8450361212, 103.762481424 16.9350372182);True;Kalasin
149;LINESTRING(103.858554804 16.9350372182, 103.762481424 16.9350372182, 103.762481424 16.8450361212, 103.858554804 16.8450361212, 103.858554804 16.9350372182);True;Kalasin
150;LINESTRING(104.242848322 17.2050405091, 103.858554804 17.2050405091, 103.858554804 16.8450361212, 104.242848322 16.8450361212, 104.242848322 17.2050405091);True;Sakon Nakhon
154;LINESTRING(104.242848322 16.8450361212, 104.146774942 16.8450361212, 104.146774942 16.7550350242, 104.242848322 16.7550350242, 104.242848322 16.8450361212);True;Mukdahan
155;LINESTRING(104.146774942 16.8450361212, 104.050701563 16.8450361212, 104.050701563 16.7550350242, 104.146774942 16.7550350242, 104.146774942 16.8450361212);True;Kalasin
156;LINESTRING(104.146774942 16.7550350242, 104.050701563 16.7550350242, 104.050701563 16.6650339273, 104.146774942 16.6650339273, 104.146774942 16.7550350242);True;Kalasin
157;LINESTRING(104.242848322 16.7550350242, 104.146774942 16.7550350242, 104.146774942 16.6650339273, 104.242848322 16.6650339273, 104.242848322 16.7550350242);True;Mukdahan
159;LINESTRING(104.050701563 16.8450361212, 103.954628183 16.8450361212, 103.954628183 16.7550350242, 104.050701563 16.7550350242, 104.050701563 16.8450361212);True;Kalasin
160;LINESTRING(103.954628183 16.8450361212, 103.858554804 16.8450361212, 103.858554804 16.7550350242, 103.954628183 16.7550350242, 103.954628183 16.8450361212);True;Sakon Nakhon
161;LINESTRING(103.954628183 16.7550350242, 103.858554804 16.7550350242, 103.858554804 16.6650339273, 103.954628183 16.6650339273, 103.954628183 16.7550350242);True;Kalasin
162;LINESTRING(104.050701563 16.7550350242, 103.954628183 16.7550350242, 103.954628183 16.6650339273, 104.050701563 16.6650339273, 104.050701563 16.7550350242);True;Kalasin
163;LINESTRING(104.050701563 16.6650339273, 103.858554804 16.6650339273, 103.858554804 16.4850317333, 104.050701563 16.4850317333, 104.050701563 16.6650339273);True;Kalasin
165;LINESTRING(104.242848322 16.6650339273, 104.146774942 16.6650339273, 104.146774942 16.5750328303, 104.242848322 16.5750328303, 104.242848322 16.6650339273);True;Mukdahan
166;LINESTRING(104.146774942 16.6650339273, 104.050701563 16.6650339273, 104.050701563 16.5750328303, 104.146774942 16.5750328303, 104.146774942 16.6650339273);True;Kalasin
167;LINESTRING(104.146774942 16.5750328303, 104.050701563 16.5750328303, 104.050701563 16.4850317333, 104.146774942 16.4850317333, 104.146774942 16.5750328303);True;Kalasin
168;LINESTRING(104.242848322 16.5750328303, 104.146774942 16.5750328303, 104.146774942 16.4850317333, 104.242848322 16.4850317333, 104.242848322 16.5750328303);True;Kalasin
169;LINESTRING(103.858554804 16.8450361212, 103.474261286 16.8450361212, 103.474261286 16.4850317333, 103.858554804 16.4850317333, 103.858554804 16.8450361212);True;Kalasin
172;LINESTRING(103.858554804 16.4850317333, 103.762481424 16.4850317333, 103.762481424 16.3950306364, 103.858554804 16.3950306364, 103.858554804 16.4850317333);True;Roi Et
173;LINESTRING(103.762481424 16.4850317333, 103.666408045 16.4850317333, 103.666408045 16.3950306364, 103.762481424 16.3950306364, 103.762481424 16.4850317333);True;Kalasin
174;LINESTRING(103.762481424 16.3950306364, 103.666408045 16.3950306364, 103.666408045 16.3050295394, 103.762481424 16.3050295394, 103.762481424 16.3950306364);True;Kalasin
175;LINESTRING(103.858554804 16.3950306364, 103.762481424 16.3950306364, 103.762481424 16.3050295394, 103.858554804 16.3050295394, 103.858554804 16.3950306364);True;Roi Et
176;LINESTRING(103.666408045 16.4850317333, 103.474261286 16.4850317333, 103.474261286 16.3050295394, 103.666408045 16.3050295394, 103.666408045 16.4850317333);True;Kalasin
178;LINESTRING(103.666408045 16.3050295394, 103.570334666 16.3050295394, 103.570334666 16.2150284424, 103.666408045 16.2150284424, 103.666408045 16.3050295394);True;Kalasin
179;LINESTRING(103.570334666 16.3050295394, 103.474261286 16.3050295394, 103.474261286 16.2150284424, 103.570334666 16.2150284424, 103.570334666 16.3050295394);True;Kalasin
180;LINESTRING(103.570334666 16.2150284424, 103.474261286 16.2150284424, 103.474261286 16.1250273455, 103.570334666 16.1250273455, 103.570334666 16.2150284424);True;Roi Et
181;LINESTRING(103.666408045 16.2150284424, 103.570334666 16.2150284424, 103.570334666 16.1250273455, 103.666408045 16.1250273455, 103.666408045 16.2150284424);True;Roi Et
183;LINESTRING(103.858554804 16.3050295394, 103.762481424 16.3050295394, 103.762481424 16.2150284424, 103.858554804 16.2150284424, 103.858554804 16.3050295394);True;Roi Et
184;LINESTRING(103.762481424 16.3050295394, 103.666408045 16.3050295394, 103.666408045 16.2150284424, 103.762481424 16.2150284424, 103.762481424 16.3050295394);True;Kalasin
185;LINESTRING(103.762481424 16.2150284424, 103.666408045 16.2150284424, 103.666408045 16.1250273455, 103.762481424 16.1250273455, 103.762481424 16.2150284424);True;Roi Et
186;LINESTRING(103.858554804 16.2150284424, 103.762481424 16.2150284424, 103.762481424 16.1250273455, 103.858554804 16.1250273455, 103.858554804 16.2150284424);True;Roi Et
189;LINESTRING(104.242848322 16.4850317333, 104.146774942 16.4850317333, 104.146774942 16.3950306364, 104.242848322 16.3950306364, 104.242848322 16.4850317333);True;Kalasin
190;LINESTRING(104.146774942 16.4850317333, 104.050701563 16.4850317333, 104.050701563 16.3950306364, 104.146774942 16.3950306364, 104.146774942 16.4850317333);True;Kalasin
191;LINESTRING(104.146774942 16.3950306364, 104.050701563 16.3950306364, 104.050701563 16.3050295394, 104.146774942 16.3050295394, 104.146774942 16.3950306364);True;Roi Et
192;LINESTRING(104.242848322 16.3950306364, 104.146774942 16.3950306364, 104.146774942 16.3050295394, 104.242848322 16.3050295394, 104.242848322 16.3950306364);True;Roi Et
193;LINESTRING(104.050701563 16.4850317333, 103.858554804 16.4850317333, 103.858554804 16.3050295394, 104.050701563 16.3050295394, 104.050701563 16.4850317333);True;Roi Et
194;LINESTRING(104.050701563 16.3050295394, 103.858554804 16.3050295394, 103.858554804 16.1250273455, 104.050701563 16.1250273455, 104.050701563 16.3050295394);True;Roi Et
195;LINESTRING(104.242848322 16.3050295394, 104.050701563 16.3050295394, 104.050701563 16.1250273455, 104.242848322 16.1250273455, 104.242848322 16.3050295394);True;Roi Et
198;LINESTRING(105.011435358 16.8450361212, 104.819288599 16.8450361212, 104.819288599 16.6650339273, 105.011435358 16.6650339273, 105.011435358 16.8450361212);True;NULL
200;LINESTRING(104.819288599 16.8450361212, 104.723215219 16.8450361212, 104.723215219 16.7550350242, 104.819288599 16.7550350242, 104.819288599 16.8450361212);True;NULL
201;LINESTRING(104.723215219 16.8450361212, 104.62714184 16.8450361212, 104.62714184 16.7550350242, 104.723215219 16.7550350242, 104.723215219 16.8450361212);True;Nakhon Phanom
202;LINESTRING(104.723215219 16.7550350242, 104.62714184 16.7550350242, 104.62714184 16.6650339273, 104.723215219 16.6650339273, 104.723215219 16.7550350242);True;Mukdahan
203;LINESTRING(104.819288599 16.7550350242, 104.723215219 16.7550350242, 104.723215219 16.6650339273, 104.819288599 16.6650339273, 104.819288599 16.7550350242);True;NULL
205;LINESTRING(104.819288599 16.6650339273, 104.723215219 16.6650339273, 104.723215219 16.5750328303, 104.819288599 16.5750328303, 104.819288599 16.6650339273);True;NULL
206;LINESTRING(104.723215219 16.6650339273, 104.62714184 16.6650339273, 104.62714184 16.5750328303, 104.723215219 16.5750328303, 104.723215219 16.6650339273);True;Mukdahan
207;LINESTRING(104.723215219 16.5750328303, 104.62714184 16.5750328303, 104.62714184 16.4850317333, 104.723215219 16.4850317333, 104.723215219 16.5750328303);True;Mukdahan
208;LINESTRING(104.819288599 16.5750328303, 104.723215219 16.5750328303, 104.723215219 16.4850317333, 104.819288599 16.4850317333, 104.819288599 16.5750328303);True;NULL
209;LINESTRING(105.011435358 16.6650339273, 104.819288599 16.6650339273, 104.819288599 16.4850317333, 105.011435358 16.4850317333, 105.011435358 16.6650339273);True;NULL
210;LINESTRING(104.62714184 16.8450361212, 104.242848322 16.8450361212, 104.242848322 16.4850317333, 104.62714184 16.4850317333, 104.62714184 16.8450361212);True;Mukdahan
212;LINESTRING(104.62714184 16.4850317333, 104.434995081 16.4850317333, 104.434995081 16.3050295394, 104.62714184 16.3050295394, 104.62714184 16.4850317333);True;Mukdahan
214;LINESTRING(104.434995081 16.4850317333, 104.338921701 16.4850317333, 104.338921701 16.3950306364, 104.434995081 16.3950306364, 104.434995081 16.4850317333);True;Mukdahan
215;LINESTRING(104.338921701 16.4850317333, 104.242848322 16.4850317333, 104.242848322 16.3950306364, 104.338921701 16.3950306364, 104.338921701 16.4850317333);True;Roi Et
216;LINESTRING(104.338921701 16.3950306364, 104.242848322 16.3950306364, 104.242848322 16.3050295394, 104.338921701 16.3050295394, 104.338921701 16.3950306364);True;Roi Et
217;LINESTRING(104.434995081 16.3950306364, 104.338921701 16.3950306364, 104.338921701 16.3050295394, 104.434995081 16.3050295394, 104.434995081 16.3950306364);True;Mukdahan
