,Amnat Charoen,Ang Thong,Phra Nakhon Si Ayutthaya,Bangkok,Bueng Kan,Buriram,Chonburi,Chachoengsao,Chiang Mai,Chai Nat,Chaiyaphum,Chumphon,Chiang Rai,Chanthaburi,Krabi,Khon Kaen,Kamphaeng Phet,Kanchanaburi,Kalasin,Loei Province,Lampang,Lamphun,Lopburi Province,Mukdahan,Maha Sarakham,Mae Hong Son,Nan,Nonthaburi,Nong Bua Lam Phu,Nong Khai,Nakhon Ratchasima,Nakhon Phanom,Nakhon Pathom,Nakhon Si Thammarat,Nakhon Sawan,Narathiwat,Nakhon Nayok,Phetchaburi,Phichit,Prachuap Khiri Khan,Phuket,Phatthalung,Phitsanulok,Phang Nga,Phetchabun,Phrae,Prachinburi,Pathum Thani,Pattani,Phayao,Ratchaburi,Roi Et,Ranong,Rayong,Sing Buri,Songkhla,Samut Songkhram,Samut Sakhon,Sa Kaeo,Surat Thani,Sakon Nakhon,Suphan Buri,Samut Prakan,Saraburi,Surin,Sisaket,Sukhothai,Satun,Tak,Trang,Trat,Ubon Ratchathani,Udon Thani,Uttaradit,Uthai Thani,Yala,Yasothon
Sing Buri,0,64,125,292,0,1,22,3,18,52,1,0,6,3,0,2,14,1,0,0,8,0,66,0,2,0,3,43,0,0,15,1,9,0,96,0,4,9,15,3,0,0,21,0,4,5,1,70,0,2,4,0,0,2,0,0,2,4,1,0,0,19,24,10,0,1,7,0,12,0,1,1,0,11,18,0,0
Songkhla,0,0,3,410,0,0,22,3,17,0,0,7,6,2,147,1,1,4,0,5,1,0,2,1,4,0,3,17,0,1,8,0,11,92,1,35,3,7,0,7,63,130,1,15,8,0,2,24,119,1,4,2,1,4,1,0,5,2,1,43,1,1,50,1,0,0,0,122,0,59,4,3,5,0,0,48,1
Samut Songkhram,0,2,37,1108,0,1,48,10,14,1,1,7,2,5,5,6,2,30,4,1,5,1,4,0,4,0,1,97,0,0,13,2,120,1,1,0,6,294,0,116,2,0,3,2,3,1,2,83,0,0,559,3,1,6,1,3,0,148,1,0,2,7,85,7,5,1,2,2,1,0,2,4,2,1,1,0,0
Samut Sakhon,0,5,38,2318,0,4,82,15,10,5,1,5,1,14,2,4,1,34,0,0,1,0,5,0,2,0,2,134,0,0,18,1,468,1,1,0,8,382,1,205,4,1,2,3,4,0,9,88,1,0,154,1,2,11,2,0,261,0,3,5,1,11,164,8,0,0,2,0,1,0,2,5,1,0,2,0,0
Sa Kaeo,0,1,14,236,0,14,38,43,3,0,2,0,0,43,1,3,0,3,0,0,1,0,2,0,5,0,0,9,0,1,19,0,4,0,2,0,16,3,1,2,0,0,4,0,7,1,51,20,0,0,0,5,0,13,0,1,2,2,0,0,1,0,20,6,3,3,0,0,1,0,9,5,1,0,1,0,0
Surat Thani,0,0,17,510,0,2,26,4,53,0,1,53,5,4,150,4,0,11,0,1,2,1,2,0,2,4,1,20,0,2,8,0,9,103,0,3,5,15,0,34,100,9,1,32,14,0,3,19,4,0,5,1,5,3,2,41,0,7,0,0,0,2,61,4,4,0,1,7,1,15,2,0,5,0,0,0,0
Sakon Nakhon,3,0,2,72,18,3,7,0,9,0,2,0,1,2,0,79,0,3,15,18,3,1,0,21,29,0,1,5,1,17,13,117,1,0,0,0,1,1,1,4,1,0,1,0,2,0,1,8,0,0,2,7,1,0,0,0,1,1,0,0,0,0,5,1,1,2,0,1,2,1,1,13,120,0,0,0,0
Suphan Buri,0,44,185,947,0,2,51,7,25,46,1,0,12,7,1,7,7,115,1,1,12,0,12,0,6,0,3,204,0,0,26,1,203,0,45,0,10,39,1,28,1,0,12,1,10,0,2,130,0,2,40,1,0,12,16,2,9,14,0,4,0,0,58,14,1,0,4,0,8,3,1,1,3,2,20,0,0
Samut Prakan,1,19,254,28317,0,13,1511,406,363,23,3,6,162,97,43,100,11,108,5,9,47,2,29,1,23,3,8,904,0,14,175,6,371,14,50,4,106,172,6,138,160,3,30,10,34,8,36,1010,1,3,89,6,1,148,21,47,86,179,14,71,4,57,0,72,12,12,15,5,8,4,35,73,57,12,3,1,1
Saraburi,1,13,374,1148,2,16,58,15,18,6,16,2,4,19,0,33,4,8,4,8,4,0,222,1,14,0,0,107,1,5,518,2,36,2,11,0,66,16,1,15,1,1,4,2,36,0,16,289,1,2,12,3,0,14,13,0,3,13,6,0,2,11,92,0,4,8,0,1,4,1,5,10,3,1,2,0,2
Surin,0,0,7,101,0,107,20,3,7,1,4,0,7,2,0,27,1,4,1,1,0,0,1,0,25,0,0,6,1,3,83,3,2,0,1,0,1,1,1,1,1,0,0,1,2,1,4,17,0,0,2,15,0,9,1,0,0,3,1,1,2,1,10,4,0,87,0,0,2,0,2,44,1,0,2,0,4
Sisaket,5,0,5,140,1,27,18,3,13,0,3,0,0,5,0,50,0,0,2,2,0,0,2,4,20,1,0,6,0,2,40,6,4,0,0,0,1,1,0,2,0,0,1,0,2,0,0,22,0,0,3,20,0,12,0,0,0,1,3,0,1,0,12,3,78,0,0,0,0,0,1,582,6,1,0,0,9
Sukhothai,0,0,16,108,0,3,14,1,75,2,1,0,20,3,1,1,25,4,0,1,47,1,2,0,5,3,4,7,0,0,4,0,7,0,17,1,0,1,9,0,2,0,173,0,12,16,0,15,0,18,2,0,0,0,4,1,2,0,1,0,1,4,15,0,0,1,0,0,30,0,0,0,1,38,4,0,0
Satun,0,0,1,73,0,0,8,0,9,0,0,0,1,0,31,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,1,0,5,8,1,3,0,2,0,4,2,2,1,6,3,0,0,5,2,1,0,0,0,1,0,127,0,0,1,4,1,0,5,1,0,0,1,0,0,12,0,0,0,1,0,5,0
Tak,0,1,7,137,1,0,6,2,132,8,0,0,5,2,0,6,73,4,0,2,119,14,3,1,0,2,1,7,0,2,3,0,3,0,40,0,1,5,2,4,0,0,40,1,5,7,1,13,1,9,2,0,0,1,3,1,1,1,1,1,1,1,11,2,2,1,25,1,0,0,1,2,1,8,5,0,0
Trang,0,0,25,101,0,0,3,2,6,0,0,15,0,0,108,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,2,0,3,23,1,0,0,2,0,3,15,42,0,11,4,0,0,6,4,1,1,0,0,2,0,68,1,0,0,14,0,0,8,0,0,0,0,10,0,0,1,2,0,0,0,4,0
Trat,0,0,10,341,1,4,71,8,13,0,0,1,8,199,3,6,1,6,1,3,2,2,1,0,0,0,0,27,0,0,16,1,6,0,0,1,4,12,0,3,5,0,3,1,5,1,5,16,0,0,3,1,0,76,0,2,1,2,7,3,0,2,32,2,2,2,0,1,0,1,0,7,1,0,0,0,0
Ubon Ratchathani,74,1,11,557,0,42,52,4,23,0,6,1,3,9,0,182,1,4,8,9,2,2,2,47,74,0,1,27,0,2,73,21,13,0,3,0,7,11,4,8,2,0,6,1,8,1,5,44,0,1,1,48,0,6,1,1,4,3,2,1,11,2,53,4,49,535,1,0,3,2,3,0,11,2,0,0,79
