,Amnat Charoen,Ang Thong,Phra Nakhon Si Ayutthaya,Bangkok,Bueng Kan,Buriram,Chonburi,Chachoengsao,Chiang Mai,Chai Nat,Chaiyaphum,Chumphon,Chiang Rai,Chanthaburi,Krabi,Khon Kaen,Kamphaeng Phet,Kanchanaburi,Kalasin,Loei Province,Lampang,Lamphun,Lopburi Province,Mukdahan,Maha Sarakham,Mae Hong Son,Nan,Nonthaburi,Nong Bua Lam Phu,Nong Khai,Nakhon Ratchasima,Nakhon Phanom,Nakhon Pathom,Nakhon Si Thammarat,Nakhon Sawan,Narathiwat,Nakhon Nayok,Phetchaburi,Phichit,Prachuap Khiri Khan,Phuket,Phatthalung,Phitsanulok,Phang Nga,Phetchabun,Phrae,Prachinburi,Pathum Thani,Pattani,Phayao,Ratchaburi,Roi Et,Ranong,Rayong,Sing Buri,Songkhla,Samut Songkhram,Samut Sakhon,Sa Kaeo,Surat Thani,Sakon Nakhon,Suphan Buri,Samut Prakan,Saraburi,Surin,Sisaket,Sukhothai,Satun,Tak,Trang,Trat,Ubon Ratchathani,Udon Thani,Uttaradit,Uthai Thani,Yala,Yasothon
Chaiyaphum,0,0,11,155,0,9,20,3,14,0,0,0,3,3,0,169,1,3,3,13,2,2,13,1,23,0,0,10,1,8,206,3,5,0,6,0,1,4,1,2,0,0,8,1,22,0,2,20,0,1,1,3,0,6,1,0,1,1,2,1,2,1,5,16,4,3,1,0,0,0,0,6,13,0,0,0,0
Chumphon,0,1,12,132,0,0,4,0,9,0,0,0,3,0,9,1,0,1,0,0,0,0,0,0,1,0,0,10,0,0,1,1,8,22,1,0,2,15,1,96,10,7,0,10,2,0,1,3,3,1,1,1,26,1,0,14,7,5,0,75,1,0,7,2,0,0,0,1,0,19,1,3,0,1,0,0,0
Chiang Rai,1,2,23,1080,0,5,89,4,1684,4,0,4,0,6,19,21,12,12,1,6,175,36,4,0,2,26,37,52,1,6,16,2,14,6,30,1,8,15,13,23,14,1,63,7,14,87,4,61,1,636,13,4,0,17,6,7,4,1,2,6,1,13,169,4,7,0,20,2,5,0,9,5,11,27,2,0,0
Chanthaburi,1,1,36,918,0,13,318,125,18,1,0,3,7,0,4,17,2,14,3,5,7,2,7,0,12,1,3,77,0,0,44,4,49,0,7,0,8,25,0,6,4,0,4,1,4,0,19,72,0,1,27,3,2,363,3,2,5,14,43,4,2,7,103,19,4,6,3,1,2,0,201,14,9,1,3,0,0
Krabi,0,0,30,485,0,1,15,5,132,0,1,6,15,0,0,5,0,6,0,1,1,1,4,0,3,10,0,8,0,1,3,1,12,35,5,8,2,9,1,7,810,29,1,177,20,3,0,10,4,0,9,1,4,5,0,176,5,2,1,203,0,1,46,0,0,0,1,33,1,126,3,0,3,0,0,2,0
Khon Kaen,4,1,44,960,16,93,93,17,72,0,193,1,21,15,6,0,2,18,307,189,7,9,8,39,1417,2,4,66,56,216,601,44,49,6,7,0,29,15,3,23,5,0,26,4,90,4,13,102,1,6,8,271,0,46,3,2,6,4,3,11,86,8,107,33,28,55,1,0,7,2,8,196,667,5,1,2,25
Kamphaeng Phet,0,3,24,161,0,2,18,3,75,9,0,0,4,4,1,2,0,5,0,0,58,6,5,1,0,2,3,12,0,2,12,0,9,0,135,0,1,9,6,3,0,0,116,0,8,5,1,18,0,9,1,0,0,7,14,1,2,1,0,0,1,7,11,4,1,0,26,0,77,0,1,1,0,2,5,0,0
Kanchanaburi,0,3,60,1643,1,5,134,12,41,2,0,1,8,10,7,20,2,0,0,4,6,3,12,3,6,4,3,181,2,2,47,1,483,2,14,1,15,87,1,50,9,0,9,2,6,4,3,151,0,0,386,8,1,27,1,7,31,35,3,13,3,118,116,8,4,0,4,0,4,3,7,4,3,2,1,0,2
Kalasin,0,1,4,62,0,1,8,2,1,0,2,0,1,0,0,275,0,1,0,5,0,0,1,19,610,1,0,4,1,6,29,18,1,0,0,0,2,0,0,1,0,0,0,0,4,0,2,9,0,0,0,87,0,6,0,0,4,0,0,0,17,1,6,4,1,2,0,0,0,0,1,9,31,0,0,0,6
Loei Province,0,0,4,224,3,1,20,2,12,0,5,0,7,2,0,160,2,8,5,0,5,1,5,4,31,0,4,15,27,43,32,1,5,1,2,0,3,2,2,3,5,1,57,2,103,3,5,16,0,4,1,6,0,11,0,5,1,0,0,1,18,1,9,8,1,2,1,0,2,0,3,9,84,6,0,0,0
Lampang,0,4,15,464,0,4,44,3,1390,7,1,0,152,2,3,12,70,4,0,5,0,185,3,0,2,4,24,31,0,4,13,2,8,1,62,0,1,15,5,11,2,1,41,1,11,157,2,41,0,123,7,0,0,10,10,1,5,1,1,2,3,12,51,4,0,0,49,0,122,0,2,3,10,31,2,1,0
Lamphun,0,0,5,84,0,0,4,1,1441,0,0,0,28,2,1,6,7,0,0,2,221,0,1,0,1,5,2,2,0,0,2,0,4,0,6,0,0,2,0,2,1,0,11,0,1,14,0,2,0,6,2,0,0,4,0,0,1,0,0,1,1,0,2,0,0,0,1,1,14,0,2,2,3,7,1,0,0
Lopburi Province,0,16,166,575,0,0,49,1,19,19,12,0,6,9,1,14,1,17,2,4,7,0,0,1,5,1,2,62,2,1,44,0,29,1,31,0,15,9,4,4,1,0,10,0,36,1,4,128,0,1,3,2,0,10,70,2,4,5,2,2,0,12,32,224,1,2,2,0,3,1,1,2,2,3,3,0,0
Mukdahan,6,1,4,46,0,3,7,3,2,0,0,0,1,0,0,30,0,4,12,3,0,1,0,0,31,0,0,3,0,4,12,71,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2,8,0,0,0,16,0,0,0,1,0,0,0,0,21,0,1,1,1,4,0,0,1,0,0,49,2,0,0,0,20
Maha Sarakham,3,1,28,283,4,101,54,6,24,0,19,1,6,14,2,1510,2,12,611,43,5,1,5,32,0,2,4,20,11,55,205,34,7,1,1,0,4,28,1,18,1,3,7,0,25,1,11,33,0,3,3,583,0,26,2,4,4,2,5,2,30,8,24,16,28,23,6,0,0,0,0,86,112,4,0,0,50
Mae Hong Son,0,0,2,97,0,0,8,0,326,1,1,0,16,1,3,1,1,1,0,0,5,4,1,1,1,0,1,2,0,0,1,2,5,0,0,0,0,4,0,0,1,0,1,0,1,1,0,8,0,2,0,1,0,4,0,1,0,0,0,4,0,0,3,0,0,1,3,1,2,0,0,0,0,4,0,2,0
Nan,0,0,5,210,0,2,11,3,69,2,1,0,39,1,1,4,3,3,2,4,17,1,1,0,1,1,0,7,0,0,7,0,7,0,10,0,4,1,4,4,1,1,20,0,5,97,2,12,0,29,3,0,1,3,3,3,3,2,0,1,1,3,11,0,0,0,4,0,2,0,0,2,2,21,0,0,0
Nonthaburi,2,51,452,23726,4,20,624,116,166,33,15,8,60,66,14,79,14,156,2,19,33,2,74,4,15,2,11,0,3,6,222,6,1064,17,56,2,113,226,21,175,33,2,36,14,37,17,31,3577,2,6,171,9,4,114,44,21,98,136,9,24,5,209,923,109,7,8,8,5,8,3,28,34,24,9,20,0,5
Nong Bua Lam Phu,0,0,1,16,0,0,2,1,0,0,2,1,1,0,0,46,0,0,0,23,1,0,0,0,11,0,1,3,0,18,4,2,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,3,0,1,0,3,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,122,0,0,0,1
Nong Khai,1,1,9,138,48,2,26,4,17,0,8,0,7,1,2,182,0,3,5,50,4,1,1,4,62,0,0,6,17,0,41,9,5,0,0,0,0,2,0,3,2,0,1,0,6,2,3,25,0,1,2,8,1,5,0,1,0,0,1,2,19,0,14,5,3,2,0,0,2,0,0,2,1179,0,0,0,3
Nakhon Ratchasima,8,7,347,2324,0,391,314,51,78,6,217,4,14,56,5,593,7,52,29,32,10,0,60,11,200,2,5,243,6,40,0,18,94,6,22,2,191,51,8,53,14,0,27,2,46,5,165,486,0,4,28,66,0,68,16,9,14,19,19,9,13,29,190,522,85,40,5,1,4,2,17,81,59,1,6,0,9
Nakhon Phanom,7,1,3,107,11,0,7,1,6,0,1,0,0,1,0,36,0,0,13,1,0,0,1,61,36,0,1,2,2,9,20,0,4,1,1,0,1,1,2,1,0,0,2,1,3,0,0,6,0,0,0,6,2,1,1,0,2,1,0,0,128,1,6,2,4,6,0,0,0,0,1,26,15,0,0,0,4
Nakhon Pathom,0,19,174,8582,1,13,288,39,73,8,6,9,23,38,14,43,12,457,0,8,13,3,19,2,5,5,5,1045,0,5,88,7,0,6,33,0,40,323,3,202,9,0,27,3,16,9,11,511,0,5,983,6,1,36,9,14,121,477,5,11,1,210,379,38,2,5,7,5,3,3,7,16,19,4,10,2,0
Nakhon Si Thammarat,0,0,6,221,0,0,13,0,4,0,0,15,3,2,31,1,0,2,0,1,0,1,1,0,1,0,0,13,0,1,0,0,2,0,0,6,1,6,0,18,34,45,0,11,0,1,0,7,5,0,3,0,4,1,0,134,1,1,0,163,0,1,16,2,0,0,0,11,0,45,0,1,1,1,0,3,0
Nakhon Sawan,0,15,122,659,0,2,75,12,83,133,7,3,20,4,3,9,128,11,0,5,51,7,33,0,2,0,11,59,0,2,17,1,31,1,0,1,14,28,167,16,5,0,159,0,39,25,1,135,1,10,5,1,0,19,96,1,1,1,2,2,0,45,53,12,1,0,18,1,41,1,0,3,0,23,136,0,0
Narathiwat,0,0,0,43,0,2,2,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,4,38,0,0,0,1,2,0,45,0,0,0,6,0,0,4,0,0,0,1,3,0,0,1,0,0,0,0,24,0
Nakhon Nayok,0,5,71,1395,0,5,72,33,21,3,5,0,5,14,0,23,0,14,3,7,0,0,13,0,1,1,3,115,0,2,177,0,59,1,13,1,0,24,0,19,2,0,2,0,4,2,102,593,0,1,23,4,1,23,4,4,6,8,16,5,1,11,107,69,1,1,0,0,1,0,4,7,2,2,1,0,0
Phetchaburi,2,6,57,2894,0,3,115,24,55,4,4,14,15,25,3,7,4,104,1,4,12,0,15,1,24,4,4,248,1,5,58,4,340,11,19,0,18,0,4,2532,9,1,7,2,12,6,4,248,2,1,498,3,4,14,9,9,295,383,3,21,2,42,180,17,1,1,1,2,5,2,12,11,8,6,2,0,0
Phichit,0,2,17,107,0,0,9,3,20,10,1,1,7,0,0,1,9,4,0,2,4,0,11,0,1,0,2,18,0,0,3,1,2,0,173,0,3,5,0,3,0,0,205,0,22,7,1,18,0,2,1,0,0,1,15,0,0,1,1,0,1,1,6,1,1,0,9,0,2,0,0,4,1,9,4,0,0
Prachuap Khiri Khan,0,2,65,1999,0,6,88,19,45,4,4,83,19,13,15,25,7,57,1,3,13,1,5,0,14,2,1,178,0,4,44,1,181,20,18,2,16,2647,3,0,21,5,13,6,11,7,5,139,0,5,193,6,5,22,3,13,118,205,3,43,4,28,152,17,2,2,1,5,5,5,5,12,11,2,1,2,0
Phuket,0,0,20,721,0,1,31,2,86,0,0,8,16,3,680,6,1,8,0,5,0,0,0,0,2,2,0,29,0,3,14,0,8,37,1,3,3,6,0,16,0,10,8,656,25,0,1,22,3,1,12,0,7,4,0,90,2,4,0,162,1,1,179,3,2,0,2,4,0,24,6,2,12,0,1,3,0
Phatthalung,0,0,6,38,0,1,1,0,2,0,0,2,1,0,27,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,3,42,0,3,0,1,0,5,4,0,0,3,1,0,0,0,4,0,2,0,1,0,0,181,0,1,0,14,0,0,3,1,0,0,0,5,0,56,0,0,0,0,0,5,0
Phitsanulok,0,6,51,443,0,5,50,4,127,14,5,2,63,6,5,29,102,19,3,52,40,9,10,1,5,1,26,52,1,4,22,2,18,1,144,0,4,12,203,12,7,0,0,0,190,91,1,39,0,24,4,0,0,14,21,2,4,2,4,1,1,14,30,5,0,1,177,1,42,1,3,6,9,155,11,0,2
Phang Nga,0,0,7,105,0,0,8,1,18,0,0,10,5,1,184,4,0,0,0,1,1,0,0,0,0,1,1,4,0,0,4,0,3,12,0,0,0,3,0,8,707,1,0,0,5,0,2,6,2,1,5,0,13,1,0,19,2,3,0,46,0,1,11,2,1,0,0,8,2,12,1,1,3,0,0,0,0
Phetchabun,0,0,35,466,0,5,63,11,59,1,22,1,19,9,26,81,7,6,6,90,10,2,49,2,21,6,7,44,2,9,42,1,17,4,34,1,2,6,26,15,46,1,192,7,0,14,4,52,0,8,10,4,1,8,4,8,3,4,7,15,2,10,36,36,2,2,12,3,5,5,6,8,17,18,2,0,3
Phrae,0,2,10,143,0,2,11,2,239,5,0,0,96,2,1,3,4,2,1,3,167,16,1,0,0,3,91,16,0,2,5,0,9,0,16,0,2,5,5,7,1,1,78,0,8,0,0,18,0,72,2,2,0,2,5,0,1,0,1,1,0,0,10,0,1,0,16,0,9,0,1,1,0,101,1,0,0
Prachinburi,0,2,22,394,0,11,112,95,4,1,1,2,0,24,0,12,1,3,0,5,5,1,1,0,6,0,1,29,1,2,125,0,9,0,1,0,115,6,0,3,1,0,1,2,6,0,0,62,0,0,5,2,0,40,1,2,2,9,53,3,1,2,37,16,4,0,0,0,1,0,5,5,2,0,2,0,0
Pathum Thani,2,85,1865,20376,5,43,792,148,183,49,31,14,69,92,15,117,33,169,5,17,62,3,121,2,44,5,13,3543,3,22,488,13,448,13,134,2,523,240,22,178,24,3,51,9,58,25,57,0,2,11,142,12,6,174,72,32,83,88,21,24,9,132,1039,293,17,23,15,6,14,8,20,51,38,11,28,0,3
Pattani,0,0,0,36,0,0,1,0,4,0,0,4,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,6,1,30,0,0,0,1,4,6,0,2,0,0,0,2,0,0,0,0,0,0,0,161,0,1,0,5,0,0,1,1,0,0,0,2,1,5,0,0,0,0,0,60,0
Phayao,0,3,6,85,0,1,16,3,220,3,4,1,554,1,0,7,8,2,0,5,142,8,1,0,0,4,25,6,0,4,1,0,3,0,11,0,0,5,5,3,1,0,28,1,6,61,1,11,1,0,5,1,0,3,2,1,0,0,0,0,0,2,3,4,0,0,21,1,10,1,1,1,2,20,0,0,0
Ratchaburi,1,5,52,2011,0,2,106,18,51,6,1,2,11,23,9,6,1,333,1,1,5,2,5,0,2,2,3,166,0,2,36,0,1018,0,8,0,15,550,0,197,4,3,2,4,9,1,4,120,0,1,0,2,1,21,4,4,567,157,0,5,2,41,93,12,2,3,2,0,2,1,4,3,5,0,1,0,0
Roi Et,7,0,5,165,1,18,24,3,6,0,5,0,1,5,0,242,0,9,95,16,0,0,2,16,561,0,1,9,1,8,83,10,4,0,2,0,4,5,0,7,0,0,1,0,4,1,2,11,0,1,0,0,0,6,0,2,3,1,5,1,7,2,6,3,17,20,0,0,0,0,2,51,17,0,0,0,50
Ranong,0,0,2,49,0,0,3,0,4,0,0,25,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,2,4,4,0,0,1,3,0,9,8,0,0,9,1,0,0,4,0,0,1,0,0,0,0,3,1,2,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rayong,0,3,44,1453,0,10,1107,222,65,8,1,0,16,499,4,37,8,11,4,6,11,0,6,2,15,2,3,104,1,2,63,3,50,1,17,1,35,22,2,20,6,0,10,0,13,4,35,166,0,2,14,7,0,0,2,5,7,13,14,6,0,12,157,15,10,12,1,2,2,2,78,7,15,4,2,0,2
Sing Buri,1,67,147,280,0,0,29,5,7,43,0,0,2,2,1,5,18,2,0,1,9,0,75,0,0,0,2,39,0,0,12,0,17,0,90,0,2,3,13,3,1,0,14,0,4,3,1,69,0,3,3,0,0,5,0,1,1,2,0,2,0,16,23,13,1,0,4,0,3,0,0,1,1,4,15,0,0
Songkhla,0,0,1,470,1,0,12,3,30,1,0,19,11,1,200,2,0,4,0,6,3,2,3,0,4,1,2,28,0,0,4,0,11,140,2,63,3,9,0,20,94,200,2,20,5,0,1,11,168,0,2,1,5,7,0,0,3,0,1,63,1,2,54,1,0,0,1,162,1,89,2,1,5,0,0,73,1
Samut Songkhram,0,7,17,948,0,2,62,6,7,3,1,5,3,5,2,6,0,31,1,2,2,1,6,0,6,2,3,84,0,0,14,0,119,2,5,0,10,285,0,132,1,0,1,4,3,0,3,85,0,0,547,0,0,7,2,5,0,264,2,1,1,9,89,3,1,0,2,0,1,1,1,4,0,0,0,0,0
Samut Sakhon,0,6,40,2587,1,3,71,8,10,2,0,0,7,6,0,7,1,25,1,0,2,1,5,2,3,3,2,160,0,0,23,2,464,1,2,0,14,170,1,67,5,1,4,2,5,3,2,126,0,1,111,2,1,16,4,3,148,0,2,9,1,14,184,13,3,1,0,0,1,0,2,3,2,0,2,0,1
Sa Kaeo,0,0,11,215,0,26,43,51,1,1,3,0,2,53,0,1,1,0,0,0,0,0,3,0,3,0,0,10,0,0,9,1,1,1,1,0,14,6,1,3,0,0,3,0,4,1,55,20,0,0,1,3,0,12,1,2,1,3,0,1,0,0,15,8,1,3,1,1,1,0,7,2,1,0,0,0,1
Surat Thani,0,1,11,626,0,2,34,7,72,0,1,100,10,5,189,10,0,15,1,2,2,2,3,0,1,5,1,21,1,0,11,0,9,159,0,3,5,15,1,48,150,14,0,61,14,1,2,18,2,0,7,0,11,8,0,64,0,5,0,0,0,4,74,0,1,1,1,5,1,16,3,1,5,0,0,4,0
Sakon Nakhon,4,0,3,85,18,4,6,0,4,0,1,0,2,2,1,93,1,2,29,17,2,0,0,17,31,1,1,5,2,27,13,128,2,0,0,0,1,3,0,2,3,1,2,0,2,0,2,7,0,0,1,6,0,1,0,1,2,1,1,0,0,0,6,2,2,1,1,2,1,0,0,11,122,0,0,0,4
Suphan Buri,0,77,156,895,0,3,58,4,34,35,0,1,8,9,2,10,5,118,0,3,8,1,17,0,5,2,4,268,0,0,25,0,206,2,29,0,4,34,1,30,5,0,10,0,7,2,3,122,0,1,38,1,0,6,20,1,7,12,0,2,0,0,60,12,1,0,4,0,1,0,2,3,3,4,20,0,0
Samut Prakan,3,15,228,28155,0,24,1515,388,286,30,7,4,131,101,33,91,9,113,4,10,44,4,47,5,22,4,9,1021,0,13,184,3,400,25,56,4,125,210,5,185,103,0,24,9,38,6,39,1045,2,8,104,15,2,183,25,57,86,169,21,70,6,61,0,95,11,14,17,7,13,10,33,62,55,17,7,3,1
Saraburi,0,11,408,1167,1,20,67,27,11,8,8,0,5,14,2,31,7,11,1,5,6,1,194,0,11,0,1,130,0,1,445,2,42,2,22,0,74,21,2,14,4,0,3,1,25,0,14,263,0,1,7,5,0,14,11,1,7,8,7,4,1,15,77,0,4,3,0,1,2,0,2,4,4,3,2,0,1
Surin,1,0,11,113,1,102,19,4,8,1,2,0,9,5,0,29,0,5,3,6,0,0,0,1,21,0,0,11,0,2,81,0,4,1,1,0,4,2,0,3,2,0,0,0,3,1,2,16,0,0,4,25,0,8,0,0,5,0,3,4,1,2,12,4,0,79,0,0,2,0,2,56,2,0,2,0,2
Sisaket,4,0,7,143,2,38,20,5,14,0,6,0,1,4,1,42,0,0,2,2,3,0,2,6,28,0,0,8,0,1,37,3,4,0,0,0,2,2,0,2,2,0,1,2,1,1,3,30,0,0,1,13,0,8,1,0,1,0,3,1,2,0,16,8,87,0,1,0,1,0,2,561,9,1,0,0,16
Sukhothai,0,3,12,100,1,2,14,2,62,2,1,0,11,1,0,5,37,7,0,2,39,5,9,0,4,2,3,9,1,0,3,1,5,1,19,0,1,3,7,3,0,0,187,0,10,13,0,12,0,8,2,1,0,1,7,1,2,2,0,2,0,4,15,0,0,0,0,1,25,0,0,1,0,49,1,0,0
Satun,0,0,2,71,0,0,5,0,10,0,0,1,2,0,29,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,2,8,0,3,0,8,0,4,5,7,0,7,4,0,0,3,9,0,2,0,0,0,0,151,2,0,0,10,1,1,5,1,0,0,0,0,1,13,1,0,1,0,0,3,0
Tak,0,3,12,135,0,1,15,1,102,4,1,1,6,5,1,3,92,3,0,1,105,13,3,0,0,6,2,13,0,0,6,1,7,0,39,1,1,9,2,9,0,0,47,1,3,5,0,18,0,4,5,0,1,2,12,0,1,1,1,3,2,8,9,4,3,0,30,0,0,0,0,3,4,3,3,0,0
Trang,0,0,24,103,0,0,1,0,6,0,0,20,3,1,104,2,0,0,1,0,0,1,0,0,0,0,0,9,0,0,1,0,2,42,0,4,0,3,0,2,20,59,1,8,3,1,0,3,5,1,2,0,1,0,0,79,0,0,0,21,1,3,5,1,0,0,1,14,0,0,1,2,0,0,0,2,0
Trat,0,1,7,355,0,2,90,28,21,0,1,2,5,180,2,10,0,5,0,4,0,1,3,2,0,2,1,31,0,0,22,0,8,4,1,0,5,17,0,4,4,0,3,0,7,0,1,24,0,0,2,1,0,69,1,4,2,2,9,3,1,1,38,5,2,1,1,0,1,1,0,4,1,0,0,1,0
Ubon Ratchathani,84,0,20,673,2,62,73,5,28,0,6,2,5,12,6,171,0,2,11,3,4,1,3,59,99,0,1,34,0,4,95,25,11,2,2,0,6,11,1,10,7,0,5,0,6,0,5,54,0,2,3,68,0,18,1,4,5,5,5,2,14,1,78,11,46,624,1,0,2,2,9,0,14,0,1,0,98
Udon Thani,3,1,4,449,35,4,39,3,54,2,14,1,13,6,1,679,0,7,35,92,1,3,3,3,112,1,1,26,133,1111,80,22,14,2,0,0,2,9,0,7,10,0,11,1,21,2,4,34,0,1,8,14,0,16,0,7,2,1,1,7,132,3,60,3,1,6,1,0,1,0,2,12,0,2,0,0,2
Uttaradit,0,2,12,112,0,1,15,0,47,0,1,1,19,2,0,6,4,2,1,4,27,6,4,0,0,4,18,8,1,1,5,0,6,1,14,0,0,3,12,5,0,0,133,0,11,116,0,12,0,11,0,0,0,9,11,0,1,0,1,0,0,2,13,1,0,1,40,1,8,0,0,3,1,0,0,0,1
Uthai Thani,0,7,24,120,0,0,9,1,4,42,1,0,0,1,0,1,6,4,0,1,0,3,5,0,0,0,0,10,0,0,6,0,12,0,136,0,0,0,3,3,1,0,4,1,3,0,1,14,0,1,2,0,0,2,18,0,1,2,1,0,0,20,3,2,2,0,4,0,5,0,0,0,1,0,0,0,0
Yala,0,0,1,32,0,0,0,0,3,1,0,1,1,0,2,1,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,4,0,23,0,0,0,2,6,2,0,1,0,0,0,1,68,0,0,0,1,0,0,64,0,0,0,0,0,0,1,0,0,0,0,5,0,4,0,0,0,0,0,0,0
Yasothon,14,0,2,29,0,9,5,1,0,0,2,0,0,1,0,19,0,1,6,2,0,0,0,13,45,0,0,6,1,0,14,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,8,0,0,0,44,1,1,0,1,0,0,0,0,1,0,1,2,4,9,0,0,0,0,0,94,1,1,0,0,0
