,Amnat Charoen,Ang Thong,Phra Nakhon Si Ayutthaya,Bangkok,Bueng Kan,Buriram,Chonburi,Chachoengsao,Chiang Mai,Chai Nat,Chaiyaphum,Chumphon,Chiang Rai,Chanthaburi,Krabi,Khon Kaen,Kamphaeng Phet,Kanchanaburi,Kalasin,Loei Province,Lampang,Lamphun,Lopburi Province,Mukdahan,Maha Sarakham,Mae Hong Son,Nan,Nonthaburi,Nong Bua Lam Phu,Nong Khai,Nakhon Ratchasima,Nakhon Phanom,Nakhon Pathom,Nakhon Si Thammarat,Nakhon Sawan,Narathiwat,Nakhon Nayok,Phetchaburi,Phichit,Prachuap Khiri Khan,Phuket,Phatthalung,Phitsanulok,Phang Nga,Phetchabun,Phrae,Prachinburi,Pathum Thani,Pattani,Phayao,Ratchaburi,Roi Et,Ranong,Rayong,Sing Buri,Songkhla,Samut Songkhram,Samut Sakhon,Sa Kaeo,Surat Thani,Sakon Nakhon,Suphan Buri,Samut Prakan,Saraburi,Surin,Sisaket,Sukhothai,Satun,Tak,Trang,Trat,Ubon Ratchathani,Udon Thani,Uttaradit,Uthai Thani,Yala,Yasothon
Khon Kaen,4,1,38,776,16,76,80,17,67,0,182,1,17,13,4,0,2,16,285,162,7,8,8,35,1148,2,4,54,53,182,532,39,37,3,5,0,25,15,3,21,4,0,18,4,88,3,12,88,1,6,7,235,0,41,2,1,6,4,3,8,74,6,99,31,27,47,1,0,6,1,5,156,604,4,1,2,24
Kamphaeng Phet,0,3,23,135,0,2,15,2,61,9,0,0,3,4,1,2,0,4,0,0,48,6,4,1,0,2,3,10,0,1,11,0,8,0,125,0,1,8,6,3,0,0,101,0,7,4,0,17,0,8,1,0,0,6,14,0,2,1,0,0,0,6,10,4,1,0,25,0,71,0,1,1,0,2,5,0,0
Kanchanaburi,0,2,48,1302,1,4,114,12,31,2,0,0,7,10,7,15,2,0,0,3,5,2,10,1,5,3,3,168,2,2,37,1,459,2,11,1,13,79,1,44,8,0,6,1,3,2,3,134,0,0,353,6,1,20,0,4,28,31,2,12,2,114,99,6,4,0,4,0,4,3,4,4,2,2,1,0,2
Kalasin,0,1,3,47,0,1,6,2,1,0,2,0,1,0,0,233,0,1,0,4,0,0,1,17,539,1,0,3,1,6,25,17,1,0,0,0,1,0,0,0,0,0,0,0,4,0,2,9,0,0,0,82,0,5,0,0,4,0,0,0,15,1,5,4,1,2,0,0,0,0,0,6,28,0,0,0,5
Loei Province,0,0,3,190,3,1,18,2,8,0,5,0,6,2,0,131,2,6,4,0,5,1,5,4,23,0,3,11,26,37,28,0,3,0,2,0,3,1,2,2,5,1,53,2,100,3,5,14,0,3,1,6,0,8,0,5,1,0,0,1,17,1,8,8,1,2,1,0,2,0,3,9,74,6,0,0,0
Lampang,0,2,11,393,0,4,36,2,1166,7,1,0,134,2,2,10,67,2,0,4,0,179,2,0,2,4,20,26,0,3,10,1,7,0,59,0,1,12,4,9,2,1,37,0,10,143,2,36,0,110,7,0,0,9,8,1,5,0,1,2,2,12,46,4,0,0,45,0,118,0,2,2,9,31,2,1,0
Lamphun,0,0,5,61,0,0,4,1,1248,0,0,0,22,2,1,5,7,0,0,2,201,0,1,0,1,5,2,2,0,0,1,0,4,0,4,0,0,2,0,2,1,0,8,0,1,11,0,1,0,5,2,0,0,4,0,0,1,0,0,1,1,0,2,0,0,0,1,1,14,0,1,1,2,7,1,0,0
Lopburi Province,0,15,155,472,0,0,41,1,15,17,11,0,4,8,0,13,1,15,2,4,7,0,0,1,3,1,2,57,2,1,38,0,26,1,26,0,15,9,4,3,1,0,9,0,35,1,4,116,0,1,2,2,0,9,64,2,4,5,2,2,0,11,26,211,1,2,2,0,3,1,1,2,2,3,3,0,0
Mukdahan,6,1,2,38,0,1,7,3,1,0,0,0,1,0,0,22,0,4,11,2,0,1,0,0,24,0,0,2,0,3,10,68,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2,8,0,0,0,14,0,0,0,0,0,0,0,0,15,0,1,1,0,4,0,0,1,0,0,43,2,0,0,0,19
Maha Sarakham,3,1,27,240,2,88,42,6,24,0,18,1,6,12,1,1383,2,9,587,39,4,1,5,27,0,2,4,17,11,42,187,22,6,1,1,0,4,25,1,16,1,2,5,0,21,0,11,30,0,3,2,531,0,21,2,4,3,2,4,2,23,6,20,12,24,20,5,0,0,0,0,67,94,4,0,0,47
Mae Hong Son,0,0,2,82,0,0,7,0,300,1,1,0,15,0,2,1,1,1,0,0,5,3,0,1,1,0,1,2,0,0,0,1,5,0,0,0,0,3,0,0,0,0,1,0,1,1,0,7,0,2,0,1,0,3,0,0,0,0,0,4,0,0,3,0,0,1,3,1,2,0,0,0,0,4,0,2,0
Nan,0,0,5,164,0,2,9,3,47,2,0,0,31,0,1,3,3,3,2,4,16,1,1,0,1,1,0,6,0,0,6,0,5,0,9,0,4,1,4,3,1,1,15,0,5,91,2,8,0,25,3,0,1,3,3,3,1,2,0,1,1,3,7,0,0,0,4,0,1,0,0,1,1,20,0,0,0
Nonthaburi,2,46,422,21126,3,19,561,110,139,31,15,6,45,58,10,66,10,144,2,16,31,0,66,3,13,1,8,0,3,4,192,5,1002,13,48,2,105,205,21,159,25,2,32,12,34,14,30,3410,2,5,151,6,3,99,41,16,94,131,9,17,5,197,876,103,5,5,7,5,7,2,25,26,22,9,18,0,5
Nong Bua Lam Phu,0,0,1,13,0,0,2,1,0,0,2,1,1,0,0,38,0,0,0,22,1,0,0,0,8,0,1,2,0,17,3,2,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,3,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,104,0,0,0,1
Nong Khai,1,1,9,116,45,1,22,4,13,0,7,0,4,1,2,145,0,3,3,46,4,1,0,3,44,0,0,6,16,0,36,7,4,0,0,0,0,2,0,2,2,0,1,0,6,2,2,23,0,1,2,8,1,4,0,1,0,0,1,2,17,0,12,5,2,2,0,0,2,0,0,2,1107,0,0,0,3
Nakhon Ratchasima,6,5,325,1889,0,365,272,51,63,6,203,3,11,50,3,519,2,45,25,30,9,0,56,9,166,1,5,213,6,36,0,13,76,4,17,2,187,38,8,46,11,0,23,2,43,4,159,448,0,3,24,59,0,64,14,8,12,16,18,9,13,26,164,506,82,39,3,1,3,2,16,66,51,1,6,0,9
Nakhon Phanom,7,1,3,88,10,0,3,1,5,0,1,0,0,1,0,30,0,0,12,1,0,0,0,55,28,0,1,2,2,7,16,0,2,1,0,0,1,1,2,1,0,0,2,1,3,0,0,6,0,0,0,5,2,0,1,0,2,1,0,0,109,1,4,2,2,6,0,0,0,0,1,19,9,0,0,0,3
Nakhon Pathom,0,15,163,7586,1,12,255,38,63,7,6,6,20,36,10,40,12,434,0,7,11,2,19,1,5,5,3,990,0,5,83,7,0,4,28,0,35,295,3,186,9,0,26,2,13,9,11,470,0,4,868,6,1,34,9,10,119,461,4,9,1,200,354,33,2,4,7,5,2,3,5,12,18,4,8,1,0
Nakhon Si Thammarat,0,0,5,184,0,0,13,0,4,0,0,12,3,2,28,1,0,0,0,0,0,1,1,0,1,0,0,7,0,1,0,0,1,0,0,3,1,6,0,18,28,43,0,8,0,1,0,5,5,0,3,0,3,1,0,119,1,1,0,152,0,1,14,1,0,0,0,9,0,41,0,1,1,1,0,3,0
Nakhon Sawan,0,15,115,549,0,1,68,11,72,126,7,3,17,2,2,7,121,9,0,4,46,6,31,0,2,0,11,52,0,1,15,1,29,0,0,0,13,28,160,14,4,0,147,0,35,23,1,121,1,10,4,0,0,16,96,1,1,1,2,2,0,45,49,11,1,0,17,1,38,1,0,2,0,20,130,0,0
Narathiwat,0,0,0,38,0,2,2,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,37,0,0,0,1,2,0,41,0,0,0,5,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,21,0
Nakhon Nayok,0,5,63,1172,0,5,60,30,17,3,4,0,3,10,0,22,0,14,3,7,0,0,11,0,1,0,3,109,0,2,172,0,48,1,9,1,0,19,0,16,2,0,1,0,3,2,98,566,0,1,21,2,1,20,4,4,5,8,15,5,1,10,101,64,1,1,0,0,1,0,4,6,2,2,1,0,0
Phetchaburi,2,6,47,2414,0,2,96,20,40,3,4,12,14,21,3,6,2,99,1,3,9,0,12,1,21,1,4,230,0,5,47,3,297,10,14,0,16,0,3,2471,5,1,5,0,10,5,4,228,2,1,445,3,3,11,9,6,290,379,3,17,1,35,159,14,0,1,1,2,5,2,12,7,7,5,1,0,0
Phichit,0,2,16,86,0,0,7,3,15,9,1,1,6,0,0,1,8,2,0,2,2,0,10,0,0,0,2,16,0,0,2,1,2,0,151,0,3,5,0,3,0,0,189,0,20,6,1,16,0,2,0,0,0,1,15,0,0,1,1,0,1,1,5,1,1,0,9,0,1,0,0,4,1,8,3,0,0
Prachuap Khiri Khan,0,1,56,1528,0,2,68,12,31,3,3,77,13,10,13,22,1,53,1,3,10,0,4,0,13,2,1,154,0,3,36,1,155,17,14,2,16,2535,2,0,18,4,9,4,10,5,3,113,0,5,163,3,3,17,3,7,115,200,2,41,4,27,130,11,1,2,0,4,3,4,3,9,11,2,0,2,0
Phuket,0,0,18,622,0,0,23,2,75,0,0,7,11,2,645,5,1,6,0,5,0,0,0,0,2,2,0,26,0,2,13,0,5,31,1,2,1,4,0,16,0,9,8,643,25,0,0,17,2,0,11,0,6,4,0,79,2,4,0,147,1,1,168,1,1,0,2,3,0,21,6,2,9,0,1,3,0
Phatthalung,0,0,5,33,0,1,1,0,1,0,0,2,1,0,26,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,37,0,3,0,1,0,5,3,0,0,3,1,0,0,0,4,0,2,0,1,0,0,158,0,1,0,13,0,0,3,1,0,0,0,5,0,54,0,0,0,0,0,4,0
Phitsanulok,0,6,44,352,0,4,40,4,97,13,5,2,55,6,2,26,87,16,2,50,36,9,10,1,3,1,22,42,1,3,17,2,18,1,139,0,4,11,187,12,7,0,0,0,181,89,1,37,0,22,4,0,0,13,21,2,4,2,4,1,1,12,27,4,0,1,165,1,39,1,3,6,7,149,9,0,2
Phang Nga,0,0,6,87,0,0,6,1,16,0,0,9,5,1,178,1,0,0,0,1,1,0,0,0,0,1,1,2,0,0,3,0,3,12,0,0,0,2,0,8,665,1,0,0,5,0,1,5,2,1,5,0,13,1,0,15,2,3,0,41,0,1,11,1,1,0,0,8,2,12,1,0,3,0,0,0,0
Phetchabun,0,0,32,377,0,4,50,7,51,1,20,1,15,7,20,69,7,5,4,86,9,2,46,2,14,4,6,36,2,9,31,1,15,4,27,1,2,6,23,14,37,1,183,7,0,13,4,45,0,8,7,4,1,7,4,5,2,3,7,11,1,10,31,35,2,2,12,3,5,3,3,8,13,17,1,0,3
Phrae,0,2,10,108,0,2,10,2,191,5,0,0,82,1,1,3,2,2,1,3,158,15,1,0,0,3,87,15,0,2,3,0,6,0,14,0,2,5,5,6,1,1,72,0,8,0,0,16,0,68,1,1,0,2,5,0,1,0,1,0,0,0,7,0,1,0,16,0,6,0,1,1,0,97,1,0,0
Prachinburi,0,2,16,313,0,9,104,91,3,1,1,2,0,23,0,10,1,3,0,4,5,1,1,0,3,0,1,25,1,1,108,0,8,0,1,0,113,5,0,3,1,0,1,2,6,0,0,55,0,0,4,2,0,34,1,2,2,8,50,3,1,2,35,14,4,0,0,0,1,0,5,4,2,0,1,0,0
Pathum Thani,2,79,1690,18366,5,39,708,142,166,44,28,11,56,87,8,107,30,153,5,15,51,2,108,2,36,4,11,3413,3,18,440,9,408,7,124,2,483,208,20,159,17,3,44,8,53,21,49,0,2,11,126,10,3,153,70,26,82,86,19,19,8,124,965,279,16,21,15,3,14,8,15,41,31,10,26,0,3
Pattani,0,0,0,28,0,0,1,0,3,0,0,3,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,1,27,0,0,0,1,3,6,0,2,0,0,0,1,0,0,0,0,0,0,0,141,0,1,0,5,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,54,0
Phayao,0,3,6,65,0,1,12,2,180,3,3,1,475,1,0,5,5,2,0,5,129,7,1,0,0,4,25,5,0,4,0,0,2,0,10,0,0,4,5,2,1,0,24,1,6,55,0,10,0,0,4,0,0,3,2,1,0,0,0,0,0,2,3,2,0,0,18,0,9,1,1,1,2,19,0,0,0
Ratchaburi,0,5,41,1742,0,2,90,12,44,5,1,2,10,20,6,6,1,311,1,1,4,1,5,0,1,2,3,155,0,2,26,0,967,0,7,0,13,514,0,187,4,3,2,4,8,1,3,109,0,1,0,1,0,20,4,4,553,153,0,4,2,40,84,12,2,1,1,0,2,1,3,1,5,0,1,0,0
Roi Et,7,0,5,130,1,18,20,2,5,0,4,0,1,5,0,208,0,8,91,16,0,0,1,16,478,0,1,9,1,8,75,10,4,0,2,0,3,5,0,5,0,0,0,0,4,1,2,10,0,1,0,0,0,5,0,2,3,1,3,0,7,1,5,3,15,20,0,0,0,0,0,42,15,0,0,0,48
Ranong,0,0,2,35,0,0,3,0,4,0,0,25,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,2,0,0,1,3,0,9,8,0,0,9,1,0,0,3,0,0,1,0,0,0,0,2,1,2,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayong,0,3,37,1168,0,6,1026,219,50,8,0,0,12,475,1,25,5,8,3,2,8,0,6,1,9,1,2,86,1,0,53,3,44,1,13,1,33,20,2,15,4,0,4,0,11,4,32,146,0,2,13,5,0,0,2,4,6,10,14,5,0,10,140,14,8,12,0,1,1,2,75,4,11,4,2,0,1
Sing Buri,1,66,141,224,0,0,25,5,7,41,0,0,2,2,1,3,17,1,0,1,9,0,70,0,0,0,2,38,0,0,7,0,15,0,86,0,2,3,13,2,1,0,14,0,4,3,1,67,0,1,3,0,0,4,0,1,1,2,0,2,0,16,21,12,1,0,4,0,3,0,0,0,1,4,14,0,0
Songkhla,0,0,1,403,0,0,12,3,25,1,0,18,9,1,188,2,0,4,0,6,2,1,3,0,3,1,2,22,0,0,3,0,11,128,1,52,3,7,0,19,83,193,2,20,5,0,1,11,147,0,2,1,4,6,0,0,3,0,1,49,0,2,49,0,0,0,1,152,1,81,2,1,2,0,0,66,1
Samut Songkhram,0,5,15,788,0,2,51,4,6,3,1,3,1,5,2,3,0,31,1,2,1,1,5,0,2,2,3,80,0,0,12,0,104,1,5,0,9,276,0,130,1,0,1,3,3,0,3,74,0,0,485,0,0,6,2,5,0,259,2,1,1,9,85,3,0,0,2,0,1,1,1,2,0,0,0,0,0
Samut Sakhon,0,6,35,2261,1,3,57,8,8,2,0,0,5,6,0,7,1,24,1,0,2,1,5,2,0,3,1,154,0,0,19,2,437,1,1,0,14,155,0,61,4,1,4,2,5,2,2,118,0,1,101,2,1,16,4,2,145,0,2,8,1,14,175,12,3,1,0,0,1,0,2,3,2,0,2,0,0
Sa Kaeo,0,0,8,163,0,25,35,49,1,1,2,0,2,49,0,1,1,0,0,0,0,0,2,0,1,0,0,9,0,0,7,0,0,1,1,0,14,6,1,2,0,0,2,0,4,1,52,18,0,0,1,3,0,10,1,1,1,3,0,0,0,0,15,6,1,3,1,1,1,0,7,2,1,0,0,0,0
Surat Thani,0,1,9,511,0,1,29,7,64,0,0,93,10,4,172,7,0,13,0,2,2,1,3,0,1,5,1,16,0,0,6,0,6,145,0,2,5,13,1,43,130,13,0,59,13,1,2,14,1,0,6,0,9,6,0,59,0,4,0,0,0,4,70,0,1,1,1,4,0,15,3,1,4,0,0,3,0
Sakon Nakhon,4,0,1,67,15,4,4,0,3,0,1,0,2,2,1,75,0,2,27,15,1,0,0,14,28,1,1,3,2,23,13,109,1,0,0,0,0,3,0,2,2,1,1,0,2,0,2,7,0,0,1,6,0,1,0,1,2,1,1,0,0,0,3,2,2,1,1,1,1,0,0,11,108,0,0,0,4
Suphan Buri,0,74,136,740,0,3,49,2,21,32,0,1,8,8,2,8,4,113,0,3,7,1,16,0,5,1,4,256,0,0,21,0,194,2,27,0,4,30,1,25,4,0,9,0,6,1,3,113,0,1,34,1,0,6,19,1,7,10,0,2,0,0,54,12,1,0,2,0,1,0,2,1,2,4,20,0,0
Samut Prakan,3,11,208,25333,0,18,1388,376,245,29,6,4,112,94,28,81,9,98,3,8,40,2,43,4,14,4,9,940,0,10,158,2,364,23,52,4,115,193,3,168,90,0,22,8,36,6,36,972,2,7,92,11,2,163,23,48,83,163,19,67,4,56,0,90,10,12,14,3,11,9,28,49,47,13,6,3,1
Saraburi,0,11,383,956,1,19,55,23,7,7,8,0,3,12,1,24,6,8,1,4,5,1,184,0,9,0,0,119,0,1,406,2,34,2,15,0,70,18,2,12,4,0,3,1,24,0,14,249,0,0,7,5,0,14,10,1,5,8,5,3,1,12,71,0,4,3,0,1,2,0,2,1,3,3,2,0,1
Surin,1,0,11,94,0,94,14,3,6,1,2,0,9,5,0,23,0,3,3,5,0,0,0,1,15,0,0,8,0,1,71,0,4,0,0,0,3,2,0,2,1,0,0,0,3,0,2,13,0,0,4,25,0,5,0,0,5,0,3,4,1,1,11,4,0,75,0,0,2,0,2,43,2,0,2,0,2
Sisaket,4,0,5,113,2,37,14,5,10,0,5,0,0,4,1,29,0,0,2,1,2,0,2,6,23,0,0,6,0,1,34,3,3,0,0,0,2,2,0,2,1,0,1,2,1,1,3,29,0,0,1,11,0,7,1,0,1,0,3,0,2,0,12,8,85,0,1,0,1,0,2,491,7,1,0,0,14
Sukhothai,0,3,12,81,1,2,13,2,54,2,1,0,10,1,0,4,35,6,0,2,36,5,7,0,4,2,3,9,1,0,1,1,5,0,17,0,1,2,6,3,0,0,163,0,8,13,0,10,0,7,2,1,0,1,7,0,2,2,0,1,0,4,15,0,0,0,0,1,24,0,0,1,0,39,1,0,0
Satun,0,0,2,57,0,0,4,0,7,0,0,1,2,0,27,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,2,6,0,3,0,6,0,2,4,6,0,7,3,0,0,3,9,0,2,0,0,0,0,140,2,0,0,9,0,1,5,1,0,0,0,0,1,12,1,0,1,0,0,2,0
Tak,0,3,11,107,0,1,8,1,87,3,1,1,5,5,1,2,87,3,0,1,96,13,2,0,0,5,1,12,0,0,3,1,5,0,36,1,1,7,1,7,0,0,38,1,3,5,0,14,0,1,4,0,1,2,12,0,1,1,1,2,2,8,8,4,2,0,29,0,0,0,0,3,3,2,2,0,0
Trang,0,0,24,88,0,0,1,0,4,0,0,20,3,1,99,2,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,1,33,0,4,0,3,0,2,16,56,1,7,3,0,0,2,4,0,2,0,1,0,0,64,0,0,0,18,1,3,4,1,0,0,0,14,0,0,1,1,0,0,0,2,0
Trat,0,1,5,280,0,2,75,27,21,0,1,2,3,166,1,8,0,2,0,4,0,1,2,0,0,2,0,26,0,0,18,0,8,3,1,0,5,16,0,4,3,0,3,0,5,0,1,15,0,0,1,1,0,63,1,3,1,2,9,2,1,1,32,4,1,1,0,0,1,1,0,3,1,0,0,0,0
Ubon Ratchathani,80,0,18,572,2,57,59,4,24,0,5,2,3,8,5,129,0,1,11,2,3,1,3,56,79,0,1,29,0,4,83,22,7,1,2,0,4,10,1,8,4,0,5,0,6,0,5,45,0,1,3,63,0,16,1,2,4,4,5,2,10,1,72,9,43,548,0,0,2,2,7,0,12,0,1,0,94
Udon Thani,3,1,3,368,32,3,34,3,50,2,14,1,11,6,1,555,0,6,28,87,1,3,3,3,88,0,1,23,127,963,68,20,11,1,0,0,2,4,0,7,10,0,10,0,20,2,3,27,0,1,6,13,0,14,0,4,2,1,0,5,115,3,53,3,1,4,1,0,1,0,1,10,0,1,0,0,2
Uttaradit,0,2,8,85,0,1,12,0,38,0,1,1,15,1,0,6,4,2,1,3,26,6,4,0,0,3,18,8,0,1,3,0,6,1,13,0,0,3,12,5,0,0,127,0,11,111,0,10,0,10,0,0,0,9,11,0,1,0,0,0,0,2,12,1,0,1,36,1,6,0,0,2,1,0,0,0,1
Uthai Thani,0,7,21,90,0,0,7,1,4,39,1,0,0,1,0,1,5,2,0,1,0,3,5,0,0,0,0,10,0,0,5,0,11,0,118,0,0,0,2,2,1,0,4,1,3,0,1,13,0,0,2,0,0,2,18,0,1,1,0,0,0,19,3,2,2,0,3,0,5,0,0,0,1,0,0,0,0
Yala,0,0,0,25,0,0,0,0,3,1,0,1,1,0,2,1,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,4,0,21,0,0,0,2,5,2,0,1,0,0,0,1,61,0,0,0,1,0,0,55,0,0,0,0,0,0,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0
Yasothon,14,0,2,20,0,8,4,1,0,0,2,0,0,1,0,18,0,1,5,2,0,0,0,13,36,0,0,6,1,0,12,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,7,0,0,0,41,0,1,0,0,0,0,0,0,0,0,1,2,4,8,0,0,0,0,0,71,1,0,0,0,0
