,Amnat Charoen,Ang Thong,Phra Nakhon Si Ayutthaya,Bangkok,Bueng Kan,Buriram,Chonburi,Chachoengsao,Chiang Mai,Chai Nat,Chaiyaphum,Chumphon,Chiang Rai,Chanthaburi,Krabi,Khon Kaen,Kamphaeng Phet,Kanchanaburi,Kalasin,Loei Province,Lampang,Lamphun,Lopburi Province,Mukdahan,Maha Sarakham,Mae Hong Son,Nan,Nonthaburi,Nong Bua Lam Phu,Nong Khai,Nakhon Ratchasima,Nakhon Phanom,Nakhon Pathom,Nakhon Si Thammarat,Nakhon Sawan,Narathiwat,Nakhon Nayok,Phetchaburi,Phichit,Prachuap Khiri Khan,Phuket,Phatthalung,Phitsanulok,Phang Nga,Phetchabun,Phrae,Prachinburi,Pathum Thani,Pattani,Phayao,Ratchaburi,Roi Et,Ranong,Rayong,Sing Buri,Songkhla,Samut Songkhram,Samut Sakhon,Sa Kaeo,Surat Thani,Sakon Nakhon,Suphan Buri,Samut Prakan,Saraburi,Surin,Sisaket,Sukhothai,Satun,Tak,Trang,Trat,Ubon Ratchathani,Udon Thani,Uttaradit,Uthai Thani,Yala,Yasothon
Sing Buri,1,67,152,322,0,0,34,6,10,44,0,0,4,2,1,5,19,3,0,1,11,0,77,0,2,0,2,39,0,0,14,0,19,0,93,0,2,3,13,3,1,0,14,0,4,4,2,73,0,3,3,0,0,5,0,1,1,2,0,2,0,17,25,13,1,0,4,0,3,0,0,1,2,4,15,0,0
Songkhla,0,1,8,670,1,1,20,5,42,1,0,21,24,4,216,11,1,6,1,7,5,2,3,0,5,2,4,38,0,0,9,0,15,154,2,75,7,15,0,31,114,217,4,23,7,0,1,25,179,2,4,2,6,9,0,0,3,1,1,71,2,4,62,4,0,0,1,177,1,96,2,3,7,1,0,82,1
Samut Songkhram,0,7,17,1090,0,3,64,7,7,3,2,6,3,7,2,8,0,37,1,2,2,1,6,0,6,2,3,87,0,0,19,0,124,2,5,0,10,291,0,136,1,0,2,4,4,0,3,88,0,0,578,0,0,7,2,6,0,266,3,1,1,9,95,3,1,0,3,1,2,1,1,4,0,0,0,0,0
Samut Sakhon,0,6,43,2827,1,4,80,8,15,2,0,0,9,6,0,7,1,27,1,1,3,1,5,2,4,3,2,165,0,0,24,2,476,1,2,0,14,178,1,68,7,1,4,2,5,3,2,129,0,1,120,2,1,17,4,4,148,0,3,9,1,16,192,13,3,1,0,0,1,0,2,3,2,0,2,0,1
Sa Kaeo,0,0,12,240,0,27,47,51,2,1,3,0,2,55,0,1,1,0,0,0,0,0,3,0,5,0,0,10,0,0,13,2,2,1,2,0,14,6,1,3,0,0,3,0,4,1,60,22,0,0,1,7,0,13,2,2,1,3,0,1,0,0,16,8,1,4,1,1,1,0,7,4,1,0,0,0,1
Surat Thani,0,1,15,875,0,2,56,8,106,1,1,105,20,5,196,19,0,18,1,3,6,2,6,1,3,6,2,34,1,1,21,0,23,168,2,3,6,18,2,59,164,15,0,61,17,1,3,36,2,0,10,1,12,13,1,83,1,6,1,0,1,5,92,4,2,2,4,7,2,17,3,3,5,0,0,4,0
Sakon Nakhon,4,0,4,109,19,4,7,0,10,0,1,0,3,2,1,106,1,2,29,19,2,0,0,19,34,1,1,6,2,29,13,132,2,0,0,0,1,3,0,2,3,1,3,0,2,0,2,7,0,0,1,6,0,2,0,1,2,1,1,0,0,0,9,2,3,1,1,2,1,0,0,12,138,0,0,0,4
Suphan Buri,0,78,167,1018,0,3,66,5,40,36,0,1,10,9,2,12,6,122,0,4,8,1,18,0,6,2,5,274,0,2,28,0,212,3,30,0,4,42,1,30,6,0,11,0,7,3,3,131,0,2,45,1,0,7,21,2,7,12,0,2,1,0,64,13,1,0,4,0,2,0,3,4,3,5,20,0,0
Samut Prakan,4,15,245,30300,0,28,1626,399,337,31,8,4,171,106,35,112,9,116,6,14,55,4,51,6,32,4,10,1049,0,13,206,4,421,26,60,4,132,223,5,195,112,0,29,9,40,7,41,1073,3,9,110,17,2,194,25,62,91,171,21,74,7,64,0,97,12,19,18,10,16,10,36,68,62,18,8,3,2
Saraburi,0,11,421,1339,1,20,75,28,18,8,8,0,6,15,2,35,7,13,2,5,7,1,204,0,17,0,1,134,0,1,484,2,42,3,22,0,79,23,2,15,4,0,4,1,26,0,14,272,0,2,7,5,0,15,11,1,7,8,7,4,2,16,81,0,4,3,0,1,3,0,2,5,5,3,2,0,1
Surin,1,0,11,139,1,109,25,4,8,1,2,0,9,5,0,36,0,5,3,6,0,0,0,1,27,0,0,11,0,3,90,0,5,1,1,0,4,2,0,3,2,0,0,0,3,1,2,17,0,0,5,27,0,9,0,0,6,0,3,4,2,2,13,4,0,83,0,0,2,0,2,70,2,0,2,0,3
Sisaket,4,0,7,173,2,38,24,5,17,0,7,0,1,4,1,67,0,0,2,3,3,0,2,6,33,0,0,10,0,1,40,3,5,0,0,0,2,3,0,2,2,0,2,2,2,1,3,31,0,0,1,13,0,8,1,0,1,0,3,1,2,0,18,9,91,0,1,0,1,0,2,636,9,1,0,0,16
Sukhothai,0,3,12,128,1,2,18,2,73,2,1,0,15,1,0,5,38,8,0,2,42,5,9,0,5,2,3,9,1,0,4,1,5,1,20,0,1,3,7,4,0,0,211,1,11,15,0,13,0,12,2,1,0,1,7,1,2,2,0,2,0,4,15,0,0,1,0,1,25,0,1,1,1,52,2,0,0
Satun,0,0,3,97,0,0,7,0,17,0,0,1,3,0,31,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,1,0,2,13,1,4,0,8,0,5,6,8,0,8,4,0,0,3,10,0,2,0,0,1,0,169,2,0,0,11,1,1,6,2,1,0,0,0,1,13,1,0,1,0,0,3,0
Tak,0,3,12,174,0,1,17,1,129,4,1,1,9,5,1,4,99,4,0,1,115,13,3,0,0,6,2,13,0,0,6,1,8,0,42,1,1,9,2,9,0,0,57,1,3,6,0,19,0,6,5,0,1,2,12,0,1,1,2,3,2,8,13,4,3,0,32,0,0,0,0,3,4,4,3,0,0
Trang,0,0,25,157,0,0,7,0,6,0,0,20,6,2,106,3,0,0,1,0,1,1,0,0,0,0,2,10,0,0,4,0,5,46,2,4,0,4,0,4,22,61,1,8,3,1,0,9,7,2,2,0,1,0,0,94,0,0,0,25,1,3,10,2,0,0,1,16,0,0,1,2,0,1,0,2,0
Trat,0,1,10,463,0,5,100,29,33,0,3,2,8,188,2,15,0,6,0,4,0,1,4,2,2,3,1,34,0,0,32,0,12,4,1,0,6,17,0,6,4,0,5,0,9,1,3,30,0,1,2,2,0,71,1,4,2,4,9,3,2,2,43,5,4,1,1,0,1,2,0,8,1,0,0,1,0
