,Amnat Charoen,Ang Thong,Phra Nakhon Si Ayutthaya,Bangkok,Bueng Kan,Buriram,Chonburi,Chachoengsao,Chiang Mai,Chai Nat,Chaiyaphum,Chumphon,Chiang Rai,Chanthaburi,Krabi,Khon Kaen,Kamphaeng Phet,Kanchanaburi,Kalasin,Loei Province,Lampang,Lamphun,Lopburi Province,Mukdahan,Maha Sarakham,Mae Hong Son,Nan,Nonthaburi,Nong Bua Lam Phu,Nong Khai,Nakhon Ratchasima,Nakhon Phanom,Nakhon Pathom,Nakhon Si Thammarat,Nakhon Sawan,Narathiwat,Nakhon Nayok,Phetchaburi,Phichit,Prachuap Khiri Khan,Phuket,Phatthalung,Phitsanulok,Phang Nga,Phetchabun,Phrae,Prachinburi,Pathum Thani,Pattani,Phayao,Ratchaburi,Roi Et,Ranong,Rayong,Sing Buri,Songkhla,Samut Songkhram,Samut Sakhon,Sa Kaeo,Surat Thani,Sakon Nakhon,Suphan Buri,Samut Prakan,Saraburi,Surin,Sisaket,Sukhothai,Satun,Tak,Trang,Trat,Ubon Ratchathani,Udon Thani,Uttaradit,Uthai Thani,Yala,Yasothon
Songkhla,0,0,1,106,0,0,2,1,4,1,0,4,2,0,13,0,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,1,24,0,9,1,1,0,2,24,48,0,8,2,0,0,1,29,0,0,0,0,1,0,0,1,0,0,4,0,0,29,0,0,0,0,19,0,26,0,0,1,0,0,5,0
Samut Songkhram,0,1,1,110,0,0,5,2,1,0,0,1,0,0,0,1,0,5,0,1,0,0,0,0,1,0,0,25,0,0,3,0,32,0,1,0,1,138,0,32,1,0,0,0,0,0,0,13,0,0,175,0,0,0,0,1,0,201,0,0,1,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Samut Sakhon,0,4,9,674,0,0,11,5,0,0,0,0,1,1,0,1,1,5,1,0,0,0,0,0,0,0,0,48,0,0,6,0,156,0,1,0,0,61,0,14,0,0,0,0,0,0,0,32,0,0,34,1,1,4,2,0,82,0,0,0,0,4,63,4,1,0,0,0,0,0,1,0,0,0,2,0,0
Sa Kaeo,0,0,0,18,0,10,5,31,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0
Surat Thani,0,0,1,74,0,1,4,0,10,0,0,38,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,32,0,0,1,3,0,16,20,2,0,11,2,0,1,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,33,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Sakon Nakhon,1,0,0,8,5,0,0,0,0,0,0,0,0,0,0,12,0,0,11,6,0,0,0,3,8,1,0,0,0,2,3,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,24,0,0,0,3
Suphan Buri,0,49,50,79,0,0,3,2,2,18,0,0,1,0,0,1,3,28,0,0,2,0,4,0,1,0,0,101,0,0,4,0,55,0,10,0,1,7,0,1,0,0,5,0,0,1,0,31,0,0,9,0,0,1,8,0,2,6,0,0,0,0,6,3,0,0,0,0,1,0,0,0,0,2,8,0,0
Samut Prakan,0,2,67,7428,0,4,294,204,28,12,1,0,18,10,2,23,2,7,0,0,6,1,10,0,2,1,0,260,0,2,19,0,88,9,8,0,20,38,0,21,18,0,2,1,6,0,7,271,0,0,14,2,0,35,4,12,23,74,4,9,0,7,0,28,1,1,3,0,2,0,1,11,11,0,2,0,0
Saraburi,0,6,205,166,0,5,7,11,1,1,4,0,0,0,0,5,2,2,0,1,0,0,74,0,0,0,0,24,0,0,159,1,7,0,5,0,35,3,2,0,0,0,1,0,10,0,6,90,0,0,1,0,0,2,4,0,2,2,0,0,0,1,11,0,2,0,0,1,1,0,0,0,0,0,0,0,0
Surin,0,0,5,10,0,45,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,2,1,0,0,3,2,0,11,0,0,0,0,0,6,1,0,0,0,1
Sisaket,0,0,2,13,1,14,1,2,4,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,0,3,0,0,0,0,2,0,0,0,3,1,39,0,0,0,0,0,0,114,0,0,0,0,7
Sukhothai,0,1,2,10,1,1,0,0,5,2,1,0,1,1,0,0,7,2,0,0,14,1,3,0,0,0,0,0,0,0,1,0,2,0,7,0,0,0,1,0,0,0,50,0,2,5,0,1,0,1,1,1,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,9,0,0,0
Satun,0,0,0,14,0,0,1,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,3,2,0,0,1,1,0,0,0,0,0,0,54,1,0,0,2,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,1,0
