,Amnat Charoen,Ang Thong,Phra Nakhon Si Ayutthaya,Bangkok,Bueng Kan,Buriram,Chonburi,Chachoengsao,Chiang Mai,Chai Nat,Chaiyaphum,Chumphon,Chiang Rai,Chanthaburi,Krabi,Khon Kaen,Kamphaeng Phet,Kanchanaburi,Kalasin,Loei Province,Lampang,Lamphun,Lopburi Province,Mukdahan,Maha Sarakham,Mae Hong Son,Nan,Nonthaburi,Nong Bua Lam Phu,Nong Khai,Nakhon Ratchasima,Nakhon Phanom,Nakhon Pathom,Nakhon Si Thammarat,Nakhon Sawan,Narathiwat,Nakhon Nayok,Phetchaburi,Phichit,Prachuap Khiri Khan,Phuket,Phatthalung,Phitsanulok,Phang Nga,Phetchabun,Phrae,Prachinburi,Pathum Thani,Pattani,Phayao,Ratchaburi,Roi Et,Ranong,Rayong,Sing Buri,Songkhla,Samut Songkhram,Samut Sakhon,Sa Kaeo,Surat Thani,Sakon Nakhon,Suphan Buri,Samut Prakan,Saraburi,Surin,Sisaket,Sukhothai,Satun,Tak,Trang,Trat,Ubon Ratchathani,Udon Thani,Uttaradit,Uthai Thani,Yala,Yasothon
Chaiyaphum,0,0,10,91,0,7,13,0,8,0,0,0,2,3,0,113,1,3,2,10,2,2,13,1,17,0,0,4,1,7,139,3,1,0,4,0,1,3,1,0,0,0,6,1,21,0,2,12,0,0,1,3,0,2,1,0,1,1,2,1,2,1,3,16,3,2,0,0,0,0,0,3,12,0,0,0,0
Chumphon,0,0,11,88,0,0,2,0,5,0,0,0,2,0,7,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,1,0,6,18,1,0,1,15,1,90,5,5,0,9,1,0,1,2,2,0,1,1,21,0,0,10,6,4,0,63,1,0,3,2,0,0,0,1,0,17,1,0,0,1,0,0,0
Chiang Rai,0,2,20,752,0,3,49,3,1167,3,0,3,0,5,10,16,9,7,0,5,130,29,2,0,1,23,32,31,0,2,7,0,9,3,22,0,5,14,10,15,9,0,48,5,9,71,3,41,0,507,7,4,0,16,4,4,1,1,1,5,1,10,135,3,7,0,18,0,4,0,3,3,8,23,1,0,0
Chanthaburi,0,1,26,476,0,9,235,119,11,0,0,0,3,0,2,7,1,9,1,3,5,2,6,0,7,0,2,54,0,0,19,3,28,0,6,0,5,17,0,2,3,0,3,1,2,0,14,48,0,1,11,2,2,321,1,2,3,14,35,2,2,4,76,13,2,5,2,0,2,0,181,4,4,1,2,0,0
Krabi,0,0,25,344,0,0,9,5,104,0,1,4,10,0,0,4,0,5,0,1,1,0,3,0,2,6,0,6,0,1,2,0,6,28,4,6,0,8,0,6,714,24,1,166,16,3,0,6,3,0,8,0,2,2,0,155,5,2,1,143,0,1,38,0,0,0,1,31,0,119,2,0,2,0,0,0,0
Khon Kaen,4,1,31,618,9,63,63,14,58,0,164,1,13,10,2,0,2,11,256,139,6,7,5,29,899,2,3,40,49,143,455,31,28,2,3,0,23,9,3,18,3,0,17,4,81,3,12,73,0,3,5,198,0,32,2,1,5,4,1,3,55,4,78,29,23,38,1,0,4,1,4,123,536,4,0,1,20
Kamphaeng Phet,0,3,23,99,0,1,11,1,50,9,0,0,2,4,1,2,0,4,0,0,45,6,4,1,0,2,3,4,0,1,8,0,8,0,118,0,0,8,6,3,0,0,83,0,6,3,0,11,0,7,1,0,0,6,14,0,2,1,0,0,0,6,10,4,1,0,24,0,67,0,1,1,0,2,3,0,0
Kanchanaburi,0,2,40,978,1,2,92,9,25,2,0,0,2,10,4,11,2,0,0,3,4,2,9,1,4,2,3,142,2,2,31,1,401,1,11,1,11,66,1,35,7,0,5,0,3,2,2,109,0,0,305,4,1,14,0,3,25,27,2,10,1,104,78,4,4,0,2,0,4,3,3,4,1,2,1,0,2
Kalasin,0,1,2,27,0,1,4,2,1,0,2,0,1,0,0,185,0,1,0,4,0,0,1,15,465,1,0,3,1,5,22,16,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,6,0,0,0,77,0,2,0,0,3,0,0,0,12,1,4,4,1,2,0,0,0,0,0,3,25,0,0,0,5
Loei Province,0,0,0,136,3,1,13,2,4,0,5,0,6,2,0,105,1,5,3,0,5,1,5,4,17,0,1,9,23,33,20,0,2,0,2,0,2,1,2,1,5,1,51,2,89,2,4,12,0,2,1,4,0,8,0,4,1,0,0,1,14,1,8,8,1,2,1,0,2,0,3,6,65,6,0,0,0
Lampang,0,2,11,317,0,4,30,2,976,7,1,0,110,1,2,8,65,2,0,4,0,173,1,0,2,4,16,20,0,2,9,0,6,0,57,0,1,10,4,6,0,1,28,0,9,127,1,30,0,101,5,0,0,9,8,1,4,0,1,1,2,10,41,3,0,0,41,0,109,0,1,2,8,29,2,0,0
Lamphun,0,0,5,41,0,0,2,1,1068,0,0,0,20,2,0,4,6,0,0,2,172,0,1,0,1,4,2,2,0,0,1,0,3,0,4,0,0,2,0,2,1,0,7,0,1,10,0,1,0,4,2,0,0,4,0,0,1,0,0,1,1,0,1,0,0,0,1,1,11,0,1,1,1,7,1,0,0
Lopburi Province,0,13,141,349,0,0,31,1,12,14,11,0,4,3,0,12,1,10,1,4,6,0,0,1,3,0,2,50,2,1,32,0,22,1,24,0,12,6,4,1,1,0,7,0,35,1,1,97,0,1,1,2,0,7,61,2,3,5,2,2,0,10,20,195,1,2,2,0,2,1,1,2,2,3,3,0,0
Mukdahan,6,0,2,27,0,1,6,3,1,0,0,0,1,0,0,15,0,3,11,2,0,1,0,0,14,0,0,1,0,3,9,66,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,8,0,0,0,13,0,0,0,0,0,0,0,0,11,0,1,1,0,4,0,0,1,0,0,34,2,0,0,0,18
Maha Sarakham,2,0,25,183,1,77,34,3,21,0,12,1,6,12,1,1182,2,7,552,32,4,1,4,21,0,2,3,14,10,34,170,20,5,1,1,0,3,24,1,13,1,0,5,0,20,0,10,21,0,2,1,472,0,17,2,1,3,2,4,2,19,4,18,11,22,18,5,0,0,0,0,56,78,4,0,0,43
Mae Hong Son,0,0,2,59,0,0,5,0,269,1,1,0,14,0,2,1,1,1,0,0,4,2,0,1,1,0,1,1,0,0,0,0,5,0,0,0,0,3,0,0,0,0,1,0,1,0,0,6,0,2,0,1,0,1,0,0,0,0,0,4,0,0,3,0,0,1,3,1,2,0,0,0,0,4,0,2,0
Nan,0,0,3,114,0,2,5,3,42,1,0,0,24,0,1,2,2,3,2,4,16,1,1,0,1,1,0,4,0,0,4,0,3,0,8,0,2,1,2,2,1,1,12,0,5,85,2,7,0,23,2,0,1,2,3,2,0,2,0,1,1,3,6,0,0,0,3,0,1,0,0,1,1,15,0,0,0
Nonthaburi,2,42,383,18021,3,16,465,93,111,28,12,6,33,53,6,50,4,120,2,14,23,0,56,2,8,1,6,0,3,2,167,5,910,5,37,2,89,184,16,129,14,1,24,6,28,6,24,3102,1,4,124,4,3,77,40,14,84,122,6,13,2,178,817,97,4,4,5,4,5,1,22,21,15,8,18,0,3
Nong Bua Lam Phu,0,0,1,8,0,0,1,1,0,0,2,0,0,0,0,32,0,0,0,19,1,0,0,0,7,0,1,1,0,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,90,0,0,0,1
Nong Khai,1,1,8,93,41,1,20,2,9,0,7,0,3,0,0,120,0,3,3,44,4,0,0,2,36,0,0,3,13,0,32,3,4,0,0,0,0,1,0,2,0,0,1,0,6,2,2,18,0,0,2,7,1,2,0,1,0,0,1,2,15,0,8,5,2,2,0,0,2,0,0,0,998,0,0,0,3
Nakhon Ratchasima,4,4,303,1457,0,324,218,46,48,6,187,2,8,39,3,416,2,35,20,26,8,0,46,7,136,1,5,176,6,24,0,9,60,4,17,1,180,31,8,37,9,0,22,1,33,2,151,383,0,2,18,51,0,52,12,6,11,13,15,7,11,25,130,487,70,34,3,1,2,1,14,57,42,1,3,0,9
Nakhon Phanom,7,1,1,61,9,0,3,0,2,0,1,0,0,1,0,23,0,0,11,1,0,0,0,52,20,0,1,0,2,4,13,0,2,0,0,0,0,1,2,1,0,0,2,1,2,0,0,5,0,0,0,5,2,0,1,0,2,1,0,0,99,0,2,2,2,6,0,0,0,0,1,14,9,0,0,0,2
Nakhon Pathom,0,13,138,6305,1,8,204,34,50,7,4,5,13,29,6,31,10,382,0,4,9,2,18,1,2,4,2,915,0,3,70,4,0,3,24,0,28,249,2,163,5,0,22,2,10,8,10,401,0,4,743,6,1,31,8,8,108,431,4,8,1,180,314,27,1,1,6,2,2,3,3,8,14,2,7,1,0
Nakhon Si Thammarat,0,0,5,148,0,0,11,0,3,0,0,9,3,2,24,1,0,0,0,0,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,3,0,6,0,17,24,38,0,6,0,1,0,5,3,0,3,0,3,1,0,95,1,1,0,131,0,1,13,1,0,0,0,8,0,34,0,1,1,1,0,3,0
Nakhon Sawan,0,15,113,421,0,1,55,10,56,119,7,3,11,1,2,6,112,5,0,3,41,6,29,0,2,0,9,45,0,0,11,1,28,0,0,0,11,21,150,11,4,0,132,0,30,20,1,98,1,10,2,0,0,10,95,1,1,1,2,1,0,43,39,10,1,0,17,0,36,1,0,2,0,18,117,0,0
Narathiwat,0,0,0,29,0,2,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,1,0,36,0,0,0,4,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,18,0
Nakhon Nayok,0,3,56,970,0,3,49,26,13,3,4,0,3,8,0,16,0,11,1,6,0,0,8,0,1,0,1,94,0,2,161,0,40,1,9,1,0,15,0,12,1,0,1,0,3,2,92,521,0,1,18,1,0,18,3,2,5,7,14,5,1,9,91,59,0,1,0,0,0,0,4,4,2,2,1,0,0
Phetchaburi,2,5,38,1864,0,2,70,19,26,2,4,11,9,12,2,3,1,81,1,3,9,0,9,1,16,1,3,199,0,4,35,2,252,9,12,0,12,0,2,2375,3,1,4,0,8,3,3,195,2,0,378,2,3,9,9,5,284,364,3,14,0,31,141,11,0,1,0,1,4,1,10,7,6,5,0,0,0
Phichit,0,2,14,59,0,0,6,3,10,9,1,1,3,0,0,1,7,1,0,2,2,0,10,0,0,0,1,7,0,0,2,1,2,0,127,0,1,3,0,0,0,0,170,0,19,6,1,13,0,1,0,0,0,0,15,0,0,1,1,0,1,1,5,1,1,0,8,0,1,0,0,4,1,8,3,0,0
Prachuap Khiri Khan,0,1,46,1098,0,2,48,8,19,3,2,72,10,8,10,15,0,42,0,2,9,0,2,0,8,1,0,124,0,2,29,1,132,15,11,2,10,2399,2,0,14,4,7,4,8,5,3,87,0,5,134,2,3,14,3,6,113,196,2,37,3,23,112,9,1,2,0,1,2,2,1,5,9,2,0,0,0
Phuket,0,0,16,514,0,0,19,1,63,0,0,6,8,2,594,4,1,4,0,2,0,0,0,0,2,2,0,17,0,2,10,0,4,23,1,2,1,3,0,15,0,8,6,601,22,0,0,11,1,0,9,0,4,3,0,69,2,3,0,123,0,1,155,0,1,0,1,2,0,18,6,2,8,0,1,3,0
Phatthalung,0,0,5,24,0,1,1,0,1,0,0,2,0,0,24,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,30,0,3,0,1,0,5,1,0,0,3,1,0,0,0,2,0,0,0,1,0,0,125,0,1,0,12,0,0,3,0,0,0,0,4,0,51,0,0,0,0,0,3,0
Phitsanulok,0,6,41,272,0,3,29,4,76,13,4,2,41,3,1,21,75,13,2,44,32,8,9,0,3,1,19,32,1,2,12,2,15,1,129,0,4,8,166,9,4,0,0,0,160,82,1,29,0,19,3,0,0,8,19,2,2,2,4,1,1,12,18,4,0,1,148,1,30,0,2,5,3,137,8,0,2
Phang Nga,0,0,6,69,0,0,5,0,13,0,0,9,2,0,170,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3,0,3,9,0,0,0,2,0,7,600,1,0,0,4,0,1,5,1,1,5,0,12,1,0,13,2,3,0,38,0,1,11,1,1,0,0,8,2,10,0,0,2,0,0,0,0
Phetchabun,0,0,32,305,0,3,34,7,39,1,17,1,10,5,12,63,2,3,4,78,9,2,45,2,10,3,4,29,2,9,28,1,13,3,24,1,2,3,23,11,30,1,161,5,0,11,2,37,0,6,4,3,1,6,4,5,2,2,6,7,0,9,23,32,1,1,12,2,5,3,3,5,11,16,1,0,3
Phrae,0,2,9,75,0,1,8,0,149,5,0,0,66,0,1,2,2,0,1,3,147,13,1,0,0,3,77,14,0,2,2,0,6,0,14,0,2,4,5,5,1,1,63,0,8,0,0,12,0,63,1,1,0,1,5,0,0,0,0,0,0,0,6,0,0,0,14,0,6,0,1,1,0,93,1,0,0
Prachinburi,0,2,11,235,0,9,81,90,2,1,1,2,0,21,0,8,1,3,0,3,2,1,0,0,2,0,1,21,1,1,94,0,5,0,0,0,110,4,0,3,0,0,0,1,4,0,0,45,0,0,3,1,0,33,0,1,2,6,44,3,1,1,33,13,4,0,0,0,1,0,5,2,1,0,1,0,0
Pathum Thani,1,71,1484,15789,3,24,584,127,124,40,24,11,43,70,5,86,25,125,4,13,41,2,97,1,24,3,6,3171,2,14,368,8,357,7,109,1,438,167,18,128,13,3,37,5,43,18,45,0,2,9,106,7,2,126,66,19,76,74,14,14,8,111,851,252,8,16,13,2,11,4,14,31,26,9,25,0,3
Pattani,0,0,0,20,0,0,1,0,3,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,25,0,0,0,1,3,6,0,2,0,0,0,1,0,0,0,0,0,0,0,121,0,1,0,5,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,46,0
Phayao,0,2,6,53,0,1,11,2,136,2,3,1,381,1,0,2,5,2,0,5,110,6,1,0,0,3,24,5,0,4,0,0,1,0,9,0,0,4,4,2,1,0,20,1,6,48,0,8,0,0,2,0,0,3,2,0,0,0,0,0,0,2,3,2,0,0,11,0,9,1,0,1,1,17,0,0,0
Ratchaburi,0,4,35,1438,0,2,71,9,33,4,1,2,9,19,5,2,1,286,0,1,4,1,5,0,1,1,3,139,0,2,20,0,877,0,6,0,13,467,0,164,3,2,1,4,7,1,1,89,0,1,0,1,0,19,4,3,528,144,0,4,2,39,75,11,1,1,1,0,2,1,2,0,3,0,1,0,0
Roi Et,6,0,5,101,1,15,17,1,4,0,4,0,1,4,0,179,0,7,85,14,0,0,1,15,385,0,0,7,1,8,70,9,2,0,1,0,3,3,0,5,0,0,0,0,3,1,2,10,0,1,0,0,0,3,0,2,2,1,3,0,7,1,5,3,14,14,0,0,0,0,0,34,12,0,0,0,48
Ranong,0,0,2,31,0,0,2,0,3,0,0,21,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,1,3,0,8,5,0,0,9,0,0,0,2,0,0,1,0,0,0,0,2,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayong,0,2,31,896,0,6,912,212,30,8,0,0,9,457,1,22,4,7,3,2,7,0,4,0,3,1,2,68,0,0,45,1,40,0,11,1,28,14,2,11,3,0,3,0,10,3,27,118,0,2,11,3,0,0,2,3,6,8,11,2,0,10,116,12,5,11,0,0,1,2,71,1,8,3,2,0,1
Sing Buri,1,64,132,169,0,0,23,5,3,41,0,0,2,1,1,3,17,1,0,1,8,0,62,0,0,0,2,33,0,0,5,0,12,0,78,0,2,3,13,2,1,0,14,0,4,2,0,62,0,1,3,0,0,4,0,0,1,2,0,2,0,16,19,12,1,0,4,0,3,0,0,0,0,4,14,0,0
Songkhla,0,0,1,334,0,0,7,2,20,1,0,13,7,1,178,2,0,2,0,5,1,1,3,0,2,1,1,15,0,0,2,0,9,111,1,40,2,6,0,18,73,173,2,19,5,0,0,10,120,0,2,1,4,6,0,0,1,0,0,40,0,2,45,0,0,0,1,138,1,73,1,0,2,0,0,54,1
Samut Songkhram,0,4,13,621,0,2,40,4,3,3,0,2,1,3,2,2,0,23,1,1,1,1,3,0,2,1,2,67,0,0,8,0,86,1,4,0,7,268,0,120,1,0,1,1,2,0,2,66,0,0,415,0,0,5,1,4,0,251,2,1,1,7,74,3,0,0,2,0,1,1,0,2,0,0,0,0,0
Samut Sakhon,0,6,29,1940,1,2,47,7,4,1,0,0,5,6,0,7,1,21,1,0,2,1,4,2,0,2,1,134,0,0,17,2,399,0,1,0,12,146,0,54,4,1,4,2,5,2,1,102,0,1,92,2,1,14,4,1,139,0,2,4,1,13,162,11,2,1,0,0,1,0,1,0,2,0,2,0,0
Sa Kaeo,0,0,7,121,0,22,24,47,0,1,2,0,0,42,0,1,1,0,0,0,0,0,2,0,0,0,0,7,0,0,5,0,0,1,1,0,11,4,1,0,0,0,2,0,4,1,44,15,0,0,1,3,0,9,1,1,1,2,0,0,0,0,13,5,1,3,1,1,1,0,7,2,1,0,0,0,0
Surat Thani,0,0,6,414,0,1,23,5,53,0,0,87,9,4,129,3,0,11,0,1,2,1,2,0,0,5,0,12,0,0,4,0,5,126,0,1,5,13,1,37,106,11,0,51,11,1,2,10,1,0,6,0,7,6,0,47,0,4,0,0,0,3,66,0,1,1,0,4,0,11,3,1,2,0,0,2,0
Sakon Nakhon,4,0,0,52,14,4,4,0,2,0,1,0,2,2,1,61,0,0,26,13,0,0,0,13,25,1,0,2,2,17,9,97,1,0,0,0,0,3,0,2,0,1,0,0,0,0,2,2,0,0,1,3,0,0,0,1,2,1,1,0,0,0,2,2,2,1,1,0,0,0,0,10,93,0,0,0,4
Suphan Buri,0,72,113,587,0,2,39,2,17,31,0,1,7,6,2,6,4,107,0,3,6,1,16,0,4,1,4,235,0,0,18,0,168,2,25,0,4,28,1,24,2,0,9,0,6,1,3,102,0,1,30,0,0,6,19,1,7,10,0,2,0,0,47,11,1,0,1,0,1,0,2,1,1,3,17,0,0
Samut Prakan,2,7,182,22194,0,16,1193,350,218,26,4,3,98,84,23,67,8,86,3,6,26,2,34,3,9,4,5,847,0,8,136,2,314,19,42,2,104,169,2,140,80,0,13,7,32,4,34,873,1,5,72,9,2,148,18,40,79,146,17,50,2,48,0,75,9,8,13,2,7,7,21,39,39,8,5,3,1
Saraburi,0,11,348,729,1,15,41,21,6,7,8,0,3,11,1,19,6,5,1,4,3,1,169,0,6,0,0,105,0,1,366,1,27,2,14,0,62,14,2,8,3,0,3,1,23,0,14,219,0,0,5,5,0,11,9,1,5,8,3,2,1,11,59,0,4,1,0,1,2,0,1,1,2,1,1,0,1
Surin,1,0,9,71,0,86,11,3,3,1,2,0,7,5,0,14,0,2,2,3,0,0,0,1,11,0,0,8,0,1,63,0,4,0,0,0,2,1,0,2,0,0,0,0,3,0,2,11,0,0,3,22,0,5,0,0,2,0,2,3,1,1,10,4,0,66,0,0,2,0,2,32,2,0,1,0,2
Sisaket,4,0,4,81,1,31,11,5,9,0,5,0,0,3,1,19,0,0,2,1,1,0,2,6,21,0,0,6,0,1,28,2,2,0,0,0,2,2,0,1,0,0,0,2,1,1,3,25,0,0,1,10,0,7,1,0,1,0,3,0,0,0,9,8,77,0,1,0,1,0,2,411,6,1,0,0,13
Sukhothai,0,3,12,59,1,2,9,2,47,2,1,0,6,1,0,3,31,4,0,1,35,5,7,0,3,2,3,8,1,0,1,1,5,0,16,0,0,1,5,2,0,0,147,0,7,11,0,8,0,6,1,1,0,0,7,0,2,1,0,1,0,4,12,0,0,0,0,1,19,0,0,1,0,34,1,0,0
Satun,0,0,2,39,0,0,4,0,4,0,0,1,2,0,22,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,2,6,0,3,0,4,0,2,2,5,0,7,3,0,0,2,6,0,2,0,0,0,0,126,2,0,0,7,0,0,5,1,0,0,0,0,1,12,1,0,1,0,0,2,0
Tak,0,3,6,80,0,1,6,0,75,3,1,1,4,3,0,2,82,3,0,1,91,13,2,0,0,4,1,10,0,0,2,1,3,0,36,1,1,5,1,4,0,0,32,0,3,5,0,13,0,1,4,0,1,1,12,0,0,0,0,2,2,8,6,2,2,0,25,0,0,0,0,3,3,2,2,0,0
Trang,0,0,24,72,0,0,1,0,4,0,0,18,2,0,91,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,27,0,1,0,3,0,2,12,48,1,6,3,0,0,1,2,0,1,0,1,0,0,57,0,0,0,15,1,1,3,0,0,0,0,13,0,0,1,1,0,0,0,2,0
Trat,0,0,4,218,0,1,59,24,17,0,1,2,2,159,1,5,0,2,0,2,0,1,2,0,0,1,0,20,0,0,12,0,6,3,1,0,5,13,0,3,2,0,2,0,4,0,1,12,0,0,0,1,0,56,1,2,0,1,9,2,0,1,25,4,1,1,0,0,1,1,0,2,1,0,0,0,0
Ubon Ratchathani,69,0,16,469,1,53,41,3,20,0,3,2,3,7,4,106,0,1,11,2,1,0,1,51,65,0,0,20,0,4,72,19,5,0,1,0,1,10,1,3,2,0,5,0,5,0,5,33,0,0,2,59,0,9,1,2,3,3,4,2,7,1,61,9,37,462,0,0,2,2,5,0,9,0,1,0,86
Udon Thani,2,1,2,287,29,2,21,2,33,2,14,1,8,5,0,454,0,4,26,73,1,3,3,3,73,0,1,19,116,755,63,16,10,1,0,0,0,4,0,5,7,0,10,0,17,2,3,25,0,1,5,8,0,9,0,4,2,0,0,3,92,2,45,3,1,2,1,0,1,0,1,10,0,1,0,0,1
Uttaradit,0,2,8,63,0,1,10,0,32,0,1,0,12,0,0,6,4,2,0,3,21,6,4,0,0,3,14,6,0,1,3,0,6,1,10,0,0,2,11,5,0,0,115,0,10,103,0,9,0,5,0,0,0,9,11,0,1,0,0,0,0,2,11,1,0,1,31,1,5,0,0,2,1,0,0,0,0
Uthai Thani,0,6,18,64,0,0,6,1,3,38,1,0,0,1,0,0,4,2,0,0,0,3,5,0,0,0,0,7,0,0,3,0,11,0,99,0,0,0,1,0,0,0,4,1,3,0,1,10,0,0,2,0,0,2,18,0,1,1,0,0,0,18,3,2,2,0,2,0,3,0,0,0,1,0,0,0,0
Yala,0,0,0,17,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,19,0,0,0,2,4,1,0,1,0,0,0,1,53,0,0,0,1,0,0,42,0,0,0,0,0,0,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0
Yasothon,13,0,1,16,0,8,3,1,0,0,2,0,0,1,0,16,0,1,5,2,0,0,0,12,28,0,0,5,1,0,10,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,63,1,0,0,0,0
