coorx,coory,epoch,uid
100.72669604,13.84617928,1454215501,101197696
100.5665946,13.75883144,1454215500,2215165574
100.48652514,13.75254399,1454215500,137039639
103.65153734,16.05555769,1454215496,964128031
104.82974876,15.28211034,1454215495,105819344
100.59313811,14.06324695,1454215494,64374348
100.53501456,13.74574239,1454215488,286283756
100.41182373,13.87716029,1454215485,134458619
98.95742791,18.78913141,1454215485,272354458
100.5348587,13.75809155,1454215484,300154110
102.78710665,17.40472576,1454215483,2619613274
99.992549,14.020394,1454215480,427332478
100.57766676,13.73467437,1454215479,138617773
100.5974082,13.59540659,1454215478,1680756067
100.60487803,14.06968097,1454215477,478668405
100.7509739,13.5888619,1454215476,509695716
100.54363933,13.74371236,1454215475,74659093
100.13887968,15.70936071,1454212515,2348558725
103.2058473,13.07758114,1454215475,531304278
103.39916659,16.02206213,1454215475,2582555928
100.6007123,13.9142814,1454215474,276852709
98.95680242,18.79841395,1454215471,957785730
100.59326112,14.36030549,1454215471,160520883
100.61624351,13.98890447,1454215470,320699415
101.4067173,14.61687254,1454215469,102947234
101.05091583,16.78931299,1454215468,1343539657
98.98471713,18.80323079,1454215468,154105217
100.36158,13.705441,1454215467,255455485
100.54833412,13.91140711,1454215465,2617478436
100.49876992,13.91113796,1454215465,264635669
98.91864067,18.75941542,1454215460,293572480
100.720905,13.803095,1454215459,297768027
100.93072,12.76727,1454215459,195000149
100.98940589,13.37171469,1454215457,175009888
100.13622503,15.70310963,1454215457,3003184686
100.3863577,13.6786225,1454215456,553410352
100.53405471,13.74685414,1454215452,78269636
99.03066328,18.83427479,1454215451,215620515
100.59723616,13.59046194,1454215450,1680756067
100.67364693,13.77587953,1454215448,1659579404
98.95170701,18.80433091,1454215447,225392844
100.50682601,13.91231538,1454215446,547494349
100.78847675,12.92977174,1454212395,278546027
102.80431012,17.40702306,1454215445,15037293
100.54054779,13.75440968,1454215443,172235039
100.51240247,13.74005723,1454215442,212440632
100.56097,13.81628,1454215441,222745203
100.50456047,13.74491902,1454215439,2579958313
103.29520964,15.29336191,1454215437,3226726724
100.5414623,13.74405924,1454215436,292872730
100.48187967,13.7116239,1454215436,307350747
100.62923,13.710348,1454215436,1939936801
100.53459048,13.74602371,1454215435,2311739184
100.35179257,13.62165653,1454215432,46847287
99.95238409,13.42544553,1454215431,97357297
100.90753924,12.87890085,1454215429,463939651
99.02774155,18.81106247,1454215428,104444087
100.54833412,13.91140711,1454215427,307068332
100.64208269,13.76714723,1454215426,100432008
100.52921534,13.74636762,1454215421,602892129
100.56755314,13.73739277,1454215421,228962493
100.53961317,13.91071737,1454215419,100674743
100.49891269,13.75732738,1454215419,149791355
104.32431851,15.11052898,1454215418,858052802
100.67894697,13.82474523,1454215418,708553668
102.07705287,14.97954658,1454215417,2447516750
100.67823887,13.82507861,1454215417,207414412
100.92845775,13.27709743,1454215416,285446970
99.31435989,13.54493755,1454215414,270702069
100.53378364,13.74443041,1454215413,1004058847
99.87474762,20.04913671,1454215412,241365607
100.54390853,13.74386228,1454215411,74659093
99.8627243,19.88371405,1454215411,1359041094
100.67894697,13.82474523,1454215410,207414412
100.42148657,13.91343405,1454215404,289848141
100.88858478,12.92074807,1454215400,66691549
100.494,13.7522,1454215399,856677266
100.48870492,13.75449275,1454215396,830696880
100.52806519,14.57890998,1454215395,2162856618
100.64824373,13.68949023,1454215388,2943937674
98.40298361,19.37101062,1454215386,325321391
98.97598463,18.79673538,1454215385,123177239
100.53406477,13.74565895,1454215384,1676061186
99.819411,13.53662352,1454215384,3186212928
99.89618719,19.16760905,1454215384,88451293
99.50157784,18.28712103,1454215383,3146086151
100.56369413,13.75015258,1454215380,68476493
101.541177,12.63063477,1454215376,507520831
102.75651268,17.84636589,1454215375,1659386714
100.54889987,13.91018221,1454215375,266740615
100.54501283,13.78015919,1454215372,279462234
99.94815852,13.07320385,1454215371,198865276
100.53830802,13.76490679,1454215370,74443063
99.93515997,13.21624242,1454215369,2271710833
102.7192577,17.35998807,1454215365,2412799669
100.64812822,13.68952642,1454215365,1000669418
100.13690472,18.14345587,1454215364,76884000
100.58533251,13.85458057,1454215364,303654751
100.6007123,13.9142814,1454215364,350785833
99.85575966,19.91616355,1454215363,1086084786
100.43423704,13.7122772,1454215357,514495529
100.60467124,13.66811492,1454215356,108664422
100.56439246,14.34738536,1454215354,2238440245
99.21071605,19.91737045,1454215351,307666789
98.9592507,18.81109703,1454210753,291469966
99.83241386,19.90113384,1454215349,841789758
103.27633881,16.20138957,1454215348,458877222
100.58533251,13.85458057,1454215347,219868090
100.67894697,13.82474523,1454215347,2389139486
98.95420345,18.80077273,1454215346,2357894702
100.6735611,13.7760671,1454215344,391260309
100.60173465,13.661111,1454215343,1531486951
104.62746875,15.91268183,1454215339,56152090
100.494,13.7522,1454215338,178401538
100.60487803,14.06968097,1454215337,389469182
98.97639454,18.80662749,1454215336,324972497
100.52699405,13.73501651,1454215336,110995385
100.53406477,13.74565895,1454215336,307881767
98.96759033,18.80203374,1454215335,1691283337
100.5665946,13.75883144,1454215335,514150966
100.5487566,13.9110362,1454215333,71744947
99.82482433,12.55244811,1454215332,235181797
99.00299,18.776928,1454215331,2166414271
100.55435222,13.81380684,1454215330,79110414
100.67364693,13.77587953,1454215330,391260309
99.7637558,19.82420378,1454215328,107929992
99.10054207,18.85690955,1454215327,268323479
104.72319515,15.35514615,1454215323,116700630
100.53434372,13.72858781,1454215322,563767792
99.84615457,13.53039408,1454215322,847324207
98.9694892,18.7696802,1454215320,3017393485
100.56035356,13.73737693,1454215314,238786580
100.90611507,12.8680224,1454215313,557363243
100.58552899,13.85488681,1454215312,588145696
100.40665052,13.76625962,1454215310,113569553
100.89417028,13.07064952,1454215307,306066328
102.82284425,16.45942507,1454215303,138248671
100.853848,12.650846,1454215303,940986294
100.46775758,13.86888473,1454215301,321417333
98.88330951,18.8159915,1454215300,231028258
100.46775758,13.86888473,1454215300,321417333
100.64742565,13.6877913,1454215299,554950833
100.08802958,17.63505211,1454215297,271862202
100.55384874,13.80260586,1454215297,82629587
100.16062295,13.80893528,1454215293,841586478
102.10324824,15.0077642,1454215292,98901449
100.98336389,14.10375944,1454215288,141832933
98.98194351,19.42969305,1454215286,3113374608
101.01099939,13.5882603,1454215280,251137479
98.82267913,18.93571765,1454215279,306656218
100.752933,13.68695,1454215279,64160621
100.53408623,13.75710155,1454215277,99456662
100.53406477,13.74565895,1454215276,602892129
100.46654168,13.70326748,1454215275,369678678
100.53314209,13.74472101,1454215272,209005368
98.96327709,18.79774639,1454215271,265337813
100.54837704,13.91149043,1454215270,113621019
100.64208269,13.76714723,1454215269,3315717752
100.50945661,13.91109159,1454215269,610048579
100.53460121,13.75806028,1454215268,599072275
99.76664606,19.84156327,1454215264,2370668372
100.54062318,14.44758398,1454215264,244035241
99.84172225,19.93449727,1454215262,91483112
102.7192577,17.87115664,1454210753,201072328
100.6633687,13.6883959,1454215261,318350582
100.53314209,13.74472101,1454215260,353745136
100.5693863,13.7309643,1454215260,2232549943
100.5983067,14.06790063,1454215257,215604184
100.57708731,14.3536724,1454215254,2881961797
100.63465834,13.66945453,1454215251,2543164333
102.745417,17.873264,1454215248,2814515898
100.78867078,14.71832599,1454215248,1603764266
100.53459048,13.74602371,1454215245,465545444
100.54837704,13.91149043,1454215244,1971130010
100.5348587,13.75809155,1454215243,3116896640
100.57269612,13.77001266,1454215241,422345632
100.59653598,13.71877691,1454215240,282918691
100.54187536,13.85535141,1454215237,207413713
100.54795278,13.91326944,1454215236,382102016
100.63454371,13.73644609,1454215235,59980629
100.60893654,14.34298621,1454215234,2205055488
104.87839389,15.25102621,1454215232,1904508648
99.64423735,11.57373741,1454215228,356832406
99.49093349,18.27404914,1454215225,134678953
101.06738352,16.98282593,1454215220,96119493
100.52032084,13.74795203,1454215219,2847309103
100.6167978,13.98896073,1454215218,100103580
100.59903539,13.83155739,1454215217,64179307
100.95704561,12.7660036,1454215217,193532407
99.8249866,13.5423965,1454215214,96557059
100.5737065,13.74729117,1454215213,1917091898
98.99230063,18.78524733,1454215213,753616826
99.955016,13.425004,1454215211,579583153
100.56474965,13.71787802,1454215209,85289604
100.52621142,13.73850867,1454215208,2842000765
102.10975755,14.97745756,1454210065,442701011
99.82958794,19.90113431,1454215205,2361181928
103.2765913,16.21636412,1454215204,1701403812
103.27662066,16.20179024,1454215204,458877222
104.878987,15.251233,1454215199,1904508648
102.135,19.8856,1454215199,308245033
98.82267913,18.93571765,1454215198,306656218
100.646042,13.677753,1454215195,286577797
104.16156997,15.78118808,1454215194,206958099
103.2604054,16.23685474,1454215194,383728532
100.55384874,13.80260586,1454215193,2773382358
102.74846974,17.86557913,1454215188,2358046124
100.53269596,13.74616878,1454215186,1344149070
100.601935,14.07325,1454215182,81794845
98.97609326,18.47559608,1454215182,67818067
101.21498108,14.20348385,1454215182,3151525225
98.9817,18.7903,1454215181,279032048
100.53620249,13.8383586,1454215180,982532006
101.37200832,14.43734008,1454215178,988964568
100.57187177,13.84141774,1454215177,261803843
100.51707038,13.72106686,1454215177,309933510
100.61781406,13.98893782,1454215173,281584718
100.64801783,13.69419541,1454215167,397821543
100.584957,13.74830601,1454215166,71241624
98.9592507,18.81109703,1454215163,291469966
99.31435989,13.54493755,1454215163,270702069
100.89612007,12.89672574,1454215162,387722916
99.819705,13.5366232,1454215160,2912556530
99.85699172,20.14653319,1454215158,2926728403
100.57640581,14.35586301,1454215158,516529069
100.52050889,13.7477172,1454215156,2209892540
100.7971101,13.75534469,1454215154,141428931
100.55171003,13.91384143,1454215153,401866841
101.92139904,12.60743178,1454215152,62475171
100.89612007,12.89672574,1454215147,240290793
100.51688751,13.73845031,1454215146,143400796
100.79732895,13.75580933,1454215146,141428931
100.5348587,13.75809155,1454215145,2916544837
100.57243233,13.75550366,1454215142,115381876
100.5948282,13.8762311,1454215138,523105727
100.51658599,13.738584,1454215138,143400796
102.028258,14.936996,1454215137,239638107
100.58052786,14.05755634,1454215134,2155111434
102.09264278,14.9779792,1454215133,134407738
98.978302,18.772441,1454215128,2794125427
98.82267913,18.93571765,1454215125,306656218
104.82321757,15.239771,1454215125,2600764034
100.71266701,13.95802898,1454215124,749499529
100.51679134,13.73763421,1454215123,143400796
99.39697922,18.25590573,1454215120,2518319288
100.53451538,13.74659689,1454215119,105798010
100.56865724,13.73041578,1454215078,139755642
104.89833912,15.11814288,1454215115,1108606819
101.27025237,19.6678155,1454215115,195701547
100.13986588,18.12109594,1454215113,2366770706
98.976609,18.8348,1454215111,198467271
99.47168208,18.83646669,1454215110,167805867
100.59581953,13.65001049,1454215108,296755001
100.56790352,13.99762013,1454215108,3237463010
99.50982,16.4783,1454215107,46847287
100.60487803,14.06968097,1454215107,265192826
100.60487803,14.06968097,1454215105,179129299
100.53275585,13.74592991,1454215105,288908686
104.8481611,15.23605038,1454215103,992910817
100.75121635,13.692762,1454215103,17514020
100.65907703,13.99791515,1454215100,105501490
100.67894697,13.82474523,1454215096,2195756712
100.54889987,13.91018221,1454215094,174692129
101.56524933,14.84542268,1454215094,104203853
100.54641366,13.9128755,1454215093,59423613
100.52621142,13.73850867,1454215092,2842000765
100.58337674,13.73412003,1454215091,61837842
100.1274878,15.70051353,1454215089,300859605
100.53873007,13.76447458,1454215089,83602980
100.53343177,13.72848359,1454215085,340161343
100.52940368,13.75578485,1454215082,14544925
102.064957,12.479739,1454215082,150669232
100.89385222,12.91141671,1454215081,2455955606
100.64742565,13.6877913,1454215079,2913303224
100.58216574,13.83760678,1454139812,285696495
100.68042554,13.6475211,1454215076,2375415806
100.56280435,13.70419642,1454215072,214798086
100.89612007,12.89672574,1454215069,1124691157
100.476485,13.71408,1454215065,2311613898
100.54497438,13.7800175,1454215061,1405405676
100.65442245,13.51757774,1454215057,581397623
104.64462573,17.38892833,1454215056,369540584
99.95552632,12.56994837,1454215056,532317708
104.79391856,15.20924853,1454215053,2301478376
100.92022183,12.98823951,1454215051,90187088
103.24988777,16.25082959,1454215050,2312162624
100.53045988,13.73296514,1454215049,99632634
100.54383162,13.74369963,1454215049,1260977096
100.54837704,13.91149043,1454215049,828223891
99.97950604,13.91127021,1454215044,2304362977
102.730257,16.450624,1454215044,1687131290
100.54380415,13.74368524,1454215043,1260977096
98.96327709,18.79774639,1454215040,2227091185
100.57283621,13.74046931,1454215038,275865829
100.59314847,14.06323177,1454215038,64374348
100.57496759,13.8724059,1454215037,141867237
100.67721236,13.77280618,1454215034,274918527
100.47928338,13.7139248,1454215033,491326086
100.421573,13.913708,1454215033,104347970
102.81393577,16.46600841,1454215032,624892617
100.58529184,14.35431337,1454215031,146433110
103.50283825,16.42909724,1454215029,2791955745
