uid;polyline;isLeafNode;province
32258;LINESTRING(100.88028004 15.5850207636, 100.784206661 15.5850207636, 100.784206661 15.4950196667, 100.88028004 15.4950196667, 100.88028004 15.5850207636);True;Lopburi
32259;LINESTRING(100.88028004 15.4950196667, 100.784206661 15.4950196667, 100.784206661 15.4050185697, 100.88028004 15.4050185697, 100.88028004 15.4950196667);True;Lopburi
32260;LINESTRING(100.97635342 15.4950196667, 100.88028004 15.4950196667, 100.88028004 15.4050185697, 100.97635342 15.4050185697, 100.97635342 15.4950196667);True;Lopburi
32248;LINESTRING(101.168500179 15.5850207636, 100.97635342 15.5850207636, 100.97635342 15.4050185697, 101.168500179 15.4050185697, 101.168500179 15.5850207636);True;Phetchabun
32273;LINESTRING(101.168500179 15.4050185697, 101.072426799 15.4050185697, 101.072426799 15.3150174727, 101.168500179 15.3150174727, 101.168500179 15.4050185697);True;Phetchabun
32274;LINESTRING(101.072426799 15.4050185697, 100.97635342 15.4050185697, 100.97635342 15.3150174727, 101.072426799 15.3150174727, 101.072426799 15.4050185697);True;Phetchabun
32275;LINESTRING(101.072426799 15.3150174727, 100.97635342 15.3150174727, 100.97635342 15.2250163758, 101.072426799 15.2250163758, 101.072426799 15.3150174727);True;Lopburi
32276;LINESTRING(101.168500179 15.3150174727, 101.072426799 15.3150174727, 101.072426799 15.2250163758, 101.168500179 15.2250163758, 101.168500179 15.3150174727);True;Lopburi
32270;LINESTRING(100.97635342 15.4050185697, 100.784206661 15.4050185697, 100.784206661 15.2250163758, 100.97635342 15.2250163758, 100.97635342 15.4050185697);True;Lopburi
32271;LINESTRING(100.97635342 15.2250163758, 100.784206661 15.2250163758, 100.784206661 15.0450141818, 100.97635342 15.0450141818, 100.97635342 15.2250163758);True;Lopburi
32272;LINESTRING(101.168500179 15.2250163758, 100.97635342 15.2250163758, 100.97635342 15.0450141818, 101.168500179 15.0450141818, 101.168500179 15.2250163758);True;Lopburi
32289;LINESTRING(100.784206661 15.4050185697, 100.592059902 15.4050185697, 100.592059902 15.2250163758, 100.784206661 15.2250163758, 100.784206661 15.4050185697);True;Lopburi
32290;LINESTRING(100.592059902 15.4050185697, 100.399913143 15.4050185697, 100.399913143 15.2250163758, 100.592059902 15.2250163758, 100.592059902 15.4050185697);True;Nakhon Sawan
32301;LINESTRING(100.592059902 15.2250163758, 100.495986522 15.2250163758, 100.495986522 15.1350152788, 100.592059902 15.1350152788, 100.592059902 15.2250163758);True;Lopburi
32302;LINESTRING(100.495986522 15.2250163758, 100.399913143 15.2250163758, 100.399913143 15.1350152788, 100.495986522 15.1350152788, 100.495986522 15.2250163758);True;Nakhon Sawan
32303;LINESTRING(100.495986522 15.1350152788, 100.399913143 15.1350152788, 100.399913143 15.0450141818, 100.495986522 15.0450141818, 100.495986522 15.1350152788);True;Lopburi
32304;LINESTRING(100.592059902 15.1350152788, 100.495986522 15.1350152788, 100.495986522 15.0450141818, 100.592059902 15.0450141818, 100.592059902 15.1350152788);True;Lopburi
32292;LINESTRING(100.784206661 15.2250163758, 100.592059902 15.2250163758, 100.592059902 15.0450141818, 100.784206661 15.0450141818, 100.784206661 15.2250163758);True;Lopburi
32309;LINESTRING(100.784206661 15.0450141818, 100.592059902 15.0450141818, 100.592059902 14.8650119879, 100.784206661 14.8650119879, 100.784206661 15.0450141818);True;Lopburi
32310;LINESTRING(100.592059902 15.0450141818, 100.399913143 15.0450141818, 100.399913143 14.8650119879, 100.592059902 14.8650119879, 100.592059902 15.0450141818);True;Lopburi
32321;LINESTRING(100.592059902 14.8650119879, 100.495986522 14.8650119879, 100.495986522 14.7750108909, 100.592059902 14.7750108909, 100.592059902 14.8650119879);True;Lopburi
32322;LINESTRING(100.495986522 14.8650119879, 100.399913143 14.8650119879, 100.399913143 14.7750108909, 100.495986522 14.7750108909, 100.495986522 14.8650119879);True;Sing Buri
32323;LINESTRING(100.495986522 14.7750108909, 100.399913143 14.7750108909, 100.399913143 14.6850097939, 100.495986522 14.6850097939, 100.495986522 14.7750108909);True;Sing Buri
32324;LINESTRING(100.592059902 14.7750108909, 100.495986522 14.7750108909, 100.495986522 14.6850097939, 100.592059902 14.6850097939, 100.592059902 14.7750108909);True;Lopburi
32325;LINESTRING(100.784206661 14.8650119879, 100.688133281 14.8650119879, 100.688133281 14.7750108909, 100.784206661 14.7750108909, 100.784206661 14.8650119879);True;Lopburi
32326;LINESTRING(100.688133281 14.8650119879, 100.592059902 14.8650119879, 100.592059902 14.7750108909, 100.688133281 14.7750108909, 100.688133281 14.8650119879);True;Lopburi
32327;LINESTRING(100.688133281 14.7750108909, 100.592059902 14.7750108909, 100.592059902 14.6850097939, 100.688133281 14.6850097939, 100.688133281 14.7750108909);True;Lopburi
32328;LINESTRING(100.784206661 14.7750108909, 100.688133281 14.7750108909, 100.688133281 14.6850097939, 100.784206661 14.6850097939, 100.784206661 14.7750108909);True;Saraburi
32329;LINESTRING(101.168500179 15.0450141818, 100.97635342 15.0450141818, 100.97635342 14.8650119879, 101.168500179 14.8650119879, 101.168500179 15.0450141818);True;Lopburi
32330;LINESTRING(100.97635342 15.0450141818, 100.784206661 15.0450141818, 100.784206661 14.8650119879, 100.97635342 14.8650119879, 100.97635342 15.0450141818);True;Lopburi
32341;LINESTRING(100.97635342 14.8650119879, 100.88028004 14.8650119879, 100.88028004 14.7750108909, 100.97635342 14.7750108909, 100.97635342 14.8650119879);True;Lopburi
32342;LINESTRING(100.88028004 14.8650119879, 100.784206661 14.8650119879, 100.784206661 14.7750108909, 100.88028004 14.7750108909, 100.88028004 14.8650119879);True;Lopburi
32343;LINESTRING(100.88028004 14.7750108909, 100.784206661 14.7750108909, 100.784206661 14.6850097939, 100.88028004 14.6850097939, 100.88028004 14.7750108909);True;Saraburi
32344;LINESTRING(100.97635342 14.7750108909, 100.88028004 14.7750108909, 100.88028004 14.6850097939, 100.97635342 14.6850097939, 100.97635342 14.7750108909);True;Saraburi
32345;LINESTRING(101.168500179 14.8650119879, 101.072426799 14.8650119879, 101.072426799 14.7750108909, 101.168500179 14.7750108909, 101.168500179 14.8650119879);True;Saraburi
32346;LINESTRING(101.072426799 14.8650119879, 100.97635342 14.8650119879, 100.97635342 14.7750108909, 101.072426799 14.7750108909, 101.072426799 14.8650119879);True;Lopburi
32347;LINESTRING(101.072426799 14.7750108909, 100.97635342 14.7750108909, 100.97635342 14.6850097939, 101.072426799 14.6850097939, 101.072426799 14.7750108909);True;Saraburi
32348;LINESTRING(101.168500179 14.7750108909, 101.072426799 14.7750108909, 101.072426799 14.6850097939, 101.168500179 14.6850097939, 101.168500179 14.7750108909);True;Saraburi
32349;LINESTRING(101.937087215 15.4050185697, 101.552793697 15.4050185697, 101.552793697 15.0450141818, 101.937087215 15.0450141818, 101.937087215 15.4050185697);True;Nakhon Ratchasima
32377;LINESTRING(101.552793697 15.4050185697, 101.456720317 15.4050185697, 101.456720317 15.3150174727, 101.552793697 15.3150174727, 101.552793697 15.4050185697);True;Nakhon Ratchasima
32378;LINESTRING(101.456720317 15.4050185697, 101.360646938 15.4050185697, 101.360646938 15.3150174727, 101.456720317 15.3150174727, 101.456720317 15.4050185697);True;Chaiyaphum
32379;LINESTRING(101.456720317 15.3150174727, 101.360646938 15.3150174727, 101.360646938 15.2250163758, 101.456720317 15.2250163758, 101.456720317 15.3150174727);True;Nakhon Ratchasima
32380;LINESTRING(101.552793697 15.3150174727, 101.456720317 15.3150174727, 101.456720317 15.2250163758, 101.552793697 15.2250163758, 101.552793697 15.3150174727);True;Nakhon Ratchasima
32381;LINESTRING(101.360646938 15.4050185697, 101.264573558 15.4050185697, 101.264573558 15.3150174727, 101.360646938 15.3150174727, 101.360646938 15.4050185697);True;Lopburi
32382;LINESTRING(101.264573558 15.4050185697, 101.168500179 15.4050185697, 101.168500179 15.3150174727, 101.264573558 15.3150174727, 101.264573558 15.4050185697);True;Phetchabun
32383;LINESTRING(101.264573558 15.3150174727, 101.168500179 15.3150174727, 101.168500179 15.2250163758, 101.264573558 15.2250163758, 101.264573558 15.3150174727);True;Lopburi
32384;LINESTRING(101.360646938 15.3150174727, 101.264573558 15.3150174727, 101.264573558 15.2250163758, 101.360646938 15.2250163758, 101.360646938 15.3150174727);True;Lopburi
32375;LINESTRING(101.360646938 15.2250163758, 101.168500179 15.2250163758, 101.168500179 15.0450141818, 101.360646938 15.0450141818, 101.360646938 15.2250163758);True;Lopburi
32376;LINESTRING(101.552793697 15.2250163758, 101.360646938 15.2250163758, 101.360646938 15.0450141818, 101.552793697 15.0450141818, 101.552793697 15.2250163758);True;Nakhon Ratchasima
32397;LINESTRING(101.552793697 15.0450141818, 101.456720317 15.0450141818, 101.456720317 14.9550130848, 101.552793697 14.9550130848, 101.552793697 15.0450141818);True;Nakhon Ratchasima
32398;LINESTRING(101.456720317 15.0450141818, 101.360646938 15.0450141818, 101.360646938 14.9550130848, 101.456720317 14.9550130848, 101.456720317 15.0450141818);True;Saraburi
32399;LINESTRING(101.456720317 14.9550130848, 101.360646938 14.9550130848, 101.360646938 14.8650119879, 101.456720317 14.8650119879, 101.456720317 14.9550130848);True;Saraburi
32400;LINESTRING(101.552793697 14.9550130848, 101.456720317 14.9550130848, 101.456720317 14.8650119879, 101.552793697 14.8650119879, 101.552793697 14.9550130848);True;Nakhon Ratchasima
32401;LINESTRING(101.360646938 15.0450141818, 101.264573558 15.0450141818, 101.264573558 14.9550130848, 101.360646938 14.9550130848, 101.360646938 15.0450141818);True;Lopburi
32402;LINESTRING(101.264573558 15.0450141818, 101.168500179 15.0450141818, 101.168500179 14.9550130848, 101.264573558 14.9550130848, 101.264573558 15.0450141818);True;Lopburi
32403;LINESTRING(101.264573558 14.9550130848, 101.168500179 14.9550130848, 101.168500179 14.8650119879, 101.264573558 14.8650119879, 101.264573558 14.9550130848);True;Saraburi
32404;LINESTRING(101.360646938 14.9550130848, 101.264573558 14.9550130848, 101.264573558 14.8650119879, 101.360646938 14.8650119879, 101.360646938 14.9550130848);True;Saraburi
32405;LINESTRING(101.360646938 14.8650119879, 101.264573558 14.8650119879, 101.264573558 14.7750108909, 101.360646938 14.7750108909, 101.360646938 14.8650119879);True;Saraburi
32406;LINESTRING(101.264573558 14.8650119879, 101.168500179 14.8650119879, 101.168500179 14.7750108909, 101.264573558 14.7750108909, 101.264573558 14.8650119879);True;Saraburi
32407;LINESTRING(101.264573558 14.7750108909, 101.168500179 14.7750108909, 101.168500179 14.6850097939, 101.264573558 14.6850097939, 101.264573558 14.7750108909);True;Nakhon Ratchasima
32408;LINESTRING(101.360646938 14.7750108909, 101.264573558 14.7750108909, 101.264573558 14.6850097939, 101.360646938 14.6850097939, 101.360646938 14.7750108909);True;Nakhon Ratchasima
32396;LINESTRING(101.552793697 14.8650119879, 101.360646938 14.8650119879, 101.360646938 14.6850097939, 101.552793697 14.6850097939, 101.552793697 14.8650119879);True;Nakhon Ratchasima
32352;LINESTRING(101.937087215 15.0450141818, 101.552793697 15.0450141818, 101.552793697 14.6850097939, 101.937087215 14.6850097939, 101.937087215 15.0450141818);True;Nakhon Ratchasima
32437;LINESTRING(103.474261286 16.1250273455, 103.089967768 16.1250273455, 103.089967768 15.7650229576, 103.474261286 15.7650229576, 103.474261286 16.1250273455);True;Maha Sarakham
32461;LINESTRING(103.089967768 16.1250273455, 102.897821009 16.1250273455, 102.897821009 15.9450251515, 103.089967768 15.9450251515, 103.089967768 16.1250273455);True;Maha Sarakham
32462;LINESTRING(102.897821009 16.1250273455, 102.70567425 16.1250273455, 102.70567425 15.9450251515, 102.897821009 15.9450251515, 102.897821009 16.1250273455);True;Khon Kaen
32463;LINESTRING(102.897821009 15.9450251515, 102.70567425 15.9450251515, 102.70567425 15.7650229576, 102.897821009 15.7650229576, 102.897821009 15.9450251515);True;Khon Kaen
32464;LINESTRING(103.089967768 15.9450251515, 102.897821009 15.9450251515, 102.897821009 15.7650229576, 103.089967768 15.7650229576, 103.089967768 15.9450251515);True;Maha Sarakham
32485;LINESTRING(103.089967768 15.7650229576, 102.993894389 15.7650229576, 102.993894389 15.6750218606, 103.089967768 15.6750218606, 103.089967768 15.7650229576);True;Maha Sarakham
32486;LINESTRING(102.993894389 15.7650229576, 102.897821009 15.7650229576, 102.897821009 15.6750218606, 102.993894389 15.6750218606, 102.993894389 15.7650229576);True;Buri Ram
32487;LINESTRING(102.993894389 15.6750218606, 102.897821009 15.6750218606, 102.897821009 15.5850207636, 102.993894389 15.5850207636, 102.993894389 15.6750218606);True;Buri Ram
32488;LINESTRING(103.089967768 15.6750218606, 102.993894389 15.6750218606, 102.993894389 15.5850207636, 103.089967768 15.5850207636, 103.089967768 15.6750218606);True;Maha Sarakham
32489;LINESTRING(102.897821009 15.7650229576, 102.80174763 15.7650229576, 102.80174763 15.6750218606, 102.897821009 15.6750218606, 102.897821009 15.7650229576);True;Khon Kaen
32490;LINESTRING(102.80174763 15.7650229576, 102.70567425 15.7650229576, 102.70567425 15.6750218606, 102.80174763 15.6750218606, 102.80174763 15.7650229576);True;Khon Kaen
32491;LINESTRING(102.80174763 15.6750218606, 102.70567425 15.6750218606, 102.70567425 15.5850207636, 102.80174763 15.5850207636, 102.80174763 15.6750218606);True;Nakhon Ratchasima
32492;LINESTRING(102.897821009 15.6750218606, 102.80174763 15.6750218606, 102.80174763 15.5850207636, 102.897821009 15.5850207636, 102.897821009 15.6750218606);True;Buri Ram
32493;LINESTRING(102.897821009 15.5850207636, 102.80174763 15.5850207636, 102.80174763 15.4950196667, 102.897821009 15.4950196667, 102.897821009 15.5850207636);True;Buri Ram
32494;LINESTRING(102.80174763 15.5850207636, 102.70567425 15.5850207636, 102.70567425 15.4950196667, 102.80174763 15.4950196667, 102.80174763 15.5850207636);True;Nakhon Ratchasima
32495;LINESTRING(102.80174763 15.4950196667, 102.70567425 15.4950196667, 102.70567425 15.4050185697, 102.80174763 15.4050185697, 102.80174763 15.4950196667);True;Nakhon Ratchasima
32496;LINESTRING(102.897821009 15.4950196667, 102.80174763 15.4950196667, 102.80174763 15.4050185697, 102.897821009 15.4050185697, 102.897821009 15.4950196667);True;Nakhon Ratchasima
32497;LINESTRING(103.089967768 15.5850207636, 102.993894389 15.5850207636, 102.993894389 15.4950196667, 103.089967768 15.4950196667, 103.089967768 15.5850207636);True;Buri Ram
32498;LINESTRING(102.993894389 15.5850207636, 102.897821009 15.5850207636, 102.897821009 15.4950196667, 102.993894389 15.4950196667, 102.993894389 15.5850207636);True;Buri Ram
32499;LINESTRING(102.993894389 15.4950196667, 102.897821009 15.4950196667, 102.897821009 15.4050185697, 102.993894389 15.4050185697, 102.993894389 15.4950196667);True;Nakhon Ratchasima
32500;LINESTRING(103.089967768 15.4950196667, 102.993894389 15.4950196667, 102.993894389 15.4050185697, 103.089967768 15.4050185697, 103.089967768 15.4950196667);True;Buri Ram
32505;LINESTRING(103.474261286 15.7650229576, 103.378187907 15.7650229576, 103.378187907 15.6750218606, 103.474261286 15.6750218606, 103.474261286 15.7650229576);True;Roi Et
32506;LINESTRING(103.378187907 15.7650229576, 103.282114527 15.7650229576, 103.282114527 15.6750218606, 103.378187907 15.6750218606, 103.378187907 15.7650229576);True;Maha Sarakham
32507;LINESTRING(103.378187907 15.6750218606, 103.282114527 15.6750218606, 103.282114527 15.5850207636, 103.378187907 15.5850207636, 103.378187907 15.6750218606);True;Roi Et
32508;LINESTRING(103.474261286 15.6750218606, 103.378187907 15.6750218606, 103.378187907 15.5850207636, 103.474261286 15.5850207636, 103.474261286 15.6750218606);True;Roi Et
32502;LINESTRING(103.282114527 15.7650229576, 103.089967768 15.7650229576, 103.089967768 15.5850207636, 103.282114527 15.5850207636, 103.282114527 15.7650229576);True;Maha Sarakham
32513;LINESTRING(103.282114527 15.5850207636, 103.186041148 15.5850207636, 103.186041148 15.4950196667, 103.282114527 15.4950196667, 103.282114527 15.5850207636);True;Maha Sarakham
32514;LINESTRING(103.186041148 15.5850207636, 103.089967768 15.5850207636, 103.089967768 15.4950196667, 103.186041148 15.4950196667, 103.186041148 15.5850207636);True;Maha Sarakham
32515;LINESTRING(103.186041148 15.4950196667, 103.089967768 15.4950196667, 103.089967768 15.4050185697, 103.186041148 15.4050185697, 103.186041148 15.4950196667);True;Surin
32516;LINESTRING(103.282114527 15.4950196667, 103.186041148 15.4950196667, 103.186041148 15.4050185697, 103.282114527 15.4050185697, 103.282114527 15.4950196667);True;Maha Sarakham
32517;LINESTRING(103.474261286 15.5850207636, 103.378187907 15.5850207636, 103.378187907 15.4950196667, 103.474261286 15.4950196667, 103.474261286 15.5850207636);True;Roi Et
32518;LINESTRING(103.378187907 15.5850207636, 103.282114527 15.5850207636, 103.282114527 15.4950196667, 103.378187907 15.4950196667, 103.378187907 15.5850207636);True;Maha Sarakham
32519;LINESTRING(103.378187907 15.4950196667, 103.282114527 15.4950196667, 103.282114527 15.4050185697, 103.378187907 15.4050185697, 103.378187907 15.4950196667);True;Maha Sarakham
32520;LINESTRING(103.474261286 15.4950196667, 103.378187907 15.4950196667, 103.378187907 15.4050185697, 103.474261286 15.4050185697, 103.474261286 15.4950196667);True;Roi Et
32525;LINESTRING(102.70567425 16.1250273455, 102.513527491 16.1250273455, 102.513527491 15.9450251515, 102.70567425 15.9450251515, 102.70567425 16.1250273455);True;Khon Kaen
32533;LINESTRING(102.513527491 16.1250273455, 102.417454112 16.1250273455, 102.417454112 16.0350262485, 102.513527491 16.0350262485, 102.513527491 16.1250273455);True;Khon Kaen
32534;LINESTRING(102.417454112 16.1250273455, 102.321380732 16.1250273455, 102.321380732 16.0350262485, 102.417454112 16.0350262485, 102.417454112 16.1250273455);True;Khon Kaen
32535;LINESTRING(102.417454112 16.0350262485, 102.321380732 16.0350262485, 102.321380732 15.9450251515, 102.417454112 15.9450251515, 102.417454112 16.0350262485);True;Chaiyaphum
32536;LINESTRING(102.513527491 16.0350262485, 102.417454112 16.0350262485, 102.417454112 15.9450251515, 102.513527491 15.9450251515, 102.513527491 16.0350262485);True;Khon Kaen
32527;LINESTRING(102.513527491 15.9450251515, 102.321380732 15.9450251515, 102.321380732 15.7650229576, 102.513527491 15.7650229576, 102.513527491 15.9450251515);True;Khon Kaen
32528;LINESTRING(102.70567425 15.9450251515, 102.513527491 15.9450251515, 102.513527491 15.7650229576, 102.70567425 15.7650229576, 102.70567425 15.9450251515);True;Khon Kaen
32522;LINESTRING(102.321380732 16.1250273455, 101.937087215 16.1250273455, 101.937087215 15.7650229576, 102.321380732 15.7650229576, 102.321380732 16.1250273455);True;Chaiyaphum
32565;LINESTRING(102.321380732 15.7650229576, 102.129233973 15.7650229576, 102.129233973 15.5850207636, 102.321380732 15.5850207636, 102.321380732 15.7650229576);True;Nakhon Ratchasima
32566;LINESTRING(102.129233973 15.7650229576, 101.937087215 15.7650229576, 101.937087215 15.5850207636, 102.129233973 15.5850207636, 102.129233973 15.7650229576);True;Chaiyaphum
32577;LINESTRING(102.129233973 15.5850207636, 102.033160594 15.5850207636, 102.033160594 15.4950196667, 102.129233973 15.4950196667, 102.129233973 15.5850207636);True;Nakhon Ratchasima
32578;LINESTRING(102.033160594 15.5850207636, 101.937087215 15.5850207636, 101.937087215 15.4950196667, 102.033160594 15.4950196667, 102.033160594 15.5850207636);True;Chaiyaphum
32579;LINESTRING(102.033160594 15.4950196667, 101.937087215 15.4950196667, 101.937087215 15.4050185697, 102.033160594 15.4050185697, 102.033160594 15.4950196667);True;Nakhon Ratchasima
32580;LINESTRING(102.129233973 15.4950196667, 102.033160594 15.4950196667, 102.033160594 15.4050185697, 102.129233973 15.4050185697, 102.129233973 15.4950196667);True;Nakhon Ratchasima
32568;LINESTRING(102.321380732 15.5850207636, 102.129233973 15.5850207636, 102.129233973 15.4050185697, 102.321380732 15.4050185697, 102.321380732 15.5850207636);True;Nakhon Ratchasima
32589;LINESTRING(102.70567425 15.7650229576, 102.609600871 15.7650229576, 102.609600871 15.6750218606, 102.70567425 15.6750218606, 102.70567425 15.7650229576);True;Khon Kaen
32590;LINESTRING(102.609600871 15.7650229576, 102.513527491 15.7650229576, 102.513527491 15.6750218606, 102.609600871 15.6750218606, 102.609600871 15.7650229576);True;Khon Kaen
32591;LINESTRING(102.609600871 15.6750218606, 102.513527491 15.6750218606, 102.513527491 15.5850207636, 102.609600871 15.5850207636, 102.609600871 15.6750218606);True;Nakhon Ratchasima
32592;LINESTRING(102.70567425 15.6750218606, 102.609600871 15.6750218606, 102.609600871 15.5850207636, 102.70567425 15.5850207636, 102.70567425 15.6750218606);True;Nakhon Ratchasima
32593;LINESTRING(102.513527491 15.7650229576, 102.417454112 15.7650229576, 102.417454112 15.6750218606, 102.513527491 15.6750218606, 102.513527491 15.7650229576);True;Khon Kaen
32594;LINESTRING(102.417454112 15.7650229576, 102.321380732 15.7650229576, 102.321380732 15.6750218606, 102.417454112 15.6750218606, 102.417454112 15.7650229576);True;Nakhon Ratchasima
32595;LINESTRING(102.417454112 15.6750218606, 102.321380732 15.6750218606, 102.321380732 15.5850207636, 102.417454112 15.5850207636, 102.417454112 15.6750218606);True;Nakhon Ratchasima
32596;LINESTRING(102.513527491 15.6750218606, 102.417454112 15.6750218606, 102.417454112 15.5850207636, 102.513527491 15.5850207636, 102.513527491 15.6750218606);True;Nakhon Ratchasima
32587;LINESTRING(102.513527491 15.5850207636, 102.321380732 15.5850207636, 102.321380732 15.4050185697, 102.513527491 15.4050185697, 102.513527491 15.5850207636);True;Nakhon Ratchasima
32588;LINESTRING(102.70567425 15.5850207636, 102.513527491 15.5850207636, 102.513527491 15.4050185697, 102.70567425 15.4050185697, 102.70567425 15.5850207636);True;Nakhon Ratchasima
32605;LINESTRING(102.70567425 15.4050185697, 102.321380732 15.4050185697, 102.321380732 15.0450141818, 102.70567425 15.0450141818, 102.70567425 15.4050185697);True;Nakhon Ratchasima
32606;LINESTRING(102.321380732 15.4050185697, 101.937087215 15.4050185697, 101.937087215 15.0450141818, 102.321380732 15.0450141818, 102.321380732 15.4050185697);True;Nakhon Ratchasima
32607;LINESTRING(102.321380732 15.0450141818, 101.937087215 15.0450141818, 101.937087215 14.6850097939, 102.321380732 14.6850097939, 102.321380732 15.0450141818);True;Nakhon Ratchasima
32673;LINESTRING(102.70567425 15.0450141818, 102.609600871 15.0450141818, 102.609600871 14.9550130848, 102.70567425 14.9550130848, 102.70567425 15.0450141818);True;Nakhon Ratchasima
32674;LINESTRING(102.609600871 15.0450141818, 102.513527491 15.0450141818, 102.513527491 14.9550130848, 102.609600871 14.9550130848, 102.609600871 15.0450141818);True;Nakhon Ratchasima
32675;LINESTRING(102.609600871 14.9550130848, 102.513527491 14.9550130848, 102.513527491 14.8650119879, 102.609600871 14.8650119879, 102.609600871 14.9550130848);True;Nakhon Ratchasima
32676;LINESTRING(102.70567425 14.9550130848, 102.609600871 14.9550130848, 102.609600871 14.8650119879, 102.70567425 14.8650119879, 102.70567425 14.9550130848);True;Buri Ram
32670;LINESTRING(102.513527491 15.0450141818, 102.321380732 15.0450141818, 102.321380732 14.8650119879, 102.513527491 14.8650119879, 102.513527491 15.0450141818);True;Nakhon Ratchasima
32681;LINESTRING(102.513527491 14.8650119879, 102.417454112 14.8650119879, 102.417454112 14.7750108909, 102.513527491 14.7750108909, 102.513527491 14.8650119879);True;Buri Ram
32682;LINESTRING(102.417454112 14.8650119879, 102.321380732 14.8650119879, 102.321380732 14.7750108909, 102.417454112 14.7750108909, 102.417454112 14.8650119879);True;Nakhon Ratchasima
32683;LINESTRING(102.417454112 14.7750108909, 102.321380732 14.7750108909, 102.321380732 14.6850097939, 102.417454112 14.6850097939, 102.417454112 14.7750108909);True;Nakhon Ratchasima
32684;LINESTRING(102.513527491 14.7750108909, 102.417454112 14.7750108909, 102.417454112 14.6850097939, 102.513527491 14.6850097939, 102.513527491 14.7750108909);True;Nakhon Ratchasima
32672;LINESTRING(102.70567425 14.8650119879, 102.513527491 14.8650119879, 102.513527491 14.6850097939, 102.70567425 14.6850097939, 102.70567425 14.8650119879);True;Buri Ram
32697;LINESTRING(103.474261286 15.4050185697, 103.378187907 15.4050185697, 103.378187907 15.3150174727, 103.474261286 15.3150174727, 103.474261286 15.4050185697);True;Surin
32698;LINESTRING(103.378187907 15.4050185697, 103.282114527 15.4050185697, 103.282114527 15.3150174727, 103.378187907 15.3150174727, 103.378187907 15.4050185697);True;Surin
32699;LINESTRING(103.378187907 15.3150174727, 103.282114527 15.3150174727, 103.282114527 15.2250163758, 103.378187907 15.2250163758, 103.378187907 15.3150174727);True;Buri Ram
32700;LINESTRING(103.474261286 15.3150174727, 103.378187907 15.3150174727, 103.378187907 15.2250163758, 103.474261286 15.2250163758, 103.474261286 15.3150174727);True;Buri Ram
32701;LINESTRING(103.282114527 15.4050185697, 103.186041148 15.4050185697, 103.186041148 15.3150174727, 103.282114527 15.3150174727, 103.282114527 15.4050185697);True;Surin
32702;LINESTRING(103.186041148 15.4050185697, 103.089967768 15.4050185697, 103.089967768 15.3150174727, 103.186041148 15.3150174727, 103.186041148 15.4050185697);True;Buri Ram
32703;LINESTRING(103.186041148 15.3150174727, 103.089967768 15.3150174727, 103.089967768 15.2250163758, 103.186041148 15.2250163758, 103.186041148 15.3150174727);True;Buri Ram
32704;LINESTRING(103.282114527 15.3150174727, 103.186041148 15.3150174727, 103.186041148 15.2250163758, 103.282114527 15.2250163758, 103.282114527 15.3150174727);True;Buri Ram
32695;LINESTRING(103.282114527 15.2250163758, 103.089967768 15.2250163758, 103.089967768 15.0450141818, 103.282114527 15.0450141818, 103.282114527 15.2250163758);True;Buri Ram
32709;LINESTRING(103.474261286 15.2250163758, 103.378187907 15.2250163758, 103.378187907 15.1350152788, 103.474261286 15.1350152788, 103.474261286 15.2250163758);True;Surin
32710;LINESTRING(103.378187907 15.2250163758, 103.282114527 15.2250163758, 103.282114527 15.1350152788, 103.378187907 15.1350152788, 103.378187907 15.2250163758);True;Buri Ram
32711;LINESTRING(103.378187907 15.1350152788, 103.282114527 15.1350152788, 103.282114527 15.0450141818, 103.378187907 15.0450141818, 103.378187907 15.1350152788);True;Buri Ram
32712;LINESTRING(103.474261286 15.1350152788, 103.378187907 15.1350152788, 103.378187907 15.0450141818, 103.474261286 15.0450141818, 103.474261286 15.1350152788);True;Buri Ram
32717;LINESTRING(103.089967768 15.4050185697, 102.993894389 15.4050185697, 102.993894389 15.3150174727, 103.089967768 15.3150174727, 103.089967768 15.4050185697);True;Buri Ram
32718;LINESTRING(102.993894389 15.4050185697, 102.897821009 15.4050185697, 102.897821009 15.3150174727, 102.993894389 15.3150174727, 102.993894389 15.4050185697);True;Nakhon Ratchasima
32719;LINESTRING(102.993894389 15.3150174727, 102.897821009 15.3150174727, 102.897821009 15.2250163758, 102.993894389 15.2250163758, 102.993894389 15.3150174727);True;Nakhon Ratchasima
32720;LINESTRING(103.089967768 15.3150174727, 102.993894389 15.3150174727, 102.993894389 15.2250163758, 103.089967768 15.2250163758, 103.089967768 15.3150174727);True;Buri Ram
32714;LINESTRING(102.897821009 15.4050185697, 102.70567425 15.4050185697, 102.70567425 15.2250163758, 102.897821009 15.2250163758, 102.897821009 15.4050185697);True;Nakhon Ratchasima
32725;LINESTRING(102.897821009 15.2250163758, 102.80174763 15.2250163758, 102.80174763 15.1350152788, 102.897821009 15.1350152788, 102.897821009 15.2250163758);True;Nakhon Ratchasima
32726;LINESTRING(102.80174763 15.2250163758, 102.70567425 15.2250163758, 102.70567425 15.1350152788, 102.80174763 15.1350152788, 102.80174763 15.2250163758);True;Nakhon Ratchasima
32727;LINESTRING(102.80174763 15.1350152788, 102.70567425 15.1350152788, 102.70567425 15.0450141818, 102.80174763 15.0450141818, 102.80174763 15.1350152788);True;Nakhon Ratchasima
